Id,Label,Degree,ClusteringCoefficient
432,432,6,0.06666666666666667
433,433,6,0
434,434,3,0
435,435,7,0
436,436,6,0
437,437,5,0
438,438,8,0
439,439,6,0
440,440,7,0
441,441,15,0.009523809523809525
442,442,6,0
443,443,10,0
444,444,11,0
445,445,4,0
446,446,8,0.07142857142857142
447,447,6,0
448,448,5,0
449,449,9,0
450,450,13,0
451,451,8,0
452,452,6,0.13333333333333333
453,453,8,0
454,454,8,0
455,455,7,0
456,456,6,0.2
457,457,5,0
458,458,4,0
459,459,4,0
460,460,12,0
461,461,3,0
462,462,3,0
463,463,8,0
464,464,5,0
465,465,7,0.047619047619047616
466,466,3,0
467,467,7,0.09523809523809523
468,468,6,0
469,469,3,0
470,470,5,0
471,471,5,0
472,472,3,0.3333333333333333
473,473,5,0
474,474,4,0
475,475,9,0
476,476,3,0
477,477,6,0
478,478,7,0
479,479,7,0.047619047619047616
480,480,4,0
481,481,8,0.03571428571428571
482,482,14,0
483,483,7,0
484,484,6,0
485,485,4,0
486,486,8,0
487,487,10,0
488,488,7,0
489,489,3,0.3333333333333333
490,490,6,0.06666666666666667
491,491,3,0
492,492,3,0.3333333333333333
493,493,10,0
494,494,5,0.1
495,495,6,0
496,496,9,0
497,497,6,0
498,498,4,0
499,499,6,0
500,500,3,0.3333333333333333
501,501,4,0
502,502,5,0.1
503,503,4,0
504,504,8,0
505,505,5,0
506,506,8,0.03571428571428571
507,507,4,0
508,508,4,0
509,509,6,0
510,510,9,0
511,511,4,0
512,512,8,0
513,513,5,0
514,514,3,0.3333333333333333
515,515,6,0.06666666666666667
516,516,7,0
517,517,8,0
518,518,3,0
519,519,5,0
520,520,5,0
521,521,17,0
522,522,5,0
523,523,4,0
524,524,4,0.16666666666666666
525,525,8,0
526,526,5,0
527,527,4,0
528,528,5,0
529,529,7,0
530,530,8,0
531,531,4,0
532,532,5,0
533,533,6,0
534,534,8,0
535,535,3,0
536,536,3,0
537,537,5,0
538,538,4,0.16666666666666666
539,539,13,0
540,540,4,0
541,541,5,0
542,542,3,0.3333333333333333
543,543,5,0
544,544,8,0
545,545,3,0
546,546,16,0
547,547,6,0
548,548,5,0
549,549,8,0
550,550,3,0
551,551,4,0
552,552,3,0
553,553,6,0
554,554,3,0.3333333333333333
555,555,5,0
556,556,9,0
557,557,5,0
558,558,4,0
559,559,3,0
560,560,7,0
561,561,6,0.06666666666666667
562,562,4,0
563,563,5,0
564,564,5,0
565,565,3,0
566,566,5,0
567,567,11,0
568,568,5,0
569,569,3,0
570,570,8,0
571,571,7,0
572,572,3,0
573,573,6,0
574,574,8,0
575,575,8,0
576,576,5,0
577,577,8,0
578,578,4,0
579,579,5,0.1
580,580,6,0
581,581,4,0
582,582,4,0.16666666666666666
583,583,4,0
584,584,4,0
585,585,5,0
586,586,4,0
587,587,4,0
588,588,4,0
589,589,4,0
590,590,9,0.027777777777777776
591,591,5,0
592,592,7,0
593,593,4,0
594,594,3,0
595,595,3,0
596,596,8,0
597,597,3,0
598,598,5,0
599,599,9,0
600,600,4,0
601,601,6,0
602,602,3,0
603,603,5,0
604,604,4,0.16666666666666666
605,605,6,0
606,606,6,0
607,607,4,0
608,608,5,0
609,609,4,0
610,610,7,0
611,611,7,0
612,612,11,0
613,613,3,0
614,614,4,0
615,615,8,0
616,616,7,0
617,617,9,0
618,618,7,0
619,619,3,0
620,620,8,0
621,621,3,0
622,622,3,0
623,623,4,0
624,624,6,0
625,625,5,0
626,626,9,0
627,627,7,0.047619047619047616
628,628,6,0
629,629,7,0
630,630,6,0
631,631,6,0
632,632,3,0
633,633,6,0
634,634,3,0
635,635,7,0.047619047619047616
636,636,3,0
637,637,4,0
638,638,5,0
639,639,7,0
640,640,3,0
641,641,3,0
642,642,3,0
643,643,4,0.16666666666666666
644,644,6,0
645,645,6,0
646,646,5,0
647,647,6,0
648,648,4,0
649,649,7,0.047619047619047616
650,650,6,0
651,651,7,0
652,652,7,0
653,653,4,0.16666666666666666
654,654,5,0
655,655,4,0.3333333333333333
656,656,6,0.06666666666666667
657,657,4,0
658,658,5,0
659,659,3,0
660,660,5,0
661,661,5,0
662,662,4,0
663,663,5,0
664,664,4,0
665,665,4,0
666,666,3,0
667,667,3,0
668,668,4,0
669,669,4,0
670,670,4,0
671,671,9,0
672,672,6,0.06666666666666667
673,673,4,0.16666666666666666
674,674,5,0.1
675,675,3,0
676,676,4,0
677,677,5,0
678,678,8,0
679,679,6,0
680,680,8,0
681,681,6,0
682,682,5,0
683,683,4,0
684,684,7,0.047619047619047616
685,685,6,0
686,686,4,0
687,687,4,0
688,688,5,0.1
689,689,6,0.06666666666666667
690,690,5,0
691,691,3,0
692,692,3,0
693,693,3,0.6666666666666666
694,694,6,0
695,695,6,0
696,696,3,0.3333333333333333
697,697,7,0
698,698,5,0
699,699,5,0
700,700,3,0
701,701,4,0
702,702,4,0
703,703,7,0
704,704,3,0
705,705,4,0
706,706,9,0
707,707,4,0
708,708,3,0
709,709,7,0.047619047619047616
710,710,3,0
711,711,3,0
712,712,4,0
713,713,3,0
714,714,6,0
715,715,4,0.16666666666666666
716,716,4,0.16666666666666666
717,717,3,0
718,718,6,0
719,719,4,0
720,720,5,0
721,721,6,0
722,722,3,0
723,723,4,0
724,724,6,0
725,725,5,0.1
726,726,5,0
727,727,4,0
728,728,3,0
729,729,7,0
730,730,6,0
731,731,6,0
732,732,7,0
733,733,4,0
734,734,4,0.16666666666666666
735,735,7,0
736,736,7,0
737,737,5,0
738,738,6,0
739,739,4,0
740,740,3,0
741,741,4,0
742,742,3,0
743,743,4,0
744,744,6,0
745,745,3,0
746,746,4,0
747,747,4,0
748,748,9,0
749,749,5,0
750,750,4,0
751,751,3,0.3333333333333333
752,752,4,0
753,753,6,0
754,754,5,0
755,755,3,0
756,756,6,0
757,757,6,0
758,758,5,0.1
759,759,5,0
760,760,4,0
761,761,4,0
762,762,4,0
763,763,5,0.1
764,764,9,0.027777777777777776
765,765,4,0
766,766,6,0.06666666666666667
767,767,3,0
768,768,5,0
769,769,5,0
770,770,4,0
771,771,7,0
772,772,8,0
773,773,3,0.3333333333333333
774,774,7,0
775,775,5,0
776,776,8,0
777,777,3,0
778,778,4,0
779,779,4,0
780,780,5,0
781,781,4,0
782,782,3,0
783,783,6,0
784,784,7,0
785,785,6,0
786,786,6,0
787,787,4,0
788,788,3,0
789,789,4,0
790,790,3,0
791,791,3,0
792,792,4,0
793,793,5,0
794,794,3,0.3333333333333333
795,795,5,0.2
796,796,4,0
797,797,9,0
798,798,4,0
799,799,5,0
800,800,3,0
801,801,3,0
802,802,5,0
803,803,4,0
804,804,5,0
805,805,6,0
806,806,5,0
807,807,4,0
808,808,6,0
809,809,4,0.16666666666666666
810,810,5,0
811,811,6,0
812,812,3,0
813,813,15,0
814,814,4,0
815,815,3,0
816,816,4,0.16666666666666666
817,817,5,0
818,818,4,0
819,819,5,0
820,820,3,0
821,821,3,0
822,822,4,0
823,823,5,0
824,824,3,0
825,825,5,0
826,826,5,0.1
827,827,3,0
828,828,4,0.16666666666666666
829,829,3,0
830,830,4,0.16666666666666666
831,831,5,0
832,832,4,0
833,833,3,0
834,834,4,0
835,835,3,0
836,836,3,0
837,837,6,0
838,838,5,0
839,839,4,0
840,840,4,0
841,841,5,0
842,842,4,0
843,843,4,0
844,844,7,0.047619047619047616
845,845,4,0
846,846,5,0
847,847,5,0
848,848,5,0
849,849,5,0
850,850,3,0
851,851,3,0
852,852,4,0
853,853,4,0.16666666666666666
854,854,3,0
855,855,3,0
856,856,6,0
857,857,5,0
858,858,4,0
859,859,4,0
860,860,4,0
861,861,3,0
862,862,4,0
863,863,4,0
864,864,4,0
865,865,4,0
866,866,7,0.047619047619047616
867,867,4,0
868,868,4,0
869,869,5,0
870,870,6,0
871,871,4,0.16666666666666666
872,872,3,0
873,873,5,0
874,874,3,0
875,875,6,0
876,876,3,0
877,877,7,0
878,878,6,0.06666666666666667
879,879,3,0
880,880,3,0
881,881,4,0
882,882,4,0
883,883,9,0.027777777777777776
884,884,4,0
885,885,4,0
886,886,4,0
887,887,6,0
888,888,5,0.1
889,889,3,0
890,890,5,0
891,891,5,0
892,892,3,0
893,893,4,0
894,894,5,0
895,895,4,0
896,896,5,0
897,897,4,0
898,898,4,0
899,899,4,0
900,900,4,0
901,901,5,0
902,902,3,0
903,903,3,0
904,904,5,0
905,905,5,0
906,906,5,0
907,907,4,0
908,908,5,0
909,909,5,0
910,910,4,0
911,911,3,0.3333333333333333
912,912,3,0
913,913,3,0
914,914,3,0
915,915,3,0
916,916,4,0
917,917,3,0.3333333333333333
918,918,4,0
919,919,6,0.06666666666666667
920,920,5,0
921,921,5,0
922,922,4,0.16666666666666666
923,923,3,0
924,924,3,0
925,925,7,0
926,926,4,0
927,927,10,0
928,928,3,0
929,929,3,0
930,930,8,0
931,931,3,0
932,932,4,0
933,933,5,0
934,934,4,0
935,935,4,0.16666666666666666
936,936,6,0
937,937,4,0
938,938,8,0
939,939,5,0
940,940,3,0
941,941,7,0
942,942,4,0
943,943,4,0
944,944,3,0.3333333333333333
945,945,6,0
946,946,3,0
947,947,4,0
948,948,4,0
949,949,7,0
950,950,4,0
951,951,8,0.03571428571428571
952,952,4,0
953,953,4,0
954,954,5,0
955,955,4,0
956,956,4,0
957,957,4,0
958,958,3,0
959,959,5,0
960,960,8,0
961,961,4,0
962,962,4,0
963,963,5,0
964,964,4,0
965,965,3,0
966,966,5,0
967,967,3,0
968,968,3,0
969,969,4,0
970,970,3,0
971,971,4,0
972,972,6,0
973,973,4,0
974,974,6,0
975,975,5,0
976,976,5,0
977,977,4,0
978,978,3,0.3333333333333333
979,979,6,0
980,980,4,0
981,981,4,0
982,982,6,0
983,983,5,0
984,984,7,0
985,985,3,0.3333333333333333
986,986,5,0
987,987,5,0
988,988,6,0
989,989,4,0
990,990,3,0.3333333333333333
991,991,3,0
992,992,6,0
993,993,3,0
994,994,4,0
995,995,5,0
996,996,5,0
997,997,3,0
998,998,3,0
999,999,8,0
1000,1000,6,0
1001,1001,5,0
1002,1002,3,0
1003,1003,6,0
1004,1004,3,0
1005,1005,3,0
1006,1006,3,0
1007,1007,4,0
1008,1008,5,0.1
1009,1009,5,0
1010,1010,4,0
1011,1011,5,0
1012,1012,4,0
1013,1013,4,0
1014,1014,3,0
1015,1015,6,0
1016,1016,5,0
1017,1017,4,0.16666666666666666
1018,1018,3,0
1019,1019,4,0
1020,1020,4,0
1021,1021,5,0
1022,1022,4,0.3333333333333333
1023,1023,4,0
1024,1024,5,0
1025,1025,3,0
1026,1026,6,0
1027,1027,5,0
1028,1028,6,0
1029,1029,3,0
1030,1030,5,0
1031,1031,4,0
1032,1032,4,0
1033,1033,3,0
1034,1034,3,0
1035,1035,4,0
1036,1036,5,0
1037,1037,3,0
1038,1038,3,0
1039,1039,4,0
1040,1040,6,0
1041,1041,3,0
1042,1042,4,0
1043,1043,5,0
1044,1044,7,0
1045,1045,3,0
1046,1046,3,0.6666666666666666
1047,1047,4,0
1048,1048,6,0
1049,1049,4,0.16666666666666666
1050,1050,3,0
1051,1051,3,0
1052,1052,4,0
1053,1053,5,0
1054,1054,6,0
1055,1055,4,0
1056,1056,5,0.1
1057,1057,10,0
1058,1058,6,0
1059,1059,4,0
1060,1060,4,0
1061,1061,4,0
1062,1062,6,0
1063,1063,7,0
1064,1064,4,0
1065,1065,5,0
1066,1066,5,0
1067,1067,5,0
1068,1068,4,0
1069,1069,3,0
1070,1070,4,0
1071,1071,3,0.3333333333333333
1072,1072,3,0
1073,1073,3,0
1074,1074,6,0
1075,1075,7,0.09523809523809523
1076,1076,3,0
1077,1077,3,0
1078,1078,3,0
1079,1079,3,0
1080,1080,5,0
1081,1081,4,0
1082,1082,4,0
1083,1083,4,0.16666666666666666
1084,1084,3,0
1085,1085,3,0
1086,1086,7,0.047619047619047616
1087,1087,4,0
1088,1088,3,0
1089,1089,5,0
1090,1090,4,0
1091,1091,3,0
1092,1092,3,0.3333333333333333
1093,1093,4,0
1094,1094,3,0
1095,1095,4,0
1096,1096,5,0
1097,1097,3,0
1098,1098,3,0
1099,1099,5,0
1100,1100,5,0
1101,1101,3,0
1102,1102,4,0
1103,1103,3,0
1104,1104,9,0
1105,1105,4,0
1106,1106,3,0
1107,1107,6,0
1108,1108,3,0
1109,1109,4,0
1110,1110,3,0
1111,1111,3,0
1112,1112,4,0
1113,1113,5,0
1114,1114,5,0.1
1115,1115,4,0.16666666666666666
1116,1116,3,0
1117,1117,3,0
1118,1118,5,0
1119,1119,3,0.3333333333333333
1120,1120,4,0
1121,1121,4,0
1122,1122,5,0
1123,1123,3,0
1124,1124,5,0
1125,1125,5,0
1126,1126,3,0
1127,1127,4,0
1128,1128,6,0
1129,1129,4,0
1130,1130,6,0
1131,1131,3,0
1132,1132,3,0
1133,1133,5,0
1134,1134,5,0
1135,1135,3,0
1136,1136,4,0
1137,1137,3,0
1138,1138,6,0.06666666666666667
1139,1139,3,0.3333333333333333
1140,1140,4,0
1141,1141,3,0
1142,1142,4,0
1143,1143,3,0
1144,1144,3,0
1145,1145,4,0
1146,1146,4,0
1147,1147,4,0
1148,1148,5,0
1149,1149,3,0
1150,1150,4,0
1151,1151,4,0
1152,1152,3,0
1153,1153,3,0
1154,1154,5,0
1155,1155,4,0
1156,1156,3,0
1157,1157,3,0
1158,1158,5,0
1159,1159,8,0
1160,1160,5,0
1161,1161,3,0
1162,1162,3,0
1163,1163,3,0
1164,1164,5,0
1165,1165,3,0
1166,1166,7,0
1167,1167,3,0
1168,1168,3,0
1169,1169,4,0
1170,1170,4,0
1171,1171,3,0
1172,1172,6,0
1173,1173,7,0
1174,1174,4,0
1175,1175,5,0
1176,1176,3,0
1177,1177,4,0
1178,1178,3,0
1179,1179,3,0
1180,1180,4,0
1181,1181,3,0
1182,1182,3,0
1183,1183,3,0
1184,1184,5,0
1185,1185,3,0
1186,1186,3,0
1187,1187,3,0
1188,1188,5,0
1189,1189,3,0
1190,1190,4,0
1191,1191,5,0
1192,1192,3,0.3333333333333333
1193,1193,4,0
1194,1194,3,0
1195,1195,6,0
1196,1196,6,0
1197,1197,3,0
1198,1198,5,0
1199,1199,4,0
1200,1200,4,0
1201,1201,4,0
1202,1202,3,0
1203,1203,4,0
1204,1204,3,0
1205,1205,3,0
1206,1206,3,0
1207,1207,3,0
1208,1208,3,0
1209,1209,4,0
1210,1210,3,0.3333333333333333
1211,1211,3,0
1212,1212,6,0
1213,1213,3,0
1214,1214,3,0
1215,1215,4,0
1216,1216,3,0
1217,1217,5,0
1218,1218,3,0
1219,1219,5,0
1220,1220,4,0
1221,1221,3,0
1222,1222,5,0
1223,1223,5,0
1224,1224,3,0
1225,1225,4,0.16666666666666666
1226,1226,4,0
1227,1227,3,0
1228,1228,4,0
1229,1229,4,0
1230,1230,3,0
1231,1231,5,0
1232,1232,4,0
1233,1233,5,0
1234,1234,4,0
1235,1235,3,0
1236,1236,3,0
1237,1237,3,0
1238,1238,6,0
1239,1239,4,0
1240,1240,3,0
1241,1241,3,0
1242,1242,3,0
1243,1243,4,0
1244,1244,4,0
1245,1245,3,0
1246,1246,3,0
1247,1247,5,0
1248,1248,4,0
1249,1249,5,0.1
1250,1250,4,0
1251,1251,4,0
1252,1252,3,0
1253,1253,3,0
1254,1254,3,0
1255,1255,5,0
1256,1256,5,0
1257,1257,3,0
1258,1258,3,0
1259,1259,3,0
1260,1260,4,0
1261,1261,3,0.3333333333333333
1262,1262,4,0
1263,1263,3,0
1264,1264,4,0
1265,1265,3,0
1266,1266,4,0.16666666666666666
1267,1267,3,0
1268,1268,3,0
1269,1269,3,0
1270,1270,5,0
1271,1271,4,0
1272,1272,4,0
1273,1273,3,0.3333333333333333
1274,1274,3,0
1275,1275,3,0
1276,1276,3,0
1277,1277,3,0
1278,1278,4,0
1279,1279,3,0
1280,1280,3,0
1281,1281,3,0.3333333333333333
1282,1282,3,0
1283,1283,3,0
1284,1284,3,0
1285,1285,4,0
1286,1286,4,0
1287,1287,4,0
1288,1288,5,0
1289,1289,4,0
1290,1290,4,0
1291,1291,3,0
1292,1292,3,0.3333333333333333
1293,1293,3,0
1294,1294,6,0
1295,1295,3,0
1296,1296,3,0
1297,1297,4,0
1298,1298,4,0
1299,1299,5,0
1300,1300,5,0
1301,1301,3,0
1302,1302,4,0
1303,1303,4,0
1304,1304,3,0
1305,1305,6,0
1306,1306,4,0
1307,1307,3,0
1308,1308,5,0
1309,1309,3,0.3333333333333333
1310,1310,3,0
1311,1311,3,0
1312,1312,5,0
1313,1313,4,0
1314,1314,5,0
1315,1315,5,0
1316,1316,3,0
1317,1317,4,0
1318,1318,4,0
1319,1319,6,0
1320,1320,3,0
1321,1321,4,0
1322,1322,3,0
1323,1323,5,0
1324,1324,3,0
1325,1325,4,0
1326,1326,3,0
1327,1327,3,0
1328,1328,4,0
1329,1329,4,0
1330,1330,3,0
1331,1331,5,0
1332,1332,4,0
1333,1333,3,0
1334,1334,4,0
1335,1335,4,0
1336,1336,3,0.3333333333333333
1337,1337,4,0.16666666666666666
1338,1338,5,0
1339,1339,4,0
1340,1340,3,0
1341,1341,4,0
1342,1342,4,0
1343,1343,4,0
1344,1344,4,0
1345,1345,4,0
1346,1346,3,0
1347,1347,4,0
1348,1348,3,0
1349,1349,3,0.3333333333333333
1350,1350,4,0
1351,1351,3,0
1352,1352,4,0
1353,1353,3,0
1354,1354,3,0
1355,1355,3,0
1356,1356,4,0
1357,1357,4,0
1358,1358,3,0
1359,1359,3,0
1360,1360,3,0
1361,1361,3,0
1362,1362,3,0.3333333333333333
1363,1363,4,0
1364,1364,4,0
1365,1365,4,0
1366,1366,3,0
1367,1367,3,0
1368,1368,3,0
1369,1369,4,0
1370,1370,3,0
1371,1371,3,0
1372,1372,3,0
1373,1373,3,0
1374,1374,5,0
1375,1375,3,0
1376,1376,4,0
1377,1377,3,0
1378,1378,4,0
1379,1379,5,0
1380,1380,4,0
1381,1381,3,0
1382,1382,3,0
1383,1383,4,0
1384,1384,3,0
1385,1385,3,0
1386,1386,4,0
1387,1387,4,0
1388,1388,3,0
1389,1389,3,0
1390,1390,3,0
