source,target,weight
4,91,68933.0
4,92,5802.0
4,94,19794.0
4,95,302.0
4,96,24872.0
4,97,1894.0
4,98,16875.0
4,99,1208.0
4,102,9983.0
4,103,16847.0
4,104,12674.0
4,105,14701.0
4,108,13687.0
4,109,72612.0
4,110,7625.0
4,112,4594.0
4,113,19898.0
4,115,2280.0
4,116,1901.0
4,117,50760.0
4,118,1146.0
4,119,59433.0
4,120,1924.0
4,121,27152.0
4,124,1283.0
4,125,10196.0
4,127,263.0
4,128,621.0
4,130,2370.0
4,133,1544.0
4,134,7426.0
4,136,5.0
4,138,294.0
4,139,1880.0
4,140,314.0
4,146,23332.0
4,148,25109.0
4,150,5145.0
4,155,353.0
4,156,13058.0
4,157,7471.0
4,158,16465.0
4,159,8316.0
4,166,2.0
4,168,37957.0
4,170,6022.0
4,173,11192.0
4,178,349.0
4,180,14511.0
4,181,6669.0
4,182,6253.0
4,187,22641.0
4,193,2488.0
4,212,524.0
4,213,9982.0
5,1,24430.0
5,2,121625.0
5,3,24708.0
5,4,926347.0
5,5,6274.0
5,6,960835.0
5,7,12971530.0
5,8,1402142.0
5,9,10702346.0
5,10,866704.0
5,11,199015.0
5,13,129629.0
5,14,1305462.0
5,15,2711491.0
5,16,12393.0
5,17,505836.0
5,18,969384.0
5,19,555116.0
5,21,85491.0
5,22,1083545.0
5,23,2384438.0
5,25,238424.0
5,26,710882.0
5,27,4072947.0
5,28,56609.0
5,29,108211.0
5,30,89274.0
5,31,1103288.0
5,32,3853584.0
5,33,2261511.0
5,34,330406.0
5,35,1725804.0
5,36,238208.0
5,37,389564.0
5,39,1214535.0
5,40,312022.0
5,42,251852.0
5,44,1536652.0
5,45,2959308.0
5,48,39953.0
5,49,609943.0
5,51,154109.0
5,52,101212.0
5,53,22314.0
5,54,30771.0
5,55,322494.0
5,57,12147.0
5,58,5203.0
5,59,23539.0
5,60,140187.0
5,62,16222.0
5,63,34957.0
5,66,67131.0
5,67,85434.0
5,68,127254.0
5,69,19088.0
5,70,169302.0
5,71,13185.0
5,72,2903.0
5,73,20984.0
5,74,3453.0
5,75,219.0
5,76,118400.0
5,77,34699.0
5,78,627965.0
5,79,1957.0
5,80,494741.0
5,82,485556.0
5,83,14373.0
5,84,203255.0
5,86,73673.0
5,87,1045.0
5,88,243514.0
5,89,591417.0
5,90,56589.0
5,91,167100.0
5,92,41958.0
5,94,1753412.0
5,95,35147.0
5,96,342484.0
5,97,15441.0
5,98,689.0
5,99,275.0
5,102,3829.0
5,103,23621.0
5,104,18930.0
5,105,32184.0
5,108,105161.0
5,109,346624.0
5,110,52232.0
5,112,26970.0
5,113,22001.0
5,115,244.0
5,116,50067.0
5,117,133768.0
5,118,6999.0
5,119,168305.0
5,120,3012.0
5,121,2552.0
5,124,56.0
5,125,100322.0
5,127,11594.0
5,128,2316.0
5,130,17055.0
5,133,161335.0
5,134,55241.0
5,136,671.0
5,138,792.0
5,139,3078.0
5,140,338.0
5,146,126039.0
5,148,15675.0
5,150,7875.0
5,155,7791.0
5,156,4727.0
5,157,17941.0
5,158,129770.0
5,165,30.0
5,166,88.0
5,168,436.0
5,170,16296.0
5,173,8770.0
5,178,701.0
5,180,21393.0
5,182,1242.0
5,187,101011.0
5,193,46279.0
5,212,6086.0
5,213,46308.0
6,1,1127.0
6,2,198834.0
6,3,3205.0
6,4,352037.0
6,5,170318.0
6,6,73763.0
6,7,3257048.0
6,8,333107.0
6,9,2724481.0
6,10,199395.0
6,11,61276.0
6,13,9389.0
6,14,123069.0
6,15,312675.0
6,16,16706.0
6,17,438668.0
6,18,313196.0
6,19,23027.0
6,21,30224.0
6,22,393248.0
6,23,3474514.0
6,25,16076.0
6,26,162332.0
6,27,212020.0
6,28,253865.0
6,29,140537.0
6,30,12362.0
6,31,455341.0
6,32,305634.0
6,33,200102.0
6,34,68704.0
6,35,131769.0
6,36,14061.0
6,37,69249.0
6,39,83709.0
6,40,200430.0
6,42,15247.0
6,44,366787.0
6,45,16664554.0
6,48,4446.0
6,49,7724.0
6,51,5349.0
6,52,3585.0
6,53,1777.0
6,54,21187.0
6,55,280047.0
6,57,77.0
6,58,43182.0
6,59,5931.0
6,60,6018.0
6,62,2131.0
6,63,32408.0
6,66,160204.0
6,67,212.0
6,68,21351.0
6,69,5774.0
6,70,19394.0
6,71,14875.0
6,72,213.0
6,73,1994.0
6,74,6148.0
6,75,10516.0
6,76,1585646.0
6,77,196.0
6,78,156323.0
6,79,9688.0
6,80,41606.0
6,82,91369.0
6,83,473.0
6,84,2466.0
6,86,1961.0
6,87,4299.0
6,88,1449.0
6,89,25909.0
6,90,10923.0
6,91,58852.0
6,92,1194.0
6,94,341045.0
6,95,473.0
6,96,90888.0
6,97,9342.0
6,98,553.0
6,99,692.0
6,100,3602.0
6,102,3289.0
6,103,25169.0
6,104,2388.0
6,105,64605.0
6,108,244752.0
6,109,115737.0
6,110,228432.0
6,112,28394.0
6,113,8845.0
6,115,42.0
6,116,8045.0
6,117,5597.0
6,118,185.0
6,119,102177.0
6,120,31885.0
6,121,1553.0
6,125,3905.0
6,127,1885.0
6,128,15431.0
6,130,942.0
6,133,763.0
6,134,20446.0
6,136,1694.0
6,138,1.0
6,139,276.0
6,140,65.0
6,146,19113.0
6,148,858.0
6,150,2977.0
6,155,2153.0
6,156,1279.0
6,157,2376.0
6,158,23774.0
6,159,7561.0
6,165,24.0
6,168,1128.0
6,170,1168.0
6,173,5946.0
6,178,2169.0
6,180,1427.0
6,181,61.0
6,182,3223.0
6,187,18142.0
6,212,57.0
6,213,41.0
7,1,16661.0
7,2,551865.0
7,3,55299.0
7,4,202994.0
7,5,393551.0
7,6,601481.0
7,11,62036.0
7,13,16343.0
7,14,358741.0
7,15,1212224.0
7,16,20440.0
7,17,365080.0
7,18,1240484.0
7,19,43309.0
7,21,23877.0
7,22,422707.0
7,23,6023167.0
7,25,52482.0
7,26,1019036.0
7,27,878245.0
7,28,155844.0
7,29,262505.0
7,30,176193.0
7,31,1989056.0
7,32,1017795.0
7,33,186730.0
7,34,753234.0
7,35,368560.0
7,36,51036.0
7,37,102746.0
7,39,665416.0
7,40,92605.0
7,42,69584.0
7,44,671042.0
7,45,3360022.0
7,48,3130.0
7,49,44377.0
7,51,5242.0
7,52,27629.0
7,53,1183.0
7,54,8919.0
7,55,73400.0
7,57,4934.0
7,58,36788.0
7,59,26261.0
7,60,20865.0
7,62,9335.0
7,63,56638.0
7,66,27492.0
7,67,8294.0
7,68,30274.0
7,69,15113.0
7,70,62900.0
7,71,11554.0
7,72,51852.0
7,73,16936.0
7,74,633.0
7,75,1820.0
7,76,136710.0
7,77,868.0
7,78,142427.0
7,79,4655.0
7,80,70700.0
7,82,24027.0
7,83,9750.0
7,84,79619.0
7,86,18183.0
7,87,11952.0
7,88,8505.0
7,89,28726.0
7,90,8120.0
7,91,11612.0
7,92,2814.0
7,94,74001.0
7,95,5401.0
7,96,50905.0
7,97,5209.0
7,98,3499.0
7,99,6982.0
7,100,10139.0
7,102,3312.0
7,103,9528.0
7,104,3122.0
7,105,103847.0
7,108,21564.0
7,109,216315.0
7,110,78828.0
7,112,14718.0
7,113,2969.0
7,115,2069.0
7,116,11566.0
7,117,33320.0
7,118,346.0
7,119,51028.0
7,120,5015.0
7,121,6791.0
7,124,442.0
7,125,22709.0
7,127,434.0
7,128,1159.0
7,130,3657.0
7,133,1275.0
7,134,21058.0
7,136,871.0
7,138,6287.0
7,139,18992.0
7,146,53097.0
7,148,1404.0
7,150,21914.0
7,155,24148.0
7,156,5386.0
7,157,12718.0
7,158,22264.0
7,159,2167.0
7,165,1185.0
7,166,5931.0
7,168,200169.0
7,170,8913.0
7,173,6436.0
7,178,317.0
7,180,26746.0
7,181,253.0
7,182,6639.0
7,187,24028.0
7,190,627.0
7,193,6659.0
7,212,1403.0
7,213,20523.0
8,1,887.0
8,2,40084.0
8,3,74.0
8,4,1592.0
8,5,495.0
8,6,19794.0
8,9,115299.0
8,10,12129.0
8,11,36.0
8,13,16.0
8,14,5384.0
8,15,2341.0
8,16,713.0
8,17,2552.0
8,18,6178.0
8,19,609.0
8,21,872.0
8,22,926.0
8,23,15579.0
8,25,285.0
8,26,25611.0
8,27,10188.0
8,28,104.0
8,29,7492.0
8,30,8.0
8,31,11124.0
8,32,65.0
8,33,142.0
8,34,78708.0
8,35,271.0
8,36,748.0
8,37,1693.0
8,39,2149.0
8,40,270.0
8,42,42.0
8,44,24493.0
8,45,84037.0
8,48,2.0
8,49,8.0
8,51,37.0
8,52,35.0
8,54,249.0
8,55,228.0
8,57,398.0
8,58,256.0
8,59,82.0
8,60,41.0
8,62,51.0
8,63,1603.0
8,66,486.0
8,67,1.0
8,68,5.0
8,69,86.0
8,70,3029.0
8,71,58.0
8,74,13.0
8,75,948.0
8,76,306.0
8,77,37.0
8,78,5.0
8,79,14.0
8,80,381.0
8,82,291.0
8,83,4.0
8,84,34.0
8,86,5.0
8,87,1.0
8,88,26.0
8,91,15.0
8,92,133.0
8,94,770.0
8,95,42.0
8,96,24.0
8,97,55.0
8,98,1.0
8,99,875.0
8,100,72.0
8,102,13.0
8,103,702.0
8,104,305.0
8,105,2378.0
8,108,400.0
8,109,1886.0
8,110,14255.0
8,112,491.0
8,113,5.0
8,115,454.0
8,116,6.0
8,117,2.0
8,118,40.0
8,119,743.0
8,120,29.0
8,121,4.0
8,125,31.0
8,127,102.0
8,128,67.0
8,130,266.0
8,133,28.0
8,134,655.0
8,136,43.0
8,138,126.0
8,139,3924.0
8,140,600578.0
8,146,13.0
8,148,3.0
8,150,294.0
8,155,45.0
8,156,1055.0
8,157,22.0
8,158,234.0
8,159,1.0
8,165,194.0
8,166,446.0
8,168,3765.0
8,170,608.0
8,173,908.0
8,178,9.0
8,180,709.0
8,182,1923.0
8,187,12.0
8,193,875.0
8,212,113.0
9,1,15462.0
9,2,485435.0
9,3,54427.0
9,4,198576.0
9,5,391513.0
9,6,529531.0
9,8,3296804.0
9,9,30931.0
9,10,373024.0
9,11,58393.0
9,13,16191.0
9,14,344881.0
9,15,1190647.0
9,16,19605.0
9,17,358912.0
9,18,1217913.0
9,19,41330.0
9,21,22690.0
9,22,416895.0
9,23,5706491.0
9,25,52023.0
9,26,938803.0
9,27,840516.0
9,28,155393.0
9,29,244319.0
9,30,175870.0
9,31,1907266.0
9,32,1017221.0
9,33,183955.0
9,34,622629.0
9,35,365548.0
9,36,49845.0
9,37,98722.0
9,39,636832.0
9,40,92181.0
9,42,69496.0
9,44,633774.0
9,45,3009467.0
9,48,3128.0
9,49,43813.0
9,51,5203.0
9,52,27498.0
9,53,1183.0
9,54,8621.0
9,55,72271.0
9,57,4265.0
9,58,36072.0
9,59,26083.0
9,60,20773.0
9,62,4747.0
9,63,52282.0
9,66,26942.0
9,67,8291.0
9,68,30225.0
9,69,14981.0
9,70,58651.0
9,71,11477.0
9,72,51852.0
9,73,16664.0
9,74,184.0
9,75,872.0
9,76,133986.0
9,77,821.0
9,78,142420.0
9,79,4570.0
9,80,60664.0
9,82,23092.0
9,83,9738.0
9,84,78992.0
9,86,17869.0
9,87,11734.0
9,88,8109.0
9,89,28630.0
9,90,7887.0
9,91,11559.0
9,92,2681.0
9,94,72891.0
9,95,5334.0
9,96,50372.0
9,97,4885.0
9,98,3498.0
9,99,6044.0
9,100,9980.0
9,102,2964.0
9,103,8792.0
9,104,2816.0
9,105,95562.0
9,108,20962.0
9,109,211247.0
9,110,63217.0
9,112,13994.0
9,113,2932.0
9,115,1611.0
9,116,11497.0
9,117,33292.0
9,118,306.0
9,119,49597.0
9,120,4976.0
9,121,6784.0
9,124,436.0
9,125,22631.0
9,127,332.0
9,128,1066.0
9,130,3191.0
9,133,1247.0
9,134,20106.0
9,136,726.0
9,138,6124.0
9,139,10102.0
9,140,165507.0
9,146,52858.0
9,148,1401.0
9,150,20731.0
9,156,3398.0
9,157,12664.0
9,158,21764.0
9,159,2166.0
9,165,952.0
9,166,5449.0
9,168,195653.0
9,170,8241.0
9,173,5528.0
9,178,307.0
9,180,26025.0
9,181,253.0
9,182,4521.0
9,187,23979.0
9,190,627.0
9,193,5737.0
9,212,1268.0
9,213,20523.0
10,1,312.0
10,2,26150.0
10,3,798.0
10,4,2826.0
10,5,1543.0
10,6,51576.0
10,8,173823.0
10,9,220682.0
10,11,3607.0
10,13,136.0
10,14,8464.0
10,15,19235.0
10,16,122.0
10,17,3616.0
10,18,16393.0
10,19,1370.0
10,21,315.0
10,22,4886.0
10,23,301097.0
10,25,173.0
10,26,53903.0
10,27,27534.0
10,28,347.0
10,29,10694.0
10,30,315.0
10,31,70665.0
10,32,509.0
10,33,2633.0
10,34,50866.0
10,35,2741.0
10,36,443.0
10,37,2326.0
10,39,26433.0
10,40,154.0
10,42,46.0
10,44,12701.0
10,45,265397.0
10,49,556.0
10,51,2.0
10,52,96.0
10,54,49.0
10,55,901.0
10,57,271.0
10,58,460.0
10,59,96.0
10,60,51.0
10,62,4537.0
10,63,2753.0
10,66,64.0
10,67,2.0
10,68,44.0
10,69,46.0
10,70,1220.0
10,71,8.0
10,73,272.0
10,74,436.0
10,76,2418.0
10,77,10.0
10,78,2.0
10,79,71.0
10,80,9655.0
10,82,640.0
10,83,8.0
10,84,593.0
10,86,309.0
10,87,217.0
10,88,370.0
10,89,96.0
10,90,233.0
10,91,38.0
10,94,340.0
10,95,25.0
10,96,509.0
10,97,269.0
10,99,63.0
10,100,87.0
10,102,335.0
10,103,34.0
10,104,1.0
10,105,5898.0
10,108,202.0
10,109,3003.0
10,110,1356.0
10,112,233.0
10,113,32.0
10,115,4.0
10,116,63.0
10,117,26.0
10,119,688.0
10,120,10.0
10,121,3.0
10,124,6.0
10,125,47.0
10,128,26.0
10,130,200.0
10,134,297.0
10,136,102.0
10,138,37.0
10,139,4966.0
10,140,4427.0
10,146,226.0
10,150,889.0
10,155,24103.0
10,156,921.0
10,157,32.0
10,158,266.0
10,165,39.0
10,166,36.0
10,168,751.0
10,170,64.0
10,178,1.0
10,180,12.0
10,182,194.0
10,187,37.0
10,193,47.0
10,212,22.0
11,1,295.0
11,2,228843.0
11,3,51028.0
11,4,182249.0
11,5,13442.0
11,6,72217.0
11,7,640396.0
11,8,108036.0
11,9,500106.0
11,10,32254.0
11,13,316561.0
11,14,351505.0
11,15,3037638.0
11,16,479.0
11,17,7545.0
11,18,23254.0
11,19,18753.0
11,21,45446.0
11,22,655262.0
11,23,950026.0
11,25,42297.0
11,26,42591.0
11,27,375872.0
11,28,5449.0
11,29,38966.0
11,30,579292.0
11,31,68699.0
11,32,581899.0
11,33,241137.0
11,34,39979.0
11,35,452938.0
11,36,1789652.0
11,37,64364.0
11,39,30236.0
11,40,16245.0
11,42,25291.0
11,44,1697177.0
11,45,356882.0
11,48,808.0
11,49,16353.0
11,51,2481.0
11,52,22722.0
11,53,196.0
11,54,678.0
11,55,1788.0
11,58,2141.0
11,59,660.0
11,60,21908.0
11,62,9305.0
11,63,88538.0
11,66,1076.0
11,67,697.0
11,68,175079.0
11,69,44891.0
11,70,36910.0
11,71,1657.0
11,72,167.0
11,73,94688.0
11,74,1725.0
11,75,6354.0
11,76,24443.0
11,77,232.0
11,78,2621.0
11,79,358.0
11,80,514153.0
11,82,95720.0
11,83,3030.0
11,84,50219.0
11,86,5171.0
11,87,31337.0
11,88,6685.0
11,89,6023.0
11,90,3276.0
11,91,3110.0
11,92,189.0
11,94,3018.0
11,95,136.0
11,96,10427.0
11,97,4632.0
11,98,58544.0
11,99,1193.0
11,100,928.0
11,102,43565.0
11,103,1875.0
11,104,97.0
11,105,20535.0
11,108,4267.0
11,109,23541.0
11,110,4685.0
11,112,2541.0
11,113,975.0
11,115,76.0
11,116,2394.0
11,117,10221.0
11,119,12040.0
11,120,1637.0
11,121,58519.0
11,125,113451.0
11,127,569.0
11,128,308.0
11,130,179.0
11,133,2114.0
11,134,6870.0
11,136,1575.0
11,138,43.0
11,139,138.0
11,146,12445.0
11,148,10630.0
11,150,2714.0
11,155,563.0
11,156,3711.0
11,157,385.0
11,158,10345.0
11,159,79.0
11,168,886.0
11,170,2006.0
11,173,476.0
11,178,1145.0
11,180,3528.0
11,181,140.0
11,182,1199.0
11,187,14868.0
11,190,71.0
11,193,792.0
11,212,1687.0
11,213,1296.0
12,1,116.0
12,2,4061.0
12,3,3107.0
12,4,55443.0
12,5,7906.0
12,6,10628.0
12,7,80851.0
12,8,11103.0
12,9,64867.0
12,10,4855.0
12,11,5531.0
12,13,4453.0
12,14,44280.0
12,15,101931.0
12,16,59.0
12,17,31503.0
12,18,27681.0
12,19,44650.0
12,21,4674.0
12,22,147508.0
12,23,14623.0
12,25,110815.0
12,26,14612.0
12,27,111864.0
12,28,21446.0
12,29,1056.0
12,30,6359.0
12,31,14813.0
12,32,232137.0
12,33,602534.0
12,34,4635.0
12,35,33401.0
12,36,7322.0
12,37,11588.0
12,39,7554.0
12,40,78626.0
12,42,58157.0
12,44,192827.0
12,45,77539.0
12,48,7587.0
12,49,1172.0
12,51,3361.0
12,52,5887.0
12,53,24.0
12,54,1222.0
12,55,289.0
12,57,3870.0
12,58,284.0
12,59,6997.0
12,60,5915.0
12,62,3284.0
12,63,1404.0
12,66,328.0
12,67,16078.0
12,68,33173.0
12,69,1411.0
12,70,16500.0
12,71,95732.0
12,72,32.0
12,73,2953.0
12,74,37.0
12,75,254.0
12,76,1407.0
12,77,854.0
12,78,94517.0
12,79,8.0
12,80,9562.0
12,82,5853.0
12,83,2838.0
12,84,11153.0
12,86,2588.0
12,87,407.0
12,88,4340.0
12,89,229567.0
12,90,747.0
12,91,36464.0
12,92,6382.0
12,94,1744.0
12,95,10.0
12,96,655.0
12,97,52.0
12,98,671.0
12,99,19.0
12,100,1182.0
12,102,919.0
12,103,1.0
12,104,26328.0
12,105,236.0
12,108,11.0
12,109,6635.0
12,110,2246.0
12,112,30.0
12,113,1445.0
12,115,1283.0
12,116,2281.0
12,117,12083.0
12,118,20.0
12,119,8095.0
12,120,49.0
12,121,3099.0
12,125,45856.0
12,128,39.0
12,130,34.0
12,133,220.0
12,134,26449.0
12,139,6.0
12,140,26.0
12,146,136184.0
12,148,1815.0
12,150,6002.0
12,155,4815.0
12,156,28.0
12,157,158.0
12,158,35579.0
12,159,8732.0
12,168,1186.0
12,170,3576.0
12,173,1479.0
12,180,1276.0
12,181,5334.0
12,182,14.0
12,187,17498.0
12,193,1510.0
12,212,1257.0
12,213,2062.0
13,1,112.0
13,2,2486.0
13,3,7054.0
13,4,35301.0
13,5,3555.0
13,6,10928.0
13,7,48393.0
13,8,4580.0
13,9,42039.0
13,10,1774.0
13,11,46895.0
13,14,47756.0
13,15,82678.0
13,16,363.0
13,17,1830.0
13,18,797.0
13,19,26.0
13,21,6360.0
13,22,26364.0
13,23,21107.0
13,25,1807.0
13,26,6385.0
13,27,27291.0
13,29,193.0
13,30,52064.0
13,31,17725.0
13,32,435973.0
13,33,4678.0
13,34,5546.0
13,35,20497.0
13,36,290422.0
13,37,9194.0
13,39,4495.0
13,40,6772.0
13,42,5623.0
13,44,59638.0
13,45,79955.0
13,49,48.0
13,51,383.0
13,52,2158.0
13,55,61.0
13,58,926.0
13,59,5.0
13,60,126.0
13,62,6169.0
13,63,9932.0
13,66,160.0
13,68,16190.0
13,69,1692.0
13,70,9451.0
13,72,463.0
13,73,13017.0
13,74,62.0
13,76,459.0
13,78,1300.0
13,79,224.0
13,80,72879.0
13,82,7250.0
13,83,1027.0
13,84,2146.0
13,86,252.0
13,87,3771.0
13,88,699.0
13,89,135.0
13,90,70.0
13,91,185.0
13,95,60.0
13,96,1356.0
13,97,451.0
13,98,150422.0
13,100,2020.0
13,102,967.0
13,105,17721.0
13,108,49.0
13,109,3888.0
13,116,2361.0
13,117,4169.0
13,119,13.0
13,121,18930.0
13,125,17.0
13,128,2.0
13,133,1630.0
13,134,77.0
13,146,531.0
13,148,25.0
13,155,95.0
13,156,186.0
13,157,238.0
13,158,58.0
13,178,38.0
13,182,11.0
13,187,45.0
13,212,3.0
14,1,346.0
14,2,304057.0
14,3,305863.0
14,4,7586278.0
14,5,203369.0
14,6,704864.0
14,7,2380314.0
14,8,560885.0
14,9,1549939.0
14,10,249817.0
14,11,540179.0
14,13,224233.0
14,14,89.0
14,15,6820765.0
14,16,2817.0
14,17,44689.0
14,18,126622.0
14,19,25329.0
14,21,427081.0
14,22,6778823.0
14,23,1573502.0
14,25,212620.0
14,26,173539.0
14,27,3777922.0
14,28,22902.0
14,29,67882.0
14,30,530086.0
14,31,258646.0
14,32,1251714.0
14,33,563681.0
14,34,904076.0
14,35,5100243.0
14,36,441542.0
14,37,1594618.0
14,39,134862.0
14,40,136262.0
14,42,119793.0
14,44,5855071.0
14,45,3445155.0
14,48,18692.0
14,49,21800.0
14,51,9485.0
14,52,109258.0
14,53,3451.0
14,54,194887.0
14,55,19425.0
14,57,55247.0
14,58,5887.0
14,59,321608.0
14,60,50343.0
14,62,57631.0
14,63,301094.0
14,66,4109.0
14,67,10695.0
14,68,883687.0
14,69,164774.0
14,70,117202.0
14,71,7728.0
14,72,565.0
14,73,102233.0
14,74,519821.0
14,75,655.0
14,76,136970.0
14,77,1100.0
14,78,777543.0
14,79,354.0
14,80,354315.0
14,82,993801.0
14,83,14045.0
14,84,157195.0
14,86,13383.0
14,87,77010.0
14,88,41160.0
14,89,105681.0
14,90,6158.0
14,91,220725.0
14,92,2453.0
14,94,73838.0
14,95,853.0
