node,degree,clustering
10595,68,0.0684811237928007
13712,43,0.14950166112956811
16702,68,0.15100965759438104
18542,78,0.07192807192807193
22184,231,0.06625258799171843
24583,86,0.2103967168262654
25108,63,0.26881720430107525
25447,51,0.10509803921568628
26916,125,0.16670967741935483
31350,101,0.35207920792079206
33082,74,0.16586449463161793
36296,143,0.10578154240126071
39491,71,0.1710261569416499
1171,202,0.11925520910299985
6,29,0.27586206896551724
1905,231,0.09565217391304348
4580,38,0.2019914651493599
6746,119,0.09101267625694345
8652,61,0.15901639344262294
9048,71,0.09537223340040242
10861,45,0.09696969696969697
10867,119,0.1167924797037459
12065,69,0.2331628303495311
12221,98,0.11487481590574374
12909,184,0.08000712758374912
13595,243,0.07788320919634051
15090,80,0.06265822784810127
18422,62,0.24431517715494447
18848,126,0.08596825396825397
19931,99,0.0735930735930736
24214,126,0.11365079365079366
25364,90,0.07415730337078652
25809,2298,0.005584534714936386
26524,121,0.08264462809917356
26565,23,0.3675889328063241
28006,90,0.09313358302122347
28671,435,0.0643890036548546
30299,85,0.07142857142857142
31598,238,0.09303974754458745
31984,61,0.13005464480874318
34364,96,0.05745614035087719
38672,101,0.056831683168316834
40054,95,0.02306830907054871
634,76,0.11824561403508772
7,28,0.17195767195767195
2191,65,0.10336538461538461
4531,111,0.09844389844389845
7675,119,0.09443099273607748
15205,77,0.10526315789473684
16757,159,0.07674548204760767
19851,48,0.12411347517730496
20890,46,0.1391304347826087
22663,66,0.19673659673659674
24322,39,0.17139001349527666
24788,124,0.06818777865198007
26390,123,0.09956017592962815
27871,79,0.1389159363842908
30345,126,0.23657142857142857
30760,88,0.06269592476489028
30940,768,0.045367503259452414
31081,191,0.016257922292642602
32439,71,0.13480885311871227
33052,123,0.09143009462881514
34578,44,0.2843551797040169
34852,65,0.15625
35497,46,0.15265700483091788
36477,198,0.15279700558888376
37139,38,0.1166429587482219
37156,36,0.18253968253968253
38073,99,0.09647495361781076
39656,30,0.18850574712643678
40529,100,0.16767676767676767
126,251,0.16363346613545818
8,123,0.13194722111155538
457,51,0.32941176470588235
648,118,0.14848616543531798
1047,159,0.08295517872780829
1337,126,0.11885714285714286
2599,69,0.16709292412617222
3953,102,0.14657348087749952
3968,92,0.3435260391782131
4880,52,0.0942684766214178
5187,80,0.16835443037974684
6130,56,0.14155844155844155
6434,33,0.2178030303030303
6463,85,0.0876750700280112
6655,299,0.10174855783259636
6967,128,0.1343503937007874
7700,30,0.19310344827586207
8252,61,0.1185792349726776
8450,102,0.2607260726072607
8641,88,0.13427377220480669
9737,39,0.2726045883940621
9887,82,0.23788015657934358
10649,54,0.18867924528301888
10843,243,0.06448321599836751
11349,232,0.08814748469920884
11427,82,0.1333935561577838
12345,207,0.11298719572252709
12563,251,0.12353784860557769
12633,66,0.2526806526806527
12993,89,0.20531154239019409
13017,26,0.32
13100,193,0.08873056994818652
14744,17,0.07352941176470588
14969,40,0.26666666666666666
15094,158,0.19712972667902925
15121,44,0.2547568710359408
15292,24,0.07246376811594203
15467,153,0.20089439284485724
15603,159,0.13279197516121327
15776,434,0.057332297442555955
15811,67,0.18407960199004975
16079,93,0.21692379616643293
16113,122,0.2763853136431378
16282,194,0.08338229795416911
16297,115,0.19511823035850495
16323,174,0.13108763537306492
16383,1057,0.03269150827097847
16575,152,0.13523875914952946
18160,63,0.2493599590373784
18543,16,0.21666666666666667
19227,1623,0.014390090658862697
19584,127,0.10586176727909011
19844,118,0.18354338693321745
20343,150,0.09521252796420582
20791,121,0.1447658402203857
20794,104,0.20929798356982823
21003,58,0.22565033272837265
21130,89,0.17313585291113381
21475,105,0.18717948717948718
21771,22,0.08658008658008658
21836,73,0.15943683409436835
21953,147,0.06839996272481595
22265,120,0.29453781512605043
22513,64,0.2638888888888889
22609,235,0.13496999454446262
22997,96,0.15416666666666667
23230,46,0.26666666666666666
23312,293,0.139323951563888
23906,128,0.17458169291338582
23991,31,0.09247311827956989
24409,131,0.17005284791544334
24593,142,0.1531315552891819
24661,3,0.3333333333333333
24992,57,0.33709273182957394
25637,26,0.27692307692307694
26029,131,0.263300058719906
26341,122,0.17843110689608455
26358,213,0.10705111170165647
26669,50,0.1306122448979592
26752,165,0.13185513673318552
26818,59,0.11046171829339567
27147,273,0.140406162464986
27409,156,0.12365591397849462
27678,206,0.13540137343121003
28274,91,0.20415140415140415
28443,110,0.11876563803169307
28644,101,0.2851485148514851
28807,62,0.25118984664198835
29453,47,0.2664199814986124
29902,175,0.13655172413793104
31095,29,0.29310344827586204
31622,21,0.08095238095238096
32366,35,0.20840336134453782
33980,28,0.24338624338624337
34062,86,0.15348837209302327
34411,130,0.16636851520572452
34833,56,0.09285714285714286
34884,150,0.15149888143176735
35175,218,0.05699065657633281
35502,124,0.2130868082874377
35701,123,0.2509662801546048
36792,17,0.3161764705882353
37014,87,0.16305800588078054
37151,70,0.1701863354037267
37412,151,0.22207505518763798
37648,153,0.1480048159614723
37828,108,0.17774316372447213
37837,255,0.12172301991662807
38527,78,0.15284715284715283
39075,166,0.1447973713033954
39207,80,0.20411392405063292
39353,875,0.03149002942137954
39633,128,0.2597194881889764
39693,76,0.08947368421052632
39803,109,0.12640163098878696
39882,29,0.2561576354679803
40318,67,0.045228403437358664
40472,79,0.19571567672833495
40590,540,0.032598089740946884
40766,251,0.12656573705179283
40934,210,0.11715652768284347
1800,44,0.11205073995771671
9,64,0.08581349206349206
1985,36,0.16666666666666666
2050,41,0.12804878048780488
2578,159,0.12395509911631239
2838,166,0.12968236582694415
4912,139,0.1275153790011469
5928,106,0.18831985624438455
6043,924,0.01797263769094755
6361,81,0.10524691358024692
6632,62,0.2850343733474352
7724,54,0.1488469601677149
7921,159,0.07945227290820794
7940,131,0.11978860833822666
9115,33,0.17992424242424243
9438,105,0.08717948717948718
9626,114,0.08942710759198882
11166,111,0.09582309582309582
11742,4,0.6666666666666666
12911,87,0.2178561881849773
13376,118,0.2742285962624946
15314,73,0.17884322678843226
15544,85,0.1792717086834734
16519,101,0.042772277227722776
16861,139,0.10238765509331665
17281,34,0.17290552584670232
17425,88,0.17189132706374086
18417,1,0.0
18590,1,0.0
18961,20,0.1736842105263158
19113,33,0.0928030303030303
20075,64,0.07936507936507936
20225,55,0.18855218855218855
20632,91,0.12844932844932844
21392,149,0.10765463450027209
21513,36,0.19523809523809524
22939,60,0.12316384180790961
23314,43,0.12624584717607973
23593,134,0.17618673549545505
23696,120,0.08165266106442577
24325,50,0.33714285714285713
24472,103,0.10089472682276794
24881,22,0.30735930735930733
24889,63,0.18381976446492576
27200,89,0.15704800817160366
31183,209,0.11685682738314317
31921,15,0.26666666666666666
32359,23,0.12648221343873517
32821,30,0.30114942528735633
32872,95,0.06808510638297872
33796,58,0.20931639443436176
35657,160,0.09284591194968553
36207,153,0.1480048159614723
36715,173,0.09557736254872967
36728,136,0.09139433551198257
37496,24,0.14492753623188406
38173,126,0.14374603174603173
39035,80,0.2468354430379747
39548,170,0.12760180995475112
39572,125,0.2607741935483871
40108,117,0.12083701738874153
40288,84,0.09753298909925416
41269,44,0.2029598308668076
422,430,0.05993386458502738
10,251,0.11164940239043825
486,323,0.08043766705766975
569,37,0.13963963963963963
723,110,0.1427856547122602
794,65,0.4860576923076923
962,63,0.10752688172043011
1049,385,0.043993506493506494
1320,311,0.1041385748366352
1342,58,0.07199032062915911
1387,156,0.09114971050454922
1647,109,0.09395174991505267
1689,89,0.056179775280898875
1819,48,0.44680851063829785
1958,119,0.129326306793904
2110,364,0.05825992189628553
2657,73,0.1537290715372907
3459,86,0.1326949384404925
3502,120,0.2253501400560224
3517,120,0.2141456582633053
3822,327,0.09406952965235174
4015,150,0.2643400447427293
4163,57,0.08897243107769423
4253,121,0.07617079889807163
4606,115,0.13790999237223495
4623,252,0.05406943653955606
4656,124,0.1774193548387097
4757,32,0.17943548387096775
4950,140,0.3472764645426516
4963,193,0.03875215889464594
5013,443,0.09281635904926304
5603,114,0.07793820835274026
5801,137,0.1259124087591241
5814,136,0.2042483660130719
6054,65,0.1701923076923077
6156,66,0.14685314685314685
6351,126,0.1784126984126984
6354,125,0.09974193548387096
6410,159,0.16439773903351643
6479,238,0.08218983796050065
6540,228,0.13115387587912514
6600,308,0.042810609585853886
6796,219,0.08755393573792468
7647,131,0.12237228420434527
7990,311,0.08134010994710092
8069,40,0.12692307692307692
8195,63,0.16897081413210446
8290,210,0.1497379813169287
8294,175,0.1631527093596059
8404,175,0.07586206896551724
8459,239,0.12249920888857635
8617,155,0.2298282362798492
8986,64,0.1984126984126984
9228,218,0.09626685832663932
9353,39,0.10121457489878542
9477,79,0.16033755274261605
9558,186,0.06684103458297007
9595,35,0.34789915966386553
9720,57,0.12531328320802004
9785,95,0.09227323628219485
9799,109,0.09344206591913014
10430,358,0.10171666431935902
11069,435,0.0665395412892632
11430,96,0.09539473684210527
11696,74,0.15216586449463163
11701,164,0.07908125093520874
11711,160,0.1974056603773585
12012,85,0.10868347338935574
12115,881,0.020062429057888763
12426,961,0.019901144640998958
12515,80,0.1240506329113924
12649,87,0.09355787222667736
12651,220,0.11888750518887505
12798,86,0.11983584131326949
13032,44,0.16701902748414377
13124,28,0.21957671957671956
13178,84,0.10097532989099255
13285,149,0.1381280609468529
13329,157,0.10574881593989874
13697,468,0.0757242994930361
13748,197,0.06381435823060189
14081,256,0.11776960784313725
14485,168,0.08932135728542914
14563,110,0.26622185154295247
14838,98,0.10540711129812749
14865,78,0.27938727938727936
15378,169,0.2172442941673711
15689,95,0.16685330347144456
15699,50,0.18448979591836734
15852,30,0.14942528735632185
15928,213,0.16055452210116042
16654,207,0.0900520613479668
16730,195,0.0725350251123447
16747,57,0.22932330827067668
16775,204,0.2039505457355356
16791,87,0.14434643143544507
17048,221,0.08975730152200741
17511,51,0.5105882352941177
17626,131,0.19459776864357017
17790,44,0.3202959830866808
17791,132,0.11091834374277122
18032,49,0.10119047619047619
18037,338,0.06187558161993222
18321,220,0.16567040265670402
18423,166,0.059802847754654984
18462,327,0.07059905067447139
18479,278,0.15037789263174298
18619,272,0.09130128065986542
18668,36,0.09841269841269841
18770,80,0.17246835443037975
19395,665,0.05370504574689736
19429,177,0.09309193631227529
19447,64,0.16220238095238096
20226,89,0.2814096016343207
20227,232,0.17622033139274518
20582,87,0.3509756749532211
20602,91,0.263980463980464
20623,98,0.2953923837576268
20716,45,0.13232323232323231
20894,180,0.16405959031657355
20951,69,0.10784313725490197
20964,71,0.3094567404426559
21044,160,0.09929245283018868
21086,194,0.15426526360771325
21097,216,0.16227390180878554
21476,76,0.06491228070175438
21505,267,0.14429331756357186
21525,62,0.09783183500793231
21588,407,0.05964585274930102
21620,126,0.22412698412698412
21831,545,0.06568402590393956
21918,118,0.11125597566275533
22072,77,0.20027341079972658
22335,235,0.0834333515184579
22391,74,0.19215105516475378
22478,167,0.06961979655147536
22650,258,0.14773926944771212
22854,65,0.18798076923076923
22941,110,0.21668056713928274
23282,253,0.15004078047556307
23298,209,0.10121457489878542
23320,98,0.11424363559856933
23360,84,0.08118187033849684
23629,127,0.13973253343332084
23644,317,0.0787445593579044
23883,266,0.10790183004681515
23946,67,0.053821800090456805
24011,72,0.22848200312989045
24065,170,0.07845457709711104
24357,64,0.11557539682539683
24618,117,0.1883289124668435
25088,107,0.09539763710104038
25098,63,0.1817716333845366
25533,137,0.05173894375268356
25949,128,0.15600393700787402
25975,105,0.09084249084249084
26370,166,0.23052208835341365
26647,234,0.13359744690216793
26988,674,0.02578030961062782
27239,78,0.17415917415917415
27361,126,0.10857142857142857
27497,199,0.07233135373838892
27618,123,0.12581634013061443
27890,71,0.3142857142857143
28082,107,0.11232586845353554
28291,288,0.05553135888501742
28521,234,0.06844943325630021
28887,90,0.11860174781523096
28972,146,0.11894189891355691
29030,223,0.0904536823819335
29088,114,0.06520726595249185
29133,16,0.575
29226,126,0.06285714285714286
29241,430,0.07818073399468749
29314,178,0.14187773757379546
29589,496,0.04107201042684914
29844,196,0.14536891679748823
29901,186,0.07805870386515548
29949,71,0.2209255533199195
30015,134,0.15116148580406238
30624,275,0.11811546118115461
31145,272,0.11449967440850879
31168,103,0.08433276223110603
31210,137,0.20416487762988408
31255,274,0.0827250608272506
31273,70,0.11594202898550725
31312,72,0.13810641627543035
31514,87,0.19406575781876503
31711,129,0.08624031007751938
31724,73,0.09322678843226788
31846,170,0.216289592760181
32037,20,0.2789473684210526
32506,60,0.1288135593220339
32618,52,0.20889894419306185
33428,138,0.18470326880355442
33472,238,0.1728894089281282
33714,114,0.21611551001397297
33860,65,0.10432692307692308
33968,166,0.19152975538517708
34190,63,0.07782898105478751
34242,323,0.08682191412033921
34263,122,0.14848936458474463
34304,182,0.17910266529051058
34468,514,0.07166207780584188
34638,345,0.03429389956184698
34846,138,0.06685708240770126
35058,405,0.11899523285661899
35148,91,0.12503052503052503
35246,114,0.2760440925322155
35317,322,0.13414988100075462
35542,36,0.18571428571428572
36249,169,0.14644970414201183
36307,297,0.06301756301756302
36684,17,0.29411764705882354
36784,159,0.15181912268131517
36974,91,0.38290598290598293
37071,259,0.14755619406782197
37277,34,0.1925133689839572
37389,121,0.1672176308539945
37611,176,0.09993506493506493
37688,211,0.09352290679304898
37811,58,0.08045977011494253
37813,149,0.0966805731906403
37983,62,0.06980433632998413
38393,83,0.12048192771084337
38427,182,0.17983121850525166
38533,72,0.15375586854460094
38619,92,0.10750119445771619
39105,227,0.153366340493548
39412,147,0.1529214425496226
39594,146,0.10543221539914974
39758,139,0.14722135335210093
39854,79,0.12560856864654332
39956,96,0.16710526315789473
40204,162,0.09654167625182118
40373,388,0.07742614347745012
40390,58,0.17543859649122806
40423,98,0.17104986324426677
40629,43,0.1539313399778516
40724,31,0.25806451612903225
40948,114,0.1785437043937277
40975,182,0.18068119725578288
41106,43,0.23145071982281284
41402,100,0.30808080808080807
41486,155,0.07440301633850022
41518,427,0.05863596881837473
847,61,0.0726775956284153
11,50,0.17224489795918368
852,81,0.14537037037037037
862,74,0.1036653091447612
887,60,0.14124293785310735
1454,55,0.23434343434343435
1947,7,0.8095238095238095
2116,45,0.1707070707070707
2438,49,0.12244897959183673
2817,76,0.06701754385964913
3354,105,0.07912087912087912
3409,92,0.10774008600095557
3758,32,0.3165322580645161
5514,90,0.10387016229712859
7143,56,0.14935064935064934
9293,76,0.12631578947368421
9468,136,0.050762527233115466
10564,4410,0.007004534633086621
11361,37,0.3483483483483483
11876,137,0.18709746672391583
12819,106,0.1105121293800539
14628,28,0.3201058201058201
14721,172,0.08792329661362709
15442,103,0.08433276223110603
15546,59,0.1765049678550555
16114,96,0.07828947368421052
16964,76,0.12631578947368421
17550,125,0.06567741935483871
18566,183,0.11913769290818471
19899,52,0.08295625942684766
21442,140,0.22682425488180885
21681,79,0.03700097370983447
24222,43,0.3875968992248062
26482,54,0.2578616352201258
28559,90,0.11510611735330836
30718,89,0.07226762002042901
32237,29,0.16995073891625614
34383,100,0.18202020202020203
34667,85,0.12100840336134454
35850,48,0.18173758865248227
35890,141,0.052077001013171226
35918,172,0.04753161974704202
36074,48,0.15602836879432624
36384,222,0.12180506298153357
36823,919,0.025411252640337962
37644,96,0.05394736842105263
38377,58,0.12643678160919541
38418,33,0.2765151515151515
38620,129,0.07243217054263566
40160,80,0.1911392405063291
40497,69,0.15004262574595056
164,109,0.1726129799524295
12,111,0.14283374283374284
409,73,0.19863013698630136
814,230,0.11365103474463642
1146,53,0.17053701015965167
2033,108,0.1010730356524749
2060,126,0.18019047619047618
2089,75,0.17333333333333334
2551,83,0.1384072876873347
2804,80,0.20126582278481012
2965,72,0.12793427230046947
3040,76,0.19473684210526315
3170,100,0.11070707070707071
3506,71,0.22816901408450704
3515,79,0.18889970788704966
3558,266,0.0914739679387147
4222,219,0.12186334883331239
4576,40,0.24102564102564103
5072,149,0.1194449483040087
6300,19,0.2573099415204678
6421,91,0.12869352869352868
6533,60,0.13050847457627118
6990,58,0.22141560798548093
9123,125,0.15445161290322582
9180,36,0.23174603174603176
10578,159,0.12053180479261205
10644,144,0.09887334887334888
10758,38,0.22048364153627312
11005,131,0.13188490898414562
11391,253,0.06687997992345819
11439,83,0.179841316485454
11492,53,0.20029027576197386
11765,98,0.09088996423311593
13053,97,0.09579037800687286
13171,123,0.12688258030121286
13631,156,0.0532671629445823
13716,71,0.1818913480885312
13758,89,0.17390194075587334
15014,28,0.1746031746031746
15127,82,0.16320385426076484
15133,123,0.13487938158070106
15218,82,0.17916290274013852
15830,36,0.25555555555555554
15903,77,0.11346548188653452
16126,144,0.11761849261849262
17814,112,0.14366151866151866
18496,40,0.18717948717948718
18646,80,0.15158227848101266
18691,176,0.0775974025974026
18755,90,0.16529338327091136
19070,66,0.16363636363636364
19191,50,0.16081632653061226
19534,72,0.18427230046948356
19555,93,0.1605890603085554
20268,297,0.08733733733733734
20963,101,0.12198019801980198
21372,89,0.0898876404494382
21409,177,0.06927324088341037
21578,89,0.19254341164453523
21846,80,0.18417721518987343
22249,133,0.11825017088174983
22325,60,0.16610169491525423
23234,37,0.17717717717717718
23270,36,0.34285714285714286
23866,63,0.21863799283154123
24504,79,0.1726712106458942
24794,21,0.20952380952380953
24886,101,0.12217821782178218
25522,173,0.09389702917058744
25874,43,0.19269102990033224
25973,118,0.1545704766043749
26608,46,0.26956521739130435
27166,31,0.23225806451612904
27617,115,0.16445461479786422
28667,55,0.16700336700336701
28766,107,0.2161876212308235
29404,74,0.15031469825990373
29974,197,0.06723298456438413
30080,55,0.22962962962962963
30361,46,0.1468599033816425
30855,41,0.2451219512195122
31029,173,0.11795940314558409
31050,20,0.3526315789473684
31280,34,0.24777183600713013
31424,35,0.26554621848739496
31475,143,0.11829016054368167
31506,57,0.19548872180451127
31682,78,0.11488511488511488
31708,98,0.0782663580896276
31717,97,0.17074742268041238
32474,77,0.21701982228298017
33079,66,0.17668997668997669
33194,54,0.20754716981132076
33393,65,0.16971153846153847
34368,115,0.11289092295957284
34472,138,0.1369935470221094
34500,134,0.10627314555044327
34777,68,0.13476733977172958
35025,101,0.16198019801980199
36689,265,0.07149799885648943
37197,1589,0.016559057626978933
37683,100,0.13373737373737374
38489,95,0.15655095184770437
38648,23,0.233201581027668
39175,56,0.20454545454545456
40157,62,0.16816499206768906
40192,19,0.4093567251461988
48,98,0.16789396170839468
13,106,0.2334231805929919
179,25,0.24
833,194,0.16697825970834893
1353,41,0.4219512195121951
2429,98,0.1403324216284452
2481,125,0.1856774193548387
2545,70,0.18881987577639753
4569,53,0.24891146589259797
5280,151,0.17112582781456953
5755,44,0.2949260042283298
5797,173,0.1215217099072456
6149,185,0.10499412455934196
6405,90,0.15805243445692885
6452,131,0.15361127422196125
6502,262,0.08581205580415899
7075,164,0.09823432590154123
7398,57,0.2337092731829574
7572,138,0.16978736908917805
7692,6,0.3333333333333333
7736,107,0.21266090636572033
8454,153,0.1260749914000688
8604,96,0.05635964912280702
8673,171,0.11255589955280358
9052,41,0.47804878048780486
9936,97,0.25322164948453607
10340,176,0.1053896103896104
10576,224,0.1354500320307495
10614,63,0.2534562211981567
10994,90,0.2282147315855181
11645,113,0.13922250316055626
11978,111,0.14086814086814087
11999,111,0.2140868140868141
12859,138,0.12980006347191367
12900,214,0.10425167829406344
14103,105,0.254029304029304
14140,210,0.06789701526543632
14345,30,0.18850574712643678
15143,126,0.16825396825396827
15688,104,0.07374906646751307
15706,195,0.08839545334390696
16043,74,0.1677156608663458
16230,246,0.09553675128588021
17136,9,0.3888888888888889
17243,138,0.073098487252724
17416,204,0.1398628416883995
17500,82,0.2875639867509786
17662,54,0.4919636617749825
17701,142,0.1639196883428229
17823,88,0.2549634273772205
18055,705,0.01872179239200516
18757,191,0.17591623036649215
18788,20,0.6368421052631579
18988,99,0.23397237682951968
19339,160,0.13773584905660377
19436,147,0.16922933556984437
19748,137,0.146951481322456
19783,35,0.3983193277310924
20576,216,0.10594315245478036
21006,171,0.11021671826625387
21397,217,0.05081925243215566
21600,49,0.39285714285714285
22340,96,0.27324561403508774
22542,182,0.12106125918280615
22679,25,0.12666666666666668
22799,145,0.15402298850574714
23110,26,0.09538461538461539
23233,153,0.09279325765393877
23983,29,0.0960591133004926
23994,76,0.35578947368421054
24297,89,0.24591419816138918
24828,166,0.08426433004746257
25015,166,0.10390653523183643
25849,144,0.12334887334887334
26232,50,0.2522448979591837
27028,95,0.10033594624860022
27115,68,0.11676909569798069
27160,184,0.11071513423616061
27260,149,0.08434609105750045
27611,26,0.7507692307692307
28330,19,0.4269005847953216
28616,135,0.15776672194582642
30945,209,0.10825358851674641
31049,126,0.15085714285714286
31570,91,0.23736263736263735
31691,109,0.1872239211688753
31865,7,0.09523809523809523
32070,1131,0.02112156991619915
32086,139,0.15712647273485558
32471,806,0.027147326726569363
33828,48,0.2774822695035461
34031,177,0.14849768875192604
34210,93,0.1989247311827957
34491,155,0.09442815249266862
34642,111,0.13153153153153152
34725,101,0.18495049504950495
35174,105,0.18168498168498168
35350,248,0.07770667363197074
36783,97,0.2862972508591065
37808,130,0.1360763267740012
38584,58,0.5765275257108288
38640,3777,0.0065141153188567735
38939,107,0.2262387585963675
39469,101,0.21386138613861386
40938,70,0.14906832298136646
41230,72,0.1365414710485133
551,679,0.052523883378732386
14,57,0.18483709273182958
1376,125,0.08851612903225807
1833,34,0.3422459893048128
