node,avg_common,max_common
96,505.663772691397,1176
97,463.2990158970477,1184
98,840.6399442314395,2836
99,293.25,671
100,698.2052478134111,1667
101,758.8756043956043,2129
102,580.5245170876672,1255
103,514.1130334486736,1464
104,519.3809082483781,1002
105,525.578947368421,1147
106,246.23172103487065,702
107,449.25155279503105,1157
108,850.1460446247464,2402
109,538.5646258503401,1090
110,663.9219194794632,2321
111,22.18487394957983,67
112,322.6291033806957,1525
113,127.32649572649572,449
114,228.87301587301587,732
115,702.3395375070502,1701
116,532.0168195718654,1215
117,432.52860246198406,1269
118,540.2449297971918,1200
119,869.2095084609186,2358
120,224.7429245283019,610
121,284.5029239766082,530
122,99.66390041493776,362
123,868.8781808337845,3546
124,536.6123833757422,1146
125,1033.6407152682257,3573
126,276.455732946299,671
127,17.355555555555554,44
128,492.85424954792046,2584
129,543.4277711084434,1937
130,284.6984615384615,558
131,536.820809248555,1164
132,553.9564853556485,1151
133,862.3303055326177,3572
134,154.99624060150376,426
135,725.3270013568521,2125
136,64.78048780487805,156
137,796.9702878365831,2115
138,233.95101351351352,989
139,845.0075370775589,3608
140,775.5611362700699,2229
141,895.3057080131723,3050
142,591.4709879769995,1576
143,542.6596858638743,1080
144,449.34806629834253,1508
145,308.19117647058823,905
146,116.81748071979435,284
147,786.5871301080319,2117
148,827.0061475409836,1828
149,154.7763864042934,484
150,342.76655052264806,1031
151,308.9969372128637,1019
152,99.28691983122363,279
153,608.1238691718859,1382
154,845.2643840451818,2690
155,726.0783475783476,2505
156,490.72614107883817,1368
157,842.7696202531646,3682
158,710.4563567362429,2056
159,806.8175182481751,2149
160,457.4370284387696,1603
161,702.9818445896877,2557
162,545.0885608856089,1042
163,514.2573529411765,1046
164,888.0505028889364,3853
165,223.37192118226602,616
166,226.4544095665172,534
167,539.0200668896321,1152
168,49.0547263681592,131
169,618.7598784194529,1875
170,575.8313253012049,1476
171,610.2553418803419,1803
172,673.5851769911504,1732
173,860.4513198978144,3405
174,616.7624810892587,1859
175,580.7111111111111,1166
176,449.3040482342808,996
177,761.3423992229237,1951
178,543.4951989026063,2046
179,525.328990228013,1192
180,725.3023923444977,2071
181,771.7001078748651,1625
182,354.12132352941177,864
183,241.32870771899394,847
184,754.6269621421976,1993
185,456.53652392947106,1413
186,539.798955613577,1503
187,537.8098415346121,1147
188,813.13108348135,2615
189,66.6896551724138,183
190,411.41207349081367,953
191,198.45528455284554,585
192,661.7466666666667,2048
193,630.7599351175993,2311
194,813.03132092601,2155
195,431.06190823015294,1297
196,546.7138927097661,1256
197,544.8897763578275,1171
198,531.7632241813602,1165
199,804.1090909090909,2128
200,820.5470527404343,1782
201,147.32530120481928,419
202,128.0,319
203,732.3500797448166,2385
204,784.2807174887893,2142
205,853.8608265630519,2735
206,580.2674961119751,1259
207,335.71226831421006,929
208,887.8424446313429,3514
209,518.0166880616175,1178
210,863.314833847208,2886
211,461.96430563301726,1603
212,713.6907119283356,2037
213,644.5477050025786,1633
214,298.9654289372599,642
215,586.4169139465876,1213
216,733.064754454585,2222
217,314.99484536082474,1008
218,370.41117318435755,753
219,629.5178713264496,2296
220,577.2712456344586,1514
221,531.1779448621554,1097
222,353.96293311845284,993
223,851.4554744525548,2595
224,830.8730158730159,2736
225,129.72492836676219,449
226,787.3689497716895,1988
227,643.992801439712,1646
228,529.4083162917519,1316
229,776.6044740599715,1990
230,748.4511627906977,2087
231,536.1936026936027,1150
232,726.2524735585124,2775
233,544.744971842317,1200
234,786.4920486435922,2114
235,250.52645502645504,560
236,313.54850088183423,537
237,580.3382250174703,1244
238,542.0527659574468,1152
239,540.4695801199657,1090
240,150.48473282442748,483
241,752.4650630011455,1498
242,29.43502824858757,94
243,720.7451580020387,1903
244,767.7416267942584,1798
245,432.18227424749165,1112
246,886.7961466749534,2950
247,771.3629842180775,2036
248,571.2410189418681,1433
249,779.3722316865417,2180
250,885.259904467547,3518
251,534.4971932638332,1206
252,229.06084243369736,570
253,527.83346065699,1152
254,581.3958472873409,1410
255,751.8466135458167,3335
256,746.4494195688226,2265
257,109.6867469879518,288
258,51.94475138121547,138
259,691.7740112994351,1873
260,612.2470461868958,1801
261,532.9459459459459,1153
262,826.4894605216149,2733
263,112.16901408450704,333
264,597.4154589371981,1556
265,162.25426944971537,406
266,411.8458149779736,1991
267,551.7425897035881,1173
268,249.95637949836424,704
269,760.8346863468635,2446
270,196.08471454880294,503
271,67.76,206
272,905.5116279069767,3534
273,987.644578313253,2790
274,787.4611742424242,2091
275,529.1678832116788,1179
276,402.2791247782377,1330
277,612.668438538206,1438
278,710.8636989444699,2115
279,375.7560568086884,1096
280,826.495238095238,2157
281,678.4078431372549,1746
282,583.7154753643304,1206
283,526.9691923397169,1089
284,543.5705731394354,1093
285,784.6018433179723,2141
286,202.13588850174216,427
287,555.607820586544,1685
288,698.3783499737257,1827
289,553.2645739910314,1190
290,151.06410256410257,472
291,544.5281090289608,1099
292,768.0127986348123,2265
293,753.3190578158458,2013
294,866.4311581824394,2885
295,569.8704225352112,1304
296,843.7108989134014,2945
297,65.92265193370166,140
298,721.3880742913001,2044
299,296.67261904761904,770
300,505.5800156128025,1109
301,932.8989861058956,2440
302,626.6501677852349,2139
303,516.2542236524538,1100
304,541.120067170445,1104
305,546.0330188679245,1141
306,235.02739726027397,630
307,612.5666666666667,1393
308,487.9299229152067,1336
309,454.60454878943506,1281
310,386.992523364486,1016
311,597.1825229034531,1327
312,582.8256880733945,1346
313,820.9914836396235,2166
314,405.2119658119658,961
315,516.7629678266579,1257
316,643.1063394683026,1864
317,515.6082474226804,1386
318,536.009958506224,1173
319,653.6606708799222,1678
320,93.49295774647888,213
321,728.4410399257196,2120
322,526.885993485342,1106
323,550.1190276613579,1155
324,618.5854922279793,1477
325,901.736398467433,2581
326,360.48285322359396,644
327,515.0712570056045,1152
328,530.4495114006514,1184
329,38.455357142857146,107
330,236.253807106599,665
331,613.6535552193646,2552
332,581.4062947067239,1312
333,187.9015918958032,658
334,776.5174311926605,2535
335,800.6910678307589,2741
336,532.6368899917287,1180
337,876.3351532969341,2310
338,254.68030690537086,592
339,201.60855263157896,457
340,406.78072289156626,1086
341,648.1997383340602,1784
342,163.0969696969697,274
343,748.2775312626059,2307
344,643.8875338753387,2236
345,535.9915540540541,1171
346,744.2640044370494,1740
347,122.20132013201321,396
348,101.75935828877006,254
349,798.1547202797203,2177
350,585.354505169867,1324
351,763.6759916492693,2367
352,64.58156028368795,181
353,569.3250517598344,1782
354,875.5504436411436,2886
355,439.2216044479746,1150
356,755.0392006149116,2371
357,712.776119402985,2558
358,541.326431181486,1583
359,648.7533783783783,2217
360,799.6054485674025,2067
361,926.7397043294615,3358
362,784.1663472594864,2223
363,276.67088607594934,548
364,708.0208197787898,1409
365,761.6039304610733,2570
366,723.9413053000438,2158
367,548.9635316698657,1497
368,151.14893617021278,449
369,410.6366197183099,1772
370,611.4996133023975,2550
371,199.67123287671234,472
372,756.8671232876712,4345
373,80.3529411764706,224
374,197.02485659655832,480
375,521.6143106457242,4032
376,40.89265536723164,107
377,612.4356435643564,1717
378,542.6596858638743,1080
379,884.8402564817396,3518
380,240.3804755944931,626
381,89.58754863813229,179
382,300.4908180300501,539
383,608.1340411413404,1355
384,486.71674491392804,1245
385,767.9698539802167,2093
386,936.0075675675675,1780
387,588.9739263803681,1259
388,625.2346723044398,1356
389,274.8730569948186,671
390,537.8142734307825,1085
391,101.91743119266054,235
392,539.4550084889644,1154
393,695.9904559915165,1792
394,674.2007514761139,1762
395,547.0489864864865,1104
396,638.9113012156686,1910
397,592.2713212549713,2049
398,567.8565737051792,1153
399,558.6038807382868,1913
400,831.3261163734777,1929
401,632.7258979206049,1552
402,794.645872715816,2538
403,548.1661341853035,1129
404,135.72037914691944,361
405,744.3228070175438,1976
406,787.7202408522464,2122
407,523.3587674247982,1310
408,81.87654320987654,268
409,82.08722741433021,272
410,659.4818505338078,2711
411,114.93589743589743,374
412,646.6679462571977,1507
413,533.2588331963846,1178
414,740.6287505597851,1767
415,544.1945945945946,1222
416,531.9051512673753,1178
417,392.66078697421983,1366
418,548.2658959537572,1146
419,528.6984126984127,1096
420,782.2461128387383,2158
421,542.6596858638743,1080
422,836.2488852857722,2055
423,559.0283582089552,1322
424,730.5156669650851,2066
425,447.932119205298,1159
426,426.2844901456727,991
427,539.2386272944932,1204
428,588.5826771653543,1322
429,527.7319932998325,1087
430,575.2063492063492,1229
431,143.58407079646017,394
432,666.7945205479452,1491
433,724.9623529411765,2196
434,86.46290801186943,201
435,532.8020134228188,1159
436,551.6355932203389,1156
437,557.4343271555198,1182
438,418.40947867298576,956
439,586.5925361766946,1261
440,306.86932599724895,666
441,482.45140247879976,1392
442,191.9734693877551,641
443,610.2041858090863,1840
444,486.02318392581145,1245
445,577.9365815931941,1180
446,56.683098591549296,159
447,536.2881355932203,1098
448,573.5964391691394,1319
449,594.6699507389162,1494
450,827.6752491694352,2215
451,797.5714285714286,1698
452,170.37709497206703,508
453,868.9221751872354,2845
454,458.4587840358075,2560
455,136.67713787085515,361
456,814.1628021706956,1987
457,867.2518613607189,3680
458,479.1475113122172,924
459,538.203947368421,1146
460,547.1273666092943,1090
461,702.9050632911392,3224
462,855.5200783545544,3001
463,825.7099169943207,2074
464,294.8339393939394,695
465,143.41363636363636,373
466,427.6250911743253,1306
467,1008.1459479281261,2610
468,167.7721021611002,389
469,864.7412435514526,3349
470,570.9255150554675,1155
471,84.9608938547486,148
472,127.4816247582205,327
473,389.99111111111114,883
474,83.45588235294117,225
475,253.9359095193214,891
476,595.3965517241379,1361
477,544.0365448504983,1154
478,683.1566597653555,1407
479,769.2912665752172,2116
480,627.2747587607922,1859
481,756.7530581039755,2410
482,177.98529411764707,353
483,599.464347826087,1599
484,83.38172043010752,291
485,889.9021573989669,3001
486,195.420523138833,410
487,523.4124386252046,1104
488,611.8191560616209,1403
489,788.1233795261511,2145
490,240.37722419928826,675
491,845.0077041602466,2398
492,714.5429017160686,1882
493,305.54813863928115,680
494,539.5390749601276,1194
495,413.40021344717184,804
496,770.0034013605442,2256
497,360.5989773557341,1240
498,501.55505364201014,1701
499,90.6701030927835,229
500,847.6699362432565,3790
501,544.5248868778281,1228
502,762.4240506329114,2112
503,138.58866544789763,396
504,87.7923875432526,236
505,574.3263473053893,1218
506,718.7268453220498,2045
507,537.5953177257525,1169
508,125.70253164556962,274
509,780.1116248348745,2781
510,767.2662365591398,2166
511,815.6496836496837,2489
512,825.4948269711024,2749
513,615.9447348767737,2201
514,347.9312452253629,1054
515,551.9062676453981,1343
516,872.0473545746858,3229
517,197.2429906542056,447
518,730.826656394453,2191
519,546.6172413793104,1090
520,786.8982838007535,2328
521,824.5663801337154,2086
522,227.95098039215685,603
523,239.6566757493188,578
524,580.5223993925589,1265
525,539.2664418212479,1150
526,555.8562691131499,1168
527,793.7561141304348,2825
528,540.8138528138528,1149
529,91.03926096997691,309
530,795.3602457218078,2153
531,435.97870830376155,1125
532,702.8772084805654,2063
533,525.8096774193548,1156
534,214.00963081861957,554
535,703.5431259801359,1804
536,800.9511904761905,2821
537,263.8048,530
538,90.27802690582959,362
539,73.56842105263158,157
540,598.9472710453284,1650
541,208.71698113207546,419
542,578.8552338530067,1284
543,103.53768844221105,284
544,492.6951048951049,1198
545,998.3678528588565,2455
546,791.2103645147123,2145
547,794.8152031454783,2217
548,791.616847826087,2162
549,716.4876660341556,2070
550,542.2506350550381,1146
551,382.79464285714283,738
552,569.1141479099679,1201
553,494.05673027333677,1440
554,97.14529914529915,237
555,209.7737104825291,468
556,537.570583262891,1097
557,70.31782945736434,139
558,663.7742303306727,1465
559,597.1470588235294,1567
560,640.4341024638248,2432
561,413.0101382488479,997
562,704.3407851690295,3172
563,692.8972904851922,2390
564,91.53299492385787,272
565,577.5930144267274,1185
566,671.6310788149805,1763
567,823.2328080229227,2269
568,28.39097744360902,116
569,544.1133455210238,1032
570,135.94106090373282,390
571,763.7687908496732,2322
572,766.719341563786,2326
573,734.5489282385834,2000
574,838.8662337662338,2962
575,576.9916666666667,1403
576,643.697461928934,1722
577,495.2166377816291,1625
578,617.2130434782608,1338
579,766.4227422162057,4684
580,287.2365384615385,794
581,109.0561797752809,277
582,91.04402515723271,308
583,286.8,615
584,92.01273885350318,145
585,824.6992592592593,2745
586,722.2816513761468,2110
587,206.01711840228245,527
588,137.41630901287553,345
589,835.518823951237,2754
590,795.6131059245961,2140
591,656.9890877346137,1990
592,405.5158204562178,1182
593,717.6500470366886,2007
594,147.7423887587822,350
595,618.6210303458009,1409
596,539.6409756097561,1961
597,765.3562653562653,1768
598,537.3913043478261,2046
599,807.6578843885175,2321
600,410.1622119815668,956
601,539.8922829581993,1156
602,657.7339479749753,3009
603,527.3059210526316,1169
604,844.2625661375662,2584
605,539.3646090534979,1164
606,851.2198917456021,2864
607,543.7785527462947,1081
608,783.7932279909706,2140
609,778.8411569464201,2050
610,660.2652457075193,1643
611,579.695991091314,1725
612,1003.314909090909,2710
613,521.942996742671,1159
614,96.48356807511738,281
615,579.9476047904192,1149
616,785.6532976827094,2168
617,76.7112970711297,159
618,530.5510623714873,1379
619,174.8433268858801,449
620,754.76415448069,2643
621,209.2643051771117,611
622,598.9228591648974,1343
623,89.07780979827089,277
624,219.74019607843138,662
625,542.6596858638743,1080
626,798.4264855687607,2770
627,791.1730597680643,2152
628,177.5933075933076,536
629,792.1821980777268,2362
630,769.6933884297521,2298
631,449.6270566727605,1293
632,484.05849582172704,1144
633,544.8389154704944,1209
634,534.8852188274153,1167
635,587.1510574018126,1289
636,819.6823798627003,1862
637,550.919446704638,1168
638,29.08724832214765,74
639,236.9390681003584,739
640,780.2832980972515,2217
641,128.41584158415841,306
642,246.1404853128991,640
643,464.37513997760357,1498
644,207.68345323741008,505
645,645.0550996483001,2464
646,629.9728155339806,2483
647,581.0880253766852,1162
648,114.06142034548944,375
649,30.6,78
650,541.0415973377703,1162
651,857.3812070282659,2225
652,887.8696388261851,3509
653,617.4006872852234,1446
654,535.1243611584327,1156
655,877.1428571428571,2587
656,361.943661971831,685
657,809.8787878787879,1807
658,1023.6311389759666,3573
659,532.6624803767661,1174
660,536.456861133936,1166
661,695.4694017094017,2245
662,541.0860719874804,1199
663,1013.1349085365854,2598
664,629.0695652173913,1795
665,150.49180327868854,346
666,530.8434134217067,1148
667,565.6892109500806,1193
668,276.8627069133398,902
669,528.29199648197,1000
670,208.00238948626045,711
671,710.9715086408221,2075
672,834.7968923418424,3131
673,382.9576470588235,771
674,121.76996805111821,231
675,551.0755222281736,1571
676,139.92592592592592,320
677,738.504854368932,2630
678,766.0343790287924,2199
679,321.61185983827494,1073
680,35.76,129
681,507.2957696409527,5254
682,731.965811965812,1922
683,23.04895104895105,95
684,295.96028880866425,516
685,769.8640510948906,2143
686,503.24740378741603,1594
687,779.9432412247946,2509
688,889.7674418604652,3202
689,272.0661345496009,760
690,231.94244604316546,607
691,526.0597014925373,1160
692,572.8096385542169,1151
693,768.338614757809,2163
694,278.3136136849608,1057
695,108.89795918367346,286
696,534.302479338843,1164
697,545.783960720131,1156
698,501.18710420264824,4611
699,512.9351639969489,1179
700,182.66075388026607,427
701,412.74931880108994,1338
702,509.4659357870008,1246
703,518.7869868319133,1188
704,539.7679653679654,1084
705,637.3647597254004,1809
706,543.1135857461024,1236
707,209.95238095238096,742
708,735.245931283906,3609
709,362.1344902386117,834
710,688.9854927463732,1882
711,56.58433734939759,170
712,80.81379310344828,183
713,375.26573426573424,1069
714,165.33098591549296,521
715,670.5133298484056,1732
716,529.3098591549295,1172
717,894.8868804664723,3345
718,580.9803536345776,1897
719,543.9915110356536,1101
720,536.1106382978724,1165
721,713.4004106776181,1892
722,770.23,2112
723,751.1068965517242,2134
724,452.7243916242218,1380
725,529.5049226441631,1308
726,813.8521497061553,2809
727,293.58654797230463,780
728,544.7897774113768,1169
729,455.64051789794365,1264
730,897.7061920280772,3286
731,570.7151799687011,1213
732,70.0,149
733,305.65743944636677,879
734,830.8409090909091,2749
735,198.9640831758034,497
736,543.4965675057208,1231
737,709.790641582248,1949
738,537.7855973813421,1168
739,782.6256281407035,2327
740,163.69101123595505,613
741,802.0100963744837,2132
742,505.07183908045977,1244
743,733.8980198019802,1966
744,537.6518218623481,1177
745,793.613817537644,2178
746,602.0587293112653,1729
747,56.19266055045872,145
748,541.4768713204373,1151
749,579.9028094153379,1290
750,210.57631954350927,573
751,536.2374631268436,1278
752,218.56896551724137,411
753,721.6252781486427,2091
754,112.82666666666667,311
755,537.7802013422819,1147
756,278.5398313027179,816
757,351.5158069883527,974
758,798.8281883380106,3017
759,940.8594297148575,1868
760,736.4116245831349,2022
761,134.24229074889868,385
762,538.6626297577855,1081
763,606.7894736842105,1757
764,264.85398773006136,666
765,878.0674157303371,4107
766,544.1568965517241,1148
767,822.1376178833392,2742
768,770.4120567375886,2666
769,227.42892156862746,662
770,587.5492753623189,1224
771,85.18207282913166,278
772,102.8551724137931,265
773,185.54651162790697,406
774,536.0102040816327,1086
775,542.9543496985358,1151
776,493.1915254237288,1005
777,117.70093457943925,362
778,282.3100616016427,849
779,542.2106179286336,1081
780,438.42970439798125,1238
781,796.554347826087,1933
782,714.3739130434783,2048
783,532.2260726072607,1159
784,771.1989596879064,2181
785,539.9118644067796,1173
786,537.7446808510638,1168
787,165.20689655172413,473
788,771.3465703971119,2116
789,369.0577319587629,843
790,707.4030587074494,1974
791,743.3980904939809,2313
792,754.8200248241621,2272
793,544.4319327731092,1162
794,758.31560743623,2036
795,824.2309074573226,2166
796,606.2387434554973,1820
797,794.2991612301958,2116
798,909.5545263157894,2237
799,533.2445193929174,1089
800,540.6168224299065,1147
801,542.4457935819601,1146
802,87.78341013824885,280
803,124.57407407407408,305
804,597.9423558897244,2253
805,1014.3881603596852,2635
806,346.6053333333333,705
807,460.5524079320113,1354
808,542.605550883095,1156
809,18.973913043478262,62
810,366.29040404040404,721
811,76.44094488188976,169
812,858.1238061549345,2794
813,430.90892531876136,1008
814,660.8571428571429,1643
815,518.0625,1160
816,420.18211120064467,1073
817,190.77880184331798,404
818,734.3304659498208,2723
819,414.78636363636366,1847
820,156.4468085106383,382
821,465.82532159783347,1406
822,537.5458368376787,1095
823,556.9556025369978,1361
824,539.4030612244898,1147
825,93.99101123595506,288
826,425.9489194499018,1224
827,701.1344086021505,2725
828,728.5567695961995,2090
829,112.49261083743842,183
830,528.1876923076923,1156
831,527.7945845004668,968
832,846.3227005264788,3009
833,76.16413373860182,221
834,530.7615442846328,1227
835,579.9942611190818,1660
836,538.9647651006711,1151
837,724.9543894065719,1987
838,789.015009380863,2114
839,858.1725919173504,3013
840,183.59585492227978,486
841,667.6430248943166,1801
842,652.7780458383595,1604
843,545.5431235431236,1160
844,536.3758278145696,1104
845,996.2375430899405,2642
846,839.2644245603209,3035
847,82.37966101694916,261
848,236.57010428736965,734
849,781.3573381950774,2128
850,542.3032311516156,1165
851,451.41206030150755,1142
852,413.17376064096146,1769
853,236.638985005767,754
854,533.7231404958678,1493
855,537.647766323024,1148
856,831.6006730229949,3443
857,720.257,1939
858,600.4628762541806,1348
859,586.6031545741325,1414
860,208.68867924528303,601
861,536.8770491803278,1174
862,737.5535261288686,1907
863,600.3721158566519,2004
864,731.7038152610442,1922
865,729.6575916230366,1904
866,545.6206604572396,1152
867,441.9251769464105,867
868,530.3481012658228,1171
869,777.1900598251266,2115
870,279.80115606936414,712
871,543.2034482758621,1149
872,517.119937694704,1172
873,761.4522653721683,2403
874,907.3394435351883,3015
875,844.2607648298705,3236
876,583.5956284153006,1528
877,567.4777777777778,1155
878,24.013157894736842,74
879,862.4347538817311,2968
880,737.208703374778,2207
881,539.8457979953739,1173
882,556.9416737109045,1120
883,739.8994082840237,1965
884,631.4323979591836,1466
885,522.7543780871127,1748
886,523.8500823723228,1157
887,543.9540047581285,1200
888,139.4808362369338,458
889,500.7186828919112,1357
890,63.079754601226995,246
891,182.49171270718233,560
892,356.7639225181598,1382
893,530.6434463794684,1056
894,536.2512647554806,1154
895,220.1818181818182,505
896,132.71376811594203,354
897,540.6834249803613,1205
898,740.3633802816902,2050
899,537.4971705739692,1159
900,272.1346863468635,910
901,419.9506641366224,901
902,465.56570155902006,873
903,604.051026757934,1484
904,539.5116479723899,1084
905,660.4747413268411,1602
906,541.1600324939074,1156
907,607.2116402116402,1805
908,530.958230958231,1177
909,455.6505376344086,1415
910,399.94787141615984,2105
911,633.1093457943925,1783
912,706.0214168039539,2026
913,494.13199665831246,1059
914,525.2441860465116,1320
915,558.9661627069835,1251
916,397.90672782874617,1229
917,582.3466076696166,1283
918,554.0344544708778,1169
919,549.653112033195,1121
920,793.4316279069767,2122
921,100.56591639871382,250
922,361.5618153364632,1342
923,542.4116638078902,1147
924,709.9137031768611,2057
925,712.3467643467643,2148
926,810.8299270072993,2662
927,879.5325767129045,2335
928,202.44175491679275,607
929,320.37338262476896,835
930,751.2147465437788,2084
931,534.0044215180545,1320
932,543.1775700934579,1095
933,591.7648363838048,1561
934,545.6180904522613,1152
935,287.6690946930281,783
936,679.640618470539,1990
937,389.0521571152608,1312
938,882.0326956521739,2402
939,541.1833740831296,1168
940,130.18363273453093,330
941,199.38432122370938,495
942,797.1980694980695,4892
943,202.03436426116838,505
944,50.902255639097746,159
945,551.9002302379125,1284
946,225.87932960893855,597
947,377.24922440537745,934
948,561.3456889605158,1180
949,541.1243243243243,1002
950,554.4333063864187,1198
951,528.9456066945606,1094
952,729.2920443101711,1934
953,441.04458598726114,964
954,93.64473684210526,219
955,537.5776081424937,1093
956,544.6045777426992,1195
957,632.935586061246,1629
958,557.7815533980582,1142
959,451.1876379690949,1204
960,223.71212121212122,599
961,755.6735083532219,1790
962,787.7456603773585,2530
963,529.8652064026959,1091
964,277.27248322147653,644
965,793.5004916420845,2387
966,480.510522742702,1188
967,481.5258181818182,1246
968,704.4809354346721,1905
969,584.5513595166163,1206
970,693.2380952380952,1900
971,877.2020867655134,3356
972,317.4178082191781,840
973,271.9612188365651,601
974,672.8657505285412,1759
975,528.4488817891374,1164
976,537.1739837398374,1157
977,515.8511627906977,1094
978,531.0862354892206,1152
979,536.5224199288256,1363
980,393.16238060249816,1229
981,744.7480719794345,2153
982,809.1017838405037,2764
983,882.8925381734371,3360
984,565.6979591836734,1133
985,753.5396370582617,2047
986,502.3194070080863,1236
987,117.58600583090379,275
988,668.9043478260869,2249
989,96.46112600536193,301
990,537.509754028838,1091
991,767.9370150616157,2050
992,618.1455767077267,1617
993,777.9824561403509,1990
994,109.54308617234469,330
995,783.0271514035895,2133
996,55.3469387755102,125
997,741.2290322580645,2385
998,736.4700049578582,1987
999,550.3367697594501,1152
1000,69.61204013377926,229
1001,794.907656612529,2134
1002,401.72154696132594,851
1003,782.7791069924178,4343
1004,793.6057818659658,1989
1005,749.1329787234042,2592
1006,774.5995165189363,2345
1007,590.0413098236776,1571
1008,178.09030544488712,582
1009,772.805393258427,2167
1010,848.49369686309,3259
1011,298.42360060514375,582
1012,538.1864512119329,1467
1013,867.5463376214229,3647
1014,86.8477366255144,205
1015,426.8996692392503,900
1016,369.3452115812918,830
1017,504.4390243902439,1565
1018,869.7151576805696,2849
1019,132.230179028133,336
1020,784.1039584166333,2413
1021,254.70044052863437,769
1022,546.8847352024923,1210
1023,445.92650176678444,1186
1024,481.77777777777777,1440
1025,86.09836065573771,228
1026,540.6277955271565,1189
1027,51.990338164251206,126
1028,153.69651741293532,308
1029,214.86111111111111,568
1030,24.64864864864865,70
1031,24.381818181818183,85
1032,837.846004842615,2058
1033,555.2652757078987,1183
1034,831.3192727272727,2700
1035,691.3745856353592,1756
1036,161.25263157894736,562
1037,139.70841889117042,342
1038,434.2457912457912,977
1039,528.1836065573771,1107
1040,632.7390062821245,1712
1041,537.6445578231293,1093
1042,272.4,464
1043,541.4674657534247,1089
1044,781.8712255772647,2143
1045,194.24923076923076,531
1046,229.75468975468976,556
1047,674.9963287207004,2694
1048,799.0356687898089,2742
1049,778.705087798289,1880
1050,817.4077642391612,3304
1051,188.62972292191435,357
1052,79.42465753424658,233
1053,779.0154066642781,2679
1054,662.7931793179318,1568
1055,678.2430155210643,1990
1056,169.4222972972973,485
1057,392.3623011015912,771
1058,537.5773710482529,1158
1059,825.7431803060546,2916
1060,834.2543056064493,2693
1061,592.2123552123552,1450
1062,531.3389261744967,1096
1063,295.5171171171171,516
1064,532.6878130217028,1100
1065,300.2988505747126,539
1066,597.4917801784876,2024
1067,708.3251141552512,2052
1068,541.1544178364987,1169
1069,550.4745484400656,1159
1070,245.5193661971831,852
1071,78.47838616714698,303
1072,773.8714703018501,1859
1073,618.6940760389036,2081
1074,245.90995260663507,1076
1075,775.6673058485139,2027
1076,253.5810810810811,738
1077,799.6887661141805,2139
1078,561.7724675324675,1824
1079,545.3976311336718,1155
1080,601.8902291917974,1568
1081,514.2764786795049,1329
1082,729.5451656831593,2098
1083,852.9702267140126,3572
1084,113.33506493506493,261
1085,216.3557894736842,807
1086,878.4323432343234,2925
1087,549.3579399141631,1094
1088,531.0,1193
1089,552.4840032813781,1161
1090,183.6611570247934,523
1091,504.06265060240963,5782
1092,684.6829527349973,1851
1093,250.72173913043477,564
1094,449.7588424437299,1048
1095,185.5,474
1096,542.1089743589744,1185
1097,525.3849918433931,1107
1098,519.6731707317073,1098
1099,306.42605633802816,1018
1100,65.74149659863946,231
1101,773.0697463768116,2146
