node,clustering_coefficient
9073,0.0854810572397222
37104,0.09444167911066866
21254,0.08544881367181019
29871,0.07132820341251254
6672,0.09508196721311475
23964,0.18393712473858193
13595,0.07788320919634051
18674,0.09740502669795599
2963,0.0649497616679812
10736,0.07302904564315353
28414,0.15686889818688982
8146,0.06297071129707113
10390,0.12773812453851835
38241,0.036520937488919616
33823,0.1536361379995036
17287,0.14049202603160982
37340,0.0711864406779661
22609,0.13496999454446262
3366,0.11234769958174214
322,0.1215289241040314
26131,0.03741608891823484
8939,0.0470253070889448
27346,0.12875055978504255
981,0.03504254366323332
25180,0.06986636551853943
21176,0.10220214568040654
18561,0.045604708562749195
13293,0.11467628631099297
5735,0.12384126254500881
491,0.1269418038488291
18043,0.058543936934848134
11170,0.14147596584928462
16655,0.0633113718763401
38799,0.12043264503441495
30796,0.0512094395280236
2074,0.09392857142857143
7998,0.049444444444444444
29779,0.06654388212684177
35185,0.078195067264574
7395,0.089039712358098
33724,0.12313658950430251
12582,0.143336161273381
20410,0.13056948351065997
37299,0.17944641474053238
24017,0.03367168073050426
35631,0.1082711670946965
35755,0.10193336075689016
20096,0.06071575483340189
19816,0.15276048152760482
12574,0.17696139476961395
36714,0.10364040048594529
13345,0.03506346613045117
9228,0.09626685832663932
37507,0.06624952437322962
10232,0.18496596626220776
1287,0.0587984297661717
40854,0.17771804062126642
20576,0.10594315245478036
34820,0.059905254091300604
1566,0.09276485788113695
23286,0.16735492284286024
7013,0.16644207780917192
1801,0.06494240382525537
17554,0.1853801939362029
6707,0.10178049428647355
23800,0.12839932677827975
35824,0.12826645407033396
31494,0.10377358490566038
28431,0.07140302244478226
37688,0.09352290679304898
3451,0.1347777025502144
20832,0.0612954186413902
14580,0.06438824333561176
21460,0.07040328092959672
23298,0.10121457489878542
5216,0.06850386455649614
4666,0.13254508649245492
21455,0.1978818283166109
40944,0.14771460423634336
39899,0.08166109253065774
11596,0.18538647342995168
27011,0.043478260869565216
3956,0.04286853337085503
21188,0.1262135922330097
27678,0.13540137343121003
10678,0.14132133554345253
38238,0.06521430262846317
41035,0.09875657580105213
38521,0.05968436154949785
25805,0.10451076982517145
17622,0.09837728194726167
40859,0.1008886313145948
10894,0.19894649563478514
35746,0.09813198068575331
16480,0.15186444017536083
8758,0.07965124870696025
32706,0.0764179104477612
18237,0.05338308457711443
17041,0.12666666666666668
41312,0.042388059701492536
38705,0.04969849246231156
14335,0.04708542713567839
27497,0.07233135373838892
19301,0.035784985533729254
4732,0.060250748692959745
20409,0.081372096600523
29166,0.1900733220530175
27666,0.16336890085983632
2185,0.0644877240236196
13843,0.05039883973894126
20341,0.14425567181187196
39034,0.1686551543694401
15484,0.22773417059131346
15706,0.08839545334390696
14702,0.08971715569653714
18869,0.08622786148559344
23592,0.12360560401797516
20583,0.1525559532076278
36486,0.15052614710752632
23666,0.16350622295817532
34785,0.09947107081174439
35695,0.025313039723661484
14284,0.14189335060449051
7383,0.14437607944732297
22422,0.14796029668411867
10458,0.10754799301919721
32601,0.1655213787085515
35779,0.09319371727748692
23980,0.12526866905483605
29743,0.1694130614494351
5980,0.10272802424910443
29283,0.14957288509231192
4914,0.029016986911723754
19145,0.07474241158451685
38864,0.050960735171261484
5813,0.12281886749971857
11178,0.0647866711696499
8863,0.09642012833502195
30248,0.13649667904987053
19368,0.1378996472863807
22610,0.14597792695414724
10004,0.059733758106724315
15999,0.10473318921378996
17721,0.1479121629309364
19996,0.07084123972169513
34139,0.06451612903225806
35593,0.05140589960324306
12273,0.05652348916106032
17948,0.06859870047725836
28245,0.10531822144725371
15498,0.04062772449869224
27117,0.08892763731473409
6468,0.06236559139784946
1765,0.12502937720329024
14653,0.10340775558166862
16313,0.22784958871915395
6773,0.10199764982373678
24389,0.06652411499168448
3511,0.07941316227132335
30943,0.14730339748158708
32048,0.23568543597053931
2581,0.08315514373960561
35770,0.06815588782801897
38122,0.17294181228607458
2497,0.1457395063952441
40975,0.18068119725578288
21440,0.08882277943051424
8355,0.09544047113107887
25067,0.06969825754356142
29931,0.10181531176006314
17976,0.0682013505217925
33085,0.0771025168815224
20681,0.16372007366482505
18415,0.1464088397790055
40190,0.1600248292985723
4719,0.06902545003103662
16584,0.15102420856610801
20958,0.15884543761638734
36328,0.11461929571276128
7349,0.043186240662858574
27755,0.14983365764860962
12561,0.11687904086372482
12023,0.09966355614803529
10534,0.06360693201294991
35065,0.05795721449882562
9006,0.12245286612073891
31111,0.17475603492552644
22368,0.1770672829994864
7579,0.28640215716486905
9918,0.10561119671289163
24625,0.11029789419619929
12992,0.10876623376623376
10607,0.1683116883116883
7582,0.07636363636363637
8108,0.07233766233766234
32977,0.19025974025974027
29162,0.1009090909090909
10982,0.17902597402597403
8294,0.1631527093596059
4788,0.10430213464696224
8544,0.16545155993431857
587,0.09497536945812808
8541,0.0674373795761079
18011,0.14470799282439706
32841,0.09713640289681749
1868,0.10165437512457644
36715,0.09557736254872967
32349,0.0619706949858852
18451,0.20143836537168974
35555,0.06990186853071649
37710,0.20560559214948246
34547,0.16374269005847952
35191,0.11179110567115463
5541,0.05657554739562083
13718,0.13416292669658642
13578,0.0694874441004472
4594,0.07416580667354661
23745,0.19518403852769178
11197,0.1565875472996216
3283,0.20784313725490197
39548,0.12760180995475112
29043,0.034389140271493215
36191,0.11876087713191785
9762,0.2084232509571876
10403,0.1439610163592064
20462,0.06794291681169509
36249,0.14644970414201183
30181,0.12954353338968724
28103,0.1625810087348549
37948,0.12242885319808397
30964,0.17526063679909834
14916,0.16438551468491588
8368,0.1318078129455375
27531,0.1050755631593955
16930,0.10856857713145138
33227,0.06280296549757627
16131,0.1731476805425294
33882,0.06096241252434889
26119,0.11673039463242191
360,0.13519948055695838
25659,0.07062982468797345
14918,0.142269677512445
33968,0.19152975538517708
8161,0.10361445783132531
12898,0.11661190215407083
14380,0.2227090178897408
4801,0.09090909090909091
1276,0.14676889375684557
23141,0.11988174427198818
12433,0.2017738359201774
26509,0.05705838876570584
31973,0.05580192165558019
15620,0.14235033259423505
27418,0.0975609756097561
2214,0.10421286031042129
23311,0.08027831812060451
11118,0.23073469998503665
35499,0.08506658686218764
38989,0.08880742181654945
16482,0.1506060152626066
28583,0.09475119291070211
12149,0.1708702567598273
24104,0.15011739756116035
30045,0.07013557524804968
30500,0.055063243202302506
30104,0.1279254714837537
4652,0.11900927842956828
9229,0.07499424890729238
14061,0.11969940955448202
35833,0.22252894716662833
8032,0.05735756460394142
20625,0.06893643125527184
21543,0.15279503105590062
38789,0.27437888198757765
11883,0.13035714285714287
29320,0.21358695652173912
35130,0.184472049689441
35657,0.09284591194968553
2271,0.0974056603773585
77,0.06422955974842767
39767,0.06022012578616352
22794,0.10487421383647799
40216,0.05589622641509434
13491,0.0645440251572327
6893,0.15385220125786164
15603,0.13279197516121327
40396,0.14576864899291458
23072,0.14560942600111457
36395,0.09234933524400923
37524,0.25292572247432527
3731,0.1929782660616193
27447,0.1280152854072128
21586,0.07046682254293316
11768,0.09320325727646538
38353,0.06538740627267596
22218,0.15222123679754898
35968,0.14641618963154077
20904,0.0739337257115214
28937,0.04393271272252164
21597,0.212640862322391
41203,0.059856279601502534
30733,0.19965703086722195
8177,0.11930426261636452
10280,0.1408623223909848
3620,0.10975012248897599
22559,0.16903478686918177
32157,0.2769067450596113
36909,0.02903225806451613
30719,0.13523573200992556
25389,0.17551695616211746
16533,0.18569065343258892
4809,0.0792390405293631
21489,0.1272125723738627
30487,0.07212572373862697
37997,0.1870967741935484
8617,0.2298282362798492
16582,0.09308755760368663
1859,0.08521156263091748
38529,0.22664432341851698
1984,0.1857561793045664
33474,0.10640971931294511
1394,0.2051948051948052
29558,0.06300795978215333
40089,0.14387573211102622
28222,0.15694762753586283
2113,0.2303709362532892
1126,0.06968848145318733
6343,0.0903149138443256
35082,0.1110262286732875
22940,0.06926406926406926
26744,0.09330925352597179
27828,0.12074303405572756
22354,0.0499656002751978
13089,0.22944616443068455
533,0.17973856209150327
945,0.184640522875817
40238,0.09184726522187822
26157,0.22875816993464052
26445,0.17905056759545923
9480,0.07860337117303061
13183,0.15353781805507144
19322,0.07258626699198327
14064,0.09210526315789473
36355,0.1090972464273266
7306,0.08861972812826768
22078,0.0721505751132799
7524,0.16138027187173232
5280,0.17112582781456953
6246,0.06260485651214127
37800,0.211037527593819
1662,0.11072847682119205
35815,0.09757174392935983
32780,0.12980132450331125
29394,0.06207505518763797
26649,0.1429580573951435
7191,0.07284116331096196
37996,0.08178970917225951
29199,0.14004474272930648
20215,0.10102908277404922
16610,0.13512304250559284
5256,0.17807606263982104
16400,0.14085011185682328
20605,0.06013422818791946
37813,0.0966805731906403
28618,0.22501360420823507
26043,0.04434971884636314
8423,0.10565935062579358
31593,0.20478868129874842
24027,0.11373118084527481
8722,0.1346816615272991
740,0.08833665880645747
24554,0.1683213826070969
32339,0.0821842250413679
1907,0.22632836918551205
10952,0.20656370656370657
2704,0.2206287920573635
15569,0.18201875344732488
2410,0.31393638536495677
3250,0.08163265306122448
33378,0.12459230267449445
33145,0.16326530612244897
32500,0.23296990028888268
22022,0.06737489516354488
22063,0.09933836548317958
15368,0.10977541701612152
14197,0.2831982107911658
26250,0.20370888081259902
39594,0.10543221539914974
33802,0.21606046291922532
20847,0.10486537553141237
8230,0.10760510155880963
1719,0.09825224374114312
25538,0.20207841284837033
24347,0.21379310344827587
39192,0.1305621162021729
19646,0.046953235710911666
27971,0.10666036844591403
22799,0.15402298850574714
21913,0.1146551724137931
40933,0.12040229885057471
3050,0.1295977011494253
15693,0.14798850574712644
30994,0.22662835249042146
4102,0.10191570881226053
8644,0.13295019157088123
10644,0.09887334887334888
7090,0.2802059052059052
27384,0.09333721833721834
32042,0.11926961926961926
2274,0.07507770007770008
33276,0.24155011655011654
16136,0.09527972027972027
11658,0.16443278943278944
29824,0.09935897435897435
31475,0.11829016054368167
27276,0.1965921402541121
27732,0.12449522308677238
13720,0.15926327193932827
11394,0.39456318329557766
9974,0.10164483403920023
40683,0.08765882005318625
3245,0.1458682162907515
38162,0.1391706884664631
759,0.08844676450310253
24593,0.1531315552891819
40700,0.09419638397762461
25099,0.1581260613325342
26293,0.08181000899011087
30773,0.1358505643791829
23387,0.1300569373688942
1290,0.073419238837279
18398,0.16292078713415242
3684,0.10820668693009118
32122,0.18865248226950354
22098,0.19645390070921986
8734,0.14508611955420467
16274,0.045288753799392095
12860,0.10151975683890578
10811,0.14052684903748733
26749,0.14863221884498481
35432,0.21469098277608917
11061,0.2694022289766971
34014,0.06403242147923
410,0.1435765673175745
22509,0.16680369989722507
758,0.11202466598150052
39130,0.11942446043165468
18552,0.0565262076053443
37820,0.10369989722507708
22728,0.2526207605344296
29152,0.1358684480986639
9766,0.1501541623843782
21420,0.2355601233299075
9636,0.16166495375128467
16861,0.10238765509331665
25365,0.1383588781148994
11357,0.11583776457095193
14023,0.11010322177040976
20743,0.1010322177040976
14627,0.16046293400062558
6964,0.08476696903346888
2350,0.2115524971327286
18976,0.1028047127515379
37339,0.0629757063914086
27433,0.07653008028359921
33428,0.18470326880355442
6378,0.18406854966677244
7807,0.16195916640220037
15503,0.14429281709510208
31902,0.1678832116788321
33997,0.05321062096688882
28177,0.2100920342748334
17061,0.20437956204379562
11315,0.0707711837511901
8145,0.10652702845657464
24973,0.2585422617158574
34740,0.12687848862172607
9669,0.12365822241305281
38585,0.05485186775440103
40332,0.09048948046371834
7045,0.16477028767711463
38706,0.19128381279519108
2058,0.13557320738514383
29450,0.08179476170030056
10981,0.24731644482610562
6136,0.16316015457277802
25701,0.030377844568484327
5814,0.2042483660130719
30344,0.22342047930283224
4727,0.12135076252723312
116,0.1056644880174292
18957,0.15403050108932462
14150,0.18834422657952068
29666,0.10130718954248366
37537,0.3029411764705882
36776,0.21840958605664487
23340,0.11895424836601307
15338,0.09368191721132897
34873,0.2494553376906318
26269,0.15201768933112217
26096,0.06810392482034273
22453,0.12084024322830293
37397,0.11387506909894969
14127,0.10304035378662245
7210,0.07307904919845218
5297,0.20718629076838033
18210,0.11829740187949143
31566,0.27451630735212823
13519,0.04853510226644555
30015,0.15116148580406238
38805,0.21254629110088655
20200,0.08730782179328919
4661,0.08528784648187633
35388,0.12153518123667377
11182,0.34968017057569295
20476,0.10672202895297947
38697,0.25294579732914374
22249,0.11825017088174983
32741,0.20403280929596718
28200,0.11506037821827296
28302,0.06015037593984962
38778,0.05809979494190021
27077,0.1277056277056277
25968,0.10606060606060606
31425,0.10571884256094782
28380,0.18990658464342675
8183,0.08441558441558442
3466,0.09068124857598542
6064,0.10953041869072404
35791,0.09588248901226
37431,0.12526023594725885
554,0.09333795975017349
21386,0.18112421929215822
32640,0.10594494563960213
30271,0.06685172334027296
7651,0.1739532731899144
8633,0.2131621559102475
17626,0.19459776864357017
19075,0.09489136817381093
28527,0.1633587786259542
25875,0.162889019377569
2317,0.20610687022900764
29517,0.28232530827950675
32337,0.053904873752201994
15853,0.28267762771579563
20355,0.23170874926600118
7008,0.2206694069289489
29817,0.18731650029359953
28880,0.11794871794871795
16916,0.10172927847346452
14505,0.17185450208706024
35865,0.08550983899821109
17086,0.06058437686344663
3907,0.09469290399522957
37609,0.11890280262373286
20993,0.0952892069171139
32778,0.1879546809779368
32356,0.1347644603458557
34974,0.09932170542635659
7743,0.14631782945736435
5289,0.2556928294573643
23828,0.11930717054263566
37190,0.10368217054263566
21464,0.22977228682170542
39673,0.2136627906976744
2835,0.16036821705426357
30492,0.1252422480620155
26599,0.24006782945736435
36819,0.14462209302325582
41086,0.21111918604651161
39633,0.2597194881889764
16263,0.22797736220472442
171,0.13545767716535434
254,0.1156496062992126
40872,0.21333661417322836
25507,0.07849409448818898
15420,0.1921751968503937
19757,0.09559547244094488
18960,0.23240649606299213
25739,0.10999015748031496
22164,0.12906003937007873
22951,0.22071850393700787
28440,0.19881889763779528
2762,0.14235720534933133
3046,0.2079740032495938
41450,0.08948881389826271
2296,0.08523934508186477
20128,0.14998125234345708
18567,0.19147606549181354
22007,0.11411073615798026
37987,0.09536307961504811
27354,0.17747781527309087
25236,0.0922384701912261
11060,0.10948631421072366
30394,0.09748781402324709
11970,0.166854143232096
9378,0.0823647044119485
1337,0.11885714285714286
31049,0.15085714285714286
40534,0.14692063492063492
41389,0.03580952380952381
24013,0.21612698412698414
37030,0.10057142857142858
1709,0.11911111111111111
33191,0.293968253968254
24451,0.10514285714285715
6381,0.19276190476190477
18209,0.16533333333333333
24998,0.096
2376,0.09993650793650793
12511,0.12736507936507938
12868,0.20787301587301588
17550,0.06567741935483871
40625,0.17780645161290323
40595,0.19535483870967743
20108,0.16012903225806452
39918,0.08838709677419355
689,0.07432258064516128
27786,0.19135483870967743
25666,0.27303225806451614
18136,0.13006451612903225
9402,0.21174193548387096
18570,0.20206451612903226
35502,0.2130868082874377
27298,0.1923682140047207
24567,0.23052714398111723
35345,0.06058221872541306
13175,0.17755048518227118
39581,0.07710464201416208
33178,0.15827432467873065
24626,0.27052189876737476
23570,0.34382376081825333
3265,0.24075531077891424
33756,0.10949383687385261
4170,0.21321793863099922
4737,0.22410175714660371
35701,0.2509662801546048
21393,0.09209649473543915
30281,0.07623617219778756
35621,0.12275089964014395
905,0.09969345595095296
6304,0.08636545381847262
6413,0.31347461015593764
20386,0.10289217646274823
27408,0.2540317206450753
11616,0.21338131414101028
25722,0.17819538851126215
4723,0.22577635612421698
21075,0.13194722111155538
21286,0.12816691505216096
21864,0.08318656008670912
18071,0.08670911800569028
18692,0.20403739330713996
7441,0.10459287359436391
10608,0.22273404687711693
801,0.10134128166915052
10057,0.14957322855981575
37735,0.3250237095244547
16144,0.2975206611570248
37417,0.0971413087657499
17575,0.08169624712098632
38773,0.1287088470396965
25438,0.1746556473829201
28966,0.12768595041322314
39666,0.07286501377410469
17104,0.09283746556473829
18713,0.09986225895316804
15542,0.40482093663911844
22384,0.10234159779614325
25219,0.12382920110192837
3676,0.17079889807162535
23369,0.11074380165289256
40062,0.23044077134986227
32611,0.14628099173553719
40647,0.20991735537190082
35753,0.1891184573002755
31655,0.25413223140495866
6187,0.08994490358126722
22265,0.29453781512605043
20312,0.07759103641456583
23728,0.13319327731092437
12885,0.05868347338935574
12675,0.10518207282913165
1508,0.12899159663865548
5390,0.16778711484593836
8888,0.2801120448179272
40241,0.060364145658263306
16119,0.10210084033613445
20981,0.2627450980392157
8802,0.10938375350140056
11818,0.1165266106442577
11582,0.15378151260504203
5776,0.1887955182072829
35066,0.3310924369747899
6746,0.09101267625694345
11952,0.03703176185728529
4335,0.11337416322461188
40372,0.08873379860418744
38879,0.0518444666001994
25787,0.09357641361629397
9798,0.07890613872667711
8646,0.28770830366044725
3793,0.12035322603617718
31314,0.1543939609742202
11141,0.2455490670844609
9391,0.3050847457627119
12959,0.22048141290414472
11890,0.12277453354223045
13376,0.2742285962624946
13494,0.1680428799072867
10731,0.2516297262059974
37855,0.09314790670722874
6930,0.08271765898884544
15194,0.18281906417499638
24627,0.16282775604809502
27609,0.09981167608286252
17730,0.26032159930465015
14879,0.26481240040562076
15246,0.15384615384615385
39458,0.08286252354048965
27287,0.08749818919310445
22932,0.07054903665073156
19154,0.09386973180076628
31963,0.21323312702623048
18684,0.1597406424992632
24506,0.09888004715590923
5749,0.12791040377247273
26902,0.22060123784261715
33952,0.2382847038019452
8164,0.125552608311229
23139,0.2777777777777778
22174,0.14058355437665782
19749,0.2027704096669614
29906,0.14913056292366636
12858,0.17595048629531387
15431,0.11259370314842579
31855,0.17166416791604197
15270,0.07856071964017991
27059,0.09775112443778111
5116,0.08725637181409296
16359,0.12368815592203898
15296,0.07031484257871065
22054,0.05382308845577211
35290,0.16296851574212892
29884,0.2952023988005997
18495,0.22158920539730134
19701,0.08845577211394302
18297,0.09580209895052474
38456,0.21154422788605698
36699,0.24347826086956523
27617,0.16445461479786422
18927,0.14492753623188406
1088,0.19755911517925248
5265,0.09687261632341723
1851,0.24805491990846681
2685,0.07170099160945843
35114,0.19664378337147215
9658,0.13592677345537757
1782,0.07292143401983218
7070,0.08451563691838292
37068,0.1391304347826087
9057,0.1475209763539283
29343,0.059038901601830666
25797,0.07948131197559115
7549,0.16488122962272939
14936,0.28675671479583914
32113,0.11799410029498525
12368,0.11737307871448532
5904,0.1248253376804844
27530,0.10992081974848626
18564,0.15991305697873
2484,0.15634218289085547
25898,0.14376649588573204
30529,0.2744915385809657
4699,0.11551001397298556
29650,0.15960254618848005
30368,0.12855146716348392
20769,0.09082440614811364
5070,0.10138177301661233
20281,0.2286911970190964
3523,0.07840397453811519
16051,0.1389064475347661
6221,0.1752528445006321
36923,0.16434892541087232
9215,0.20986093552465235
35281,0.10903919089759798
8344,0.29329962073324906
34116,0.29077117572692796
23737,0.16893173198482933
23077,0.1442793931731985
37633,0.09355246523388117
16688,0.12452591656131479
23092,0.09260429835651074
21535,0.15834386852085966
11816,0.16829962073324906
3445,0.12210424710424711
29696,0.11566924066924067
33440,0.19353281853281853
91,0.16023166023166024
36731,0.42374517374517373
32981,0.1204954954954955
1576,0.12403474903474904
8003,0.12950450450450451
24198,0.19626769626769627
38567,0.1336872586872587
26200,0.0768983268983269
3440,0.11132561132561132
3810,0.06965894465894466
10672,0.057593307593307594
3632,0.1969111969111969
8456,0.15476190476190477
11978,0.14086814086814087
31223,0.09352989352989353
19253,0.23963963963963963
14218,0.04455364455364455
10345,0.08583128583128583
7907,0.42997542997543
11501,0.07141687141687142
21198,0.16347256347256348
1347,0.08943488943488943
40927,0.35855855855855856
25753,0.22047502047502046
27394,0.22293202293202294
21115,0.09058149058149058
21403,0.13136773136773136
7551,0.31367731367731366
14915,0.3199017199017199
35124,0.3043407043407043
18859,0.10548730548730549
21907,0.10155610155610155
31501,0.06505421184320268
34194,0.17898248540450376
1867,0.15896580483736447
11602,0.1274395329441201
26189,0.15813177648040033
128,0.24420350291909926
4675,0.1451209341117598
35018,0.07022518765638032
258,0.12643869891576315
17927,0.08690575479566305
31788,0.0640533778148457
8089,0.11859883236030025
29135,0.09924937447873228
19620,0.2171809841534612
31581,0.08240200166805671
18093,0.15229357798165138
1214,0.09741451209341118
2137,0.12043369474562135
9799,0.09344206591913014
16470,0.17533129459734964
2232,0.09072375127421
1890,0.1636085626911315
21702,0.08970438328236494
22038,0.11807679238871899
14804,0.12657152565409446
15549,0.07237512742099898
16598,0.2509344206591913
14151,0.10414542983350322
1956,0.06812776078831125
9671,0.22884811416921508
24343,0.13013931362555214
3388,0.0835881753312946
19077,0.25095188646590516
30501,0.1471097265489789
40388,0.16043613707165108
7100,0.13153340256143994
32197,0.1457251644167532
30906,0.09415022499134648
25782,0.205607476635514
35291,0.14849428868120457
21996,0.2487019730010384
36327,0.14295604015230184
29614,0.1638975424022153
38129,0.11214953271028037
37250,0.1208030460366909
29627,0.1325718241606092
21865,0.11388023537556248
18348,0.09726548978885427
25088,0.09539763710104038
25547,0.11356021865632164
21706,0.2530417915711515
37766,0.0551930876388644
22869,0.058896138247222715
28999,0.17069299947099276
3779,0.10879915358843238
41290,0.23435020278610474
29271,0.265914300828778
21438,0.07282666196438017
32885,0.11426556162934227
12404,0.15059072473990479
23781,0.12008464115676247
24270,0.07688238405924881
30509,0.10509610298007406
28258,0.03897019925938988
40059,0.27067536589666724
41328,0.13189913595485805
29663,0.08446482101922059
3442,0.10422282120395328
25248,0.11356693620844564
11641,0.12291105121293801
39112,0.04690026954177898
26291,0.08697214734950584
3888,0.18149146451033243
3358,0.08661275831087152
7599,0.04294699011680144
11636,0.2132973944294699
20372,0.22767295597484277
10554,0.050314465408805034
26764,0.05983827493261455
17632,0.10835579514824797
12517,0.13602875112309074
30664,0.11015274034141959
17202,0.2812219227313567
14247,0.19550763701707097
13211,0.08571428571428572
5201,0.08205128205128205
11156,0.13021978021978023
38268,0.2076923076923077
36681,0.30238095238095236
17333,0.06428571428571428
15251,0.20567765567765567
12255,0.19688644688644688
748,0.06996336996336996
10291,0.24468864468864468
3829,0.2153846153846154
22224,0.08864468864468865
34408,0.11355311355311355
23762,0.12417582417582418
34533,0.4197802197802198
9794,0.08516483516483517
6440,0.2600732600732601
10750,0.36648351648351646
1180,0.1184981684981685
20794,0.20929798356982823
35668,0.1323749066467513
30916,0.09410007468259896
31428,0.24477221807318894
20970,0.13480209111277072
18611,0.23244958924570575
24712,0.1919342793129201
7051,0.07505601194921584
32187,0.1902539208364451
38570,0.09335324869305452
23844,0.24122479462285287
23008,0.1342419716206124
7740,0.06030619865571322
32680,0.22386109036594473
39222,0.1340552651232263
35392,0.0950336071695295
3267,0.13890963405526513
5488,0.09727408513816281
16621,0.07935026138909634
27222,0.07310108509423187
28176,0.1734247096897011
41289,0.08261945554920998
37539,0.09461260232248239
38741,0.27374833428517037
1488,0.11631448695983247
33125,0.14030078050637732
15765,0.08680753854940035
9361,0.06586712354844851
32589,0.33352370074243287
4609,0.17742242528079194
11477,0.12964020559680184
34682,0.10831905577765087
28125,0.3957738435179897
33480,0.08280982295830953
13169,0.10222729868646488
6911,0.12811726632400533
19266,0.15572054064344185
40463,0.10908052541404911
19206,0.09629198213939041
14609,0.1945253348864298
3759,0.13414870898854592
1106,0.09163269268103282
9454,0.1700640652300524
35913,0.19801980198019803
40563,0.18015919238982722
2550,0.037274315666860805
8241,0.19743739079790332
39113,0.1374490390215492
31014,0.056105610561056105
7903,0.2308289652494661
11564,0.46282275286352165
12826,0.19471947194719472
27465,0.36303630363036304
12735,0.11492913997282081
31350,0.35207920792079206
39469,0.21386138613861386
18409,0.07742574257425743
4388,0.15762376237623762
20613,0.160990099009901
17398,0.17306930693069306
28820,0.24495049504950495
20255,0.1617821782178218
40974,0.14732673267326732
31209,0.11643564356435644
7279,0.17287128712871286
26349,0.07544554455445544
20098,0.1304950495049505
29051,0.07148514851485148
17893,0.17267326732673266
35323,0.11801980198019801
36852,0.22871287128712872
31899,0.06950495049504951
8114,0.031683168316831684
32357,0.21555555555555556
18380,0.1686868686868687
15783,0.10626262626262627
13942,0.25414141414141417
20521,0.050505050505050504
13275,0.1785858585858586
5367,0.07838383838383839
27608,0.1511111111111111
9597,0.13434343434343435
24667,0.13070707070707072
17303,0.12343434343434344
2630,0.16121212121212122
1052,0.2927272727272727
35040,0.14262626262626263
38865,0.21151515151515152
22464,0.10303030303030303
33919,0.138989898989899
6794,0.160585446299732
22255,0.18511647083075655
31985,0.09070294784580499
19579,0.1544011544011544
2177,0.25087610801896515
3623,0.11853226138940424
3939,0.11214182642754071
16473,0.15316429602143888
21100,0.2974644403215832
36978,0.08513708513708514
4029,0.24386724386724387
23972,0.12595341166769738
34691,0.259121830550402
7604,0.06679035250463822
19616,0.2141826427540713
8494,0.11832611832611832
37278,0.21727478870336014
19765,0.1292517006802721
6991,0.16053019145802652
11765,0.09088996423311593
39476,0.19019566589522408
1670,0.14958973280033663
34011,0.10898379970544919
28987,0.08100147275405008
12137,0.11066694719124763
5321,0.15463917525773196
32180,0.1439091100357669
37687,0.08247422680412371
18913,0.1487481590574374
13375,0.3118030717441616
17713,0.17378497790868924
32226,0.09572901325478646
33912,0.43656637912897117
28738,0.08478855459709657
28076,0.11634756995581738
12551,0.09088996423311593
10926,0.11866189774879024
31717,0.17074742268041238
10139,0.20532646048109965
23113,0.18363402061855671
33792,0.07710481099656358
25901,0.16795532646048109
15262,0.11576460481099657
18980,0.09020618556701031
4545,0.11512027491408934
37236,0.13896048109965636
9119,0.061855670103092786
2572,0.15764604810996563
28061,0.28865979381443296
28901,0.2025343642611684
13283,0.15055841924398625
25045,0.1559278350515464
608,0.13165807560137457
10511,0.08483676975945018
2633,0.13122852233676977
16104,0.18384879725085912
25371,0.25214776632302405
11430,0.09539473684210527
