node,avg_common,max_common
6141,8.216216216216216,17
6997,16.267379679144383,79
9244,10.976,35
9865,3.2142857142857144,9
10270,26.063492063492063,87
10386,11.036363636363637,49
11447,34.87692307692308,86
11803,8.25,36
12023,17.640449438202246,72
13315,3.2903225806451615,22
13442,14.08,59
14657,7.761467889908257,29
15047,1.625,3
15964,12.647482014388489,51
16346,5.154929577464789,26
18723,1.0,3
18906,25.057142857142857,88
20077,27.417624521072796,108
21455,40.96153846153846,99
22711,13.755102040816327,39
23373,22.023809523809526,72
24288,4.7894736842105265,12
25465,6.5423728813559325,15
26594,29.572192513368982,84
27666,32.02030456852792,116
28187,7.942857142857143,24
28621,8.683544303797468,20
28653,26.185567010309278,99
28937,6.853503184713376,38
29013,12.147368421052631,51
31111,30.757062146892654,99
31501,7.090909090909091,50
34083,20.146341463414632,79
34199,35.575,97
34339,18.517241379310345,43
34794,23.377777777777776,87
35046,15.227586206896552,52
37172,13.746835443037975,42
39679,9.96694214876033,45
40443,5.707692307692308,20
40946,30.09375,80
135,7.747368421052632,25
4,8.821428571428571,22
750,9.475,28
921,11.578947368421053,35
922,12.155688622754491,52
1120,13.982300884955752,50
1385,5.555555555555555,30
1674,19.649484536082475,78
3166,13.102564102564102,35
4023,8.566037735849056,24
5201,8.533333333333333,30
6168,6.035087719298246,20
6355,15.275,40
6450,19.624161073825505,77
7429,16.742424242424242,62
7597,11.102564102564102,43
7618,4.7384615384615385,16
7748,13.9375,45
9363,35.22171945701358,114
10844,8.382978723404255,20
11028,5.878787878787879,27
11336,10.641509433962264,25
11405,8.367816091954023,30
11508,5.8076923076923075,15
11569,8.795918367346939,43
12589,8.902439024390244,25
13190,8.372093023255815,35
14307,10.145454545454545,28
14383,16.314720812182742,53
15781,10.432432432432432,27
18205,11.323076923076924,32
18250,10.433333333333334,43
18672,7.72972972972973,20
18758,17.4,58
19791,7.3584905660377355,19
23048,7.663551401869159,50
24221,7.2727272727272725,33
25215,7.857142857142857,18
25475,6.904761904761905,26
26211,17.565217391304348,40
27352,5.421052631578948,16
28481,29.620111731843576,127
29032,18.187755102040818,154
30967,16.366013071895424,77
32385,15.766666666666667,46
32797,9.775,35
34325,17.889908256880734,58
34373,17.806896551724137,53
37225,13.551724137931034,36
37420,8.26086956521739,26
37515,13.418181818181818,45
39059,9.714285714285714,40
39744,4.764705882352941,13
39746,7.28695652173913,50
40818,13.96875,60
40965,8.028571428571428,26
41432,9.584158415841584,32
2483,4.884615384615385,15
5,3.8181818181818183,12
5240,20.391752577319586,42
8179,6.151515151515151,22
8410,5.454545454545454,17
9335,8.363636363636363,31
10595,4.588235294117647,21
13712,6.27906976744186,18
16702,10.117647058823529,26
18542,5.538461538461538,23
22184,15.238095238095237,95
24583,17.88372093023256,55
25108,16.666666666666668,33
25447,5.254901960784314,14
26916,20.672,57
31350,35.20792079207921,74
33082,12.108108108108109,44
36296,15.020979020979022,45
39491,11.971830985915492,30
1171,23.97029702970297,101
6,7.724137931034483,16
1905,22.0,100
4580,7.473684210526316,27
6746,10.739495798319327,49
8652,9.540983606557377,22
9048,6.676056338028169,25
10861,4.266666666666667,20
10867,13.781512605042018,34
12065,15.855072463768115,37
12221,11.142857142857142,49
12909,14.641304347826088,46
13595,18.847736625514404,70
15090,4.95,18
18422,14.903225806451612,33
18848,10.746031746031745,51
19931,7.212121212121212,31
24214,14.206349206349206,53
25364,6.6,31
25809,12.827676240208877,667
26524,9.917355371900827,37
26565,8.08695652173913,20
28006,8.28888888888889,27
28671,27.944827586206898,132
30299,6.0,33
31598,22.050420168067227,84
31984,7.80327868852459,26
34364,5.458333333333333,25
38672,5.683168316831683,36
40054,2.168421052631579,16
634,8.868421052631579,47
7,4.642857142857143,11
2191,6.615384615384615,23
4531,10.82882882882883,62
7675,11.142857142857142,49
15205,8.0,22
16757,12.125786163522013,51
19851,5.833333333333333,14
20890,6.260869565217392,19
22663,12.787878787878787,42
24322,6.512820512820513,20
24788,8.387096774193548,27
26390,12.146341463414634,62
27871,10.835443037974683,22
30345,29.571428571428573,74
30760,5.454545454545454,18
30940,34.796875,358
31081,3.089005235602094,28
32439,9.43661971830986,26
33052,11.154471544715447,45
34578,12.227272727272727,26
34852,10.0,22
35497,6.869565217391305,20
36477,30.1010101010101,108
37139,4.315789473684211,14
37156,6.388888888888889,18
38073,9.454545454545455,31
39656,5.466666666666667,12
40529,16.6,44
126,40.908366533864545,140
8,16.097560975609756,67
457,16.470588235294116,36
648,17.372881355932204,65
1047,13.10691823899371,60
1337,14.857142857142858,47
2599,11.36231884057971,36
3953,14.803921568627452,69
3968,31.26086956521739,72
4880,4.8076923076923075,24
5187,13.3,47
6130,7.785714285714286,20
6434,6.96969696969697,17
6463,7.364705882352941,27
6655,30.321070234113712,99
6967,17.0625,59
7700,5.6,11
8252,7.114754098360656,22
8450,26.333333333333332,78
8641,11.681818181818182,32
9737,10.35897435897436,20
9887,19.26829268292683,51
10649,10.0,27
10843,15.604938271604938,80
11349,20.362068965517242,99
11427,10.804878048780488,39
12345,23.27536231884058,76
12563,30.884462151394423,95
12633,16.424242424242426,35
12993,18.06741573033708,49
13017,8.0,17
13100,17.036269430051814,74
14744,1.1764705882352942,4
14969,10.4,29
15094,30.949367088607595,86
15121,10.954545454545455,24
15292,1.6666666666666667,7
15467,30.535947712418302,82
15603,20.9811320754717,74
15776,24.82488479262673,111
15811,12.149253731343284,31
16079,19.956989247311828,41
16113,33.442622950819676,81
16282,16.09278350515464,60
16297,22.243478260869566,53
16323,22.67816091954023,74
16383,34.52223273415326,539
16575,20.42105263157895,78
18160,15.46031746031746,36
18543,3.25,10
19227,23.340727048675294,404
19584,13.338582677165354,50
19844,21.47457627118644,65
20343,14.186666666666667,44
20791,17.371900826446282,57
20794,21.557692307692307,55
21003,12.862068965517242,30
21130,15.235955056179776,42
21475,19.466666666666665,51
21771,1.8181818181818181,4
21836,11.479452054794521,28
21953,9.986394557823129,33
22265,35.05,87
22513,16.625,42
22609,31.582978723404256,107
22997,14.645833333333334,50
23230,12.0,31
23312,40.68259385665529,168
23906,22.171875,58
23991,2.774193548387097,9
24409,22.106870229007633,51
24593,21.591549295774648,53
24661,0.6666666666666666,1
24992,18.87719298245614,44
25637,6.923076923076923,16
26029,34.229007633587784,90
26341,21.59016393442623,57
26358,22.694835680751172,85
26669,6.4,16
26752,21.624242424242425,99
26818,6.406779661016949,25
27147,38.19047619047619,135
27409,19.166666666666668,63
27678,27.75728155339806,91
28274,18.373626373626372,55
28443,12.945454545454545,44
28644,28.514851485148515,64
28807,15.32258064516129,31
29453,12.25531914893617,28
29902,23.76,65
31095,8.206896551724139,18
31622,1.619047619047619,4
32366,7.085714285714285,14
33980,6.571428571428571,15
34062,13.046511627906977,42
34411,21.46153846153846,69
34833,5.107142857142857,15
34884,22.573333333333334,73
35175,12.36697247706422,66
35502,26.20967741935484,84
35701,30.617886178861788,79
36792,5.0588235294117645,8
37014,14.022988505747126,33
37151,11.742857142857142,36
37412,33.311258278145694,91
37648,22.49673202614379,72
37828,19.01851851851852,71
37837,30.91764705882353,156
38527,11.76923076923077,37
39075,23.89156626506024,60
39207,16.125,29
39353,27.522285714285715,378
39633,32.984375,79
39693,6.7105263157894735,19
39803,13.65137614678899,35
39882,7.172413793103448,16
40318,2.985074626865672,11
40472,15.265822784810126,39
40590,17.57037037037037,144
40766,31.641434262948206,100
40934,24.485714285714284,77
1800,4.818181818181818,17
9,5.40625,14
1985,5.833333333333333,14
2050,5.121951219512195,14
2578,19.58490566037736,65
2838,21.397590361445783,73
4912,17.597122302158272,75
5928,19.77358490566038,75
6043,16.58874458874459,442
6361,8.419753086419753,29
6632,17.387096774193548,52
7724,7.888888888888889,29
7921,12.553459119496855,41
7940,15.572519083969466,42
9115,5.757575757575758,17
9438,9.066666666666666,36
9626,10.105263157894736,25
11166,10.54054054054054,43
11742,2.0,3
12911,18.735632183908045,59
13376,32.08474576271186,81
15314,12.876712328767123,35
15544,15.058823529411764,51
16519,4.2772277227722775,14
16861,14.129496402877697,39
17281,5.705882352941177,21
17425,14.954545454545455,39
18417,0.0,0
18590,0.0,0
18961,3.3,8
19113,2.9696969696969697,12
20075,5.0,20
20225,10.181818181818182,27
20632,11.56043956043956,33
21392,15.93288590604027,51
21513,6.833333333333333,18
22939,7.266666666666667,32
23314,5.3023255813953485,21
23593,23.432835820895523,70
23696,9.716666666666667,35
24325,16.52,38
24472,10.29126213592233,41
24881,6.454545454545454,16
24889,11.396825396825397,43
27200,13.820224719101123,38
31183,24.30622009569378,92
31921,3.7333333333333334,8
32359,2.782608695652174,6
32821,8.733333333333333,16
32872,6.4,36
33796,11.931034482758621,28
35657,14.7625,51
36207,22.49673202614379,70
36715,16.439306358381504,73
36728,12.338235294117647,35
37496,3.3333333333333335,12
38173,17.96825396825397,83
39035,19.5,58
39548,21.564705882352943,60
39572,32.336,88
40108,14.017094017094017,53
40288,8.095238095238095,43
41269,8.727272727272727,27
422,25.711627906976744,194
10,27.91235059760956,199
486,25.90092879256966,86
569,5.027027027027027,12
723,15.563636363636364,46
794,31.107692307692307,51
962,6.666666666666667,20
1049,16.893506493506493,109
1320,32.28295819935691,160
1342,4.103448275862069,11
1387,14.128205128205128,57
1647,10.146788990825687,43
1689,4.943820224719101,22
1819,21.0,37
1958,15.260504201680673,42
2110,21.14835164835165,162
2657,11.068493150684931,36
3459,11.279069767441861,32
3502,26.816666666666666,61
3517,25.483333333333334,62
3822,30.666666666666668,118
4015,39.38666666666666,94
4163,4.982456140350878,16
4253,9.140495867768594,30
4606,15.721739130434782,39
4623,13.571428571428571,60
4656,21.822580645161292,63
4757,5.5625,13
4950,48.27142857142857,111
4963,7.4404145077720205,36
5013,41.02483069977426,170
5603,8.807017543859649,28
5801,17.124087591240876,74
5814,27.573529411764707,81
6054,10.892307692307693,24
6156,9.545454545454545,40
6351,22.3015873015873,75
6354,12.368,56
6410,25.9748427672956,65
6479,19.478991596638654,102
6540,29.771929824561404,126
6600,13.142857142857142,70
6796,19.08675799086758,92
7647,15.908396946564885,49
7990,25.215434083601288,97
8069,4.95,16
8195,10.476190476190476,26
8290,31.295238095238094,107
8294,28.388571428571428,99
8404,13.2,54
8459,29.15481171548117,80
8617,35.39354838709677,116
8986,12.5,37
9228,20.889908256880734,90
9353,3.8461538461538463,9
9477,12.50632911392405,39
9558,12.365591397849462,65
9595,11.82857142857143,25
9720,7.017543859649122,33
9785,8.673684210526316,26
9799,10.091743119266056,44
10430,36.312849162011176,151
11069,28.87816091954023,165
11430,9.0625,42
11696,11.108108108108109,32
11701,12.890243902439025,48
11711,31.3875,121
12012,9.129411764705882,43
12115,17.65493757094211,411
12426,19.105098855359,411
12515,9.8,24
12649,8.045977011494253,32
12651,26.036363636363635,140
12798,10.186046511627907,29
13032,7.181818181818182,40
13124,5.928571428571429,14
13178,8.380952380952381,26
13285,20.44295302013423,54
13329,16.496815286624205,64
13697,35.363247863247864,232
13748,12.50761421319797,75
14081,30.03125,111
14485,14.916666666666666,53
14563,29.01818181818182,79
14838,10.224489795918368,48
14865,21.512820512820515,53
15378,36.49704142011834,93
15689,15.68421052631579,51
15699,9.04,23
15852,4.333333333333333,14
15928,34.03755868544601,137
16654,18.55072463768116,76
16730,14.071794871794872,76
16747,12.842105263157896,30
16775,41.40196078431372,121
16791,12.413793103448276,31
17048,19.74660633484163,62
17511,25.529411764705884,41
17626,25.297709923664122,73
17790,13.772727272727273,32
17791,14.530303030303031,41
18032,4.857142857142857,15
18037,20.85207100591716,165
18321,36.28181818181818,125
18423,9.867469879518072,29
18462,23.015290519877677,136
18479,41.65467625899281,170
18619,24.74264705882353,93
18668,3.4444444444444446,8
18770,13.625,38
19395,35.66015037593985,348
19429,16.384180790960453,56
19447,10.21875,31
20226,24.764044943820224,59
20227,40.706896551724135,137
20582,30.183908045977013,67
20602,23.75824175824176,69
20623,28.653061224489797,59
20716,5.822222222222222,17
20894,29.366666666666667,101
20951,7.333333333333333,28
20964,21.661971830985916,48
21044,15.7875,45
21086,29.77319587628866,130
21097,34.888888888888886,103
21476,4.868421052631579,20
21505,38.38202247191011,149
21525,5.967741935483871,23
21588,24.216216216216218,145
21620,28.015873015873016,74
21831,35.73211009174312,168
21918,13.016949152542374,45
22072,15.220779220779221,37
22335,19.52340425531915,105
22391,14.027027027027026,53
22478,11.55688622754491,56
22650,37.968992248062015,116
22854,12.03076923076923,33
22941,23.618181818181817,54
23282,37.8102766798419,127
23298,21.05263157894737,86
23320,11.081632653061224,40
23360,6.738095238095238,23
23629,17.606299212598426,72
23644,24.883280757097793,96
23883,28.593984962406015,99
23946,3.5522388059701493,9
24011,16.22222222222222,36
24065,13.258823529411766,49
24357,7.28125,43
24618,21.846153846153847,49
25088,10.11214953271028,30
25098,11.26984126984127,29
25533,7.036496350364963,28
25949,19.8125,73
25975,9.447619047619048,44
26370,38.036144578313255,98
26647,31.128205128205128,154
26988,17.35014836795252,331
27239,13.41025641025641,49
27361,13.571428571428571,43
27497,14.321608040201005,78
27618,15.34959349593496,43
27890,22.0,51
28082,11.906542056074766,39
28291,15.9375,91
28521,15.948717948717949,73
28887,10.555555555555555,37
28972,17.246575342465754,61
29030,20.080717488789237,87
29088,7.368421052631579,38
29133,8.625,13
29226,7.857142857142857,29
29241,33.53953488372093,266
29314,25.1123595505618,77
29589,20.330645161290324,225
29844,28.346938775510203,71
29901,14.440860215053764,60
29949,15.464788732394366,34
30015,20.104477611940297,64
30624,32.36363636363637,162
31145,31.029411764705884,110
31168,8.601941747572816,23
31210,27.766423357664234,71
31255,22.583941605839417,81
31273,8.0,18
31312,9.805555555555555,27
31514,16.689655172413794,41
31711,11.03875968992248,44
31724,6.712328767123288,21
31846,36.55294117647059,99
32037,5.3,11
32506,7.6,29
32618,10.653846153846153,26
33428,25.304347826086957,82
33472,40.97478991596638,142
33714,24.42105263157895,66
33860,6.676923076923077,20
33968,31.602409638554217,114
34190,4.825396825396825,14
34242,27.956656346749227,109
34263,17.9672131147541,38
34304,32.417582417582416,88
34468,36.762645914396884,241
34638,11.797101449275363,58
34846,9.159420289855072,38
35058,48.074074074074076,233
35148,11.252747252747254,35
35246,31.19298245614035,71
35317,43.06211180124224,175
35542,6.5,13
36249,24.60355029585799,88
36307,18.653198653198654,94
36684,4.705882352941177,8
36784,23.9874213836478,97
36974,34.46153846153846,66
37071,38.06949806949807,148
37277,6.352941176470588,15
37389,20.06611570247934,62
37611,17.488636363636363,63
37688,19.639810426540283,70
37811,4.586206896551724,18
37813,14.308724832214764,88
37983,4.258064516129032,15
38393,9.879518072289157,42
38427,32.54945054945055,131
38533,10.916666666666666,28
38619,9.782608695652174,33
39105,34.66079295154185,103
39412,22.3265306122449,63
39594,15.287671232876713,52
39758,20.31654676258993,62
39854,9.79746835443038,30
39956,15.875,46
40204,15.54320987654321,67
40373,29.963917525773194,139
40390,10.0,23
40423,16.591836734693878,50
40629,6.465116279069767,20
40724,7.741935483870968,16
40948,20.17543859649123,59
40975,32.7032967032967,91
41106,9.720930232558139,24
41402,30.5,75
41486,11.458064516129033,34
41518,24.978922716627636,184
847,4.360655737704918,18
11,8.44,19
852,11.62962962962963,34
862,7.5675675675675675,39
887,8.333333333333334,21
1454,12.654545454545454,29
1947,4.857142857142857,6
2116,7.511111111111111,30
2438,5.877551020408164,16
2817,5.026315789473684,18
3354,8.228571428571428,60
3409,9.804347826086957,54
3758,9.8125,26
5514,9.244444444444444,30
7143,8.214285714285714,22
9293,9.473684210526315,32
9468,6.852941176470588,34
10564,30.88299319727891,1461
11361,12.54054054054054,21
11876,25.445255474452555,80
12819,11.60377358490566,45
14628,8.642857142857142,15
14721,15.034883720930232,46
15442,8.601941747572816,45
15546,10.23728813559322,34
16114,7.4375,22
16964,9.473684210526315,27
17550,8.144,54
18566,21.683060109289617,99
19899,4.230769230769231,16
21442,31.52857142857143,73
21681,2.8860759493670884,15
24222,16.27906976744186,31
26482,13.666666666666666,35
28559,10.244444444444444,46
30718,6.359550561797753,18
32237,4.758620689655173,14
34383,18.02,46
34667,10.16470588235294,39
35850,8.541666666666666,32
35890,7.290780141843972,38
35918,8.127906976744185,48
36074,7.333333333333333,21
36384,26.91891891891892,152
36823,23.32752992383025,506
37644,5.125,27
38377,7.206896551724138,17
38418,8.848484848484848,27
38620,9.271317829457365,54
40160,15.1,33
40497,10.202898550724637,35
164,18.642201834862384,58
12,15.711711711711711,41
409,14.301369863013699,35
814,26.026086956521738,129
1146,8.867924528301886,34
2033,10.814814814814815,43
2060,22.523809523809526,66
2089,12.826666666666666,40
2551,11.349397590361447,28
2804,15.9,45
2965,9.083333333333334,37
3040,14.605263157894736,32
3170,10.96,34
3506,15.971830985915492,43
3515,14.734177215189874,34
3558,24.2406015037594,129
4222,26.5662100456621,105
4576,9.4,19
5072,17.677852348993287,52
6300,4.631578947368421,12
6421,11.582417582417582,35
6533,7.7,23
6990,12.620689655172415,33
9123,19.152,48
9180,8.11111111111111,19
10578,19.044025157232703,52
10644,14.13888888888889,34
10758,8.157894736842104,18
11005,17.14503816793893,42
11391,16.85375494071146,55
11439,14.74698795180723,41
11492,10.415094339622641,24
11765,8.816326530612244,26
13053,9.195876288659793,39
13171,15.479674796747968,52
13631,8.256410256410257,46
13716,12.732394366197184,49
13758,15.303370786516854,41
15014,4.714285714285714,19
15127,13.21951219512195,39
15133,16.45528455284553,47
15218,14.512195121951219,44
15830,8.944444444444445,21
15903,8.623376623376624,25
16126,16.819444444444443,92
17814,15.946428571428571,52
18496,7.3,18
18646,11.975,35
18691,13.579545454545455,52
18755,14.71111111111111,48
19070,10.636363636363637,29
19191,7.88,19
19534,13.083333333333334,47
19555,14.774193548387096,45
20268,25.85185185185185,126
20963,12.198019801980198,39
21372,7.910112359550562,33
21409,12.192090395480227,52
21578,16.9438202247191,45
21846,14.55,48
22249,15.609022556390977,53
22325,9.8,32
23234,6.378378378378378,15
23270,12.0,23
23866,13.555555555555555,36
24504,13.468354430379748,48
24794,4.190476190476191,9
24886,12.217821782178218,41
25522,16.15028901734104,51
25874,8.093023255813954,19
25973,18.084745762711865,50
26608,12.130434782608695,26
27166,6.967741935483871,15
27617,18.747826086956522,50
28667,9.018181818181818,38
28766,22.91588785046729,76
29404,10.972972972972974,27
29974,13.17766497461929,51
30080,12.4,28
30361,6.608695652173913,17
30855,9.804878048780488,28
31029,20.289017341040463,59
31050,6.7,15
31280,8.176470588235293,17
31424,9.028571428571428,25
31475,16.797202797202797,92
31506,10.947368421052632,26
31682,8.846153846153847,24
31708,7.591836734693878,32
31717,16.391752577319586,47
32474,16.493506493506494,40
33079,11.484848484848484,30
33194,11.0,31
33393,10.861538461538462,23
34368,12.869565217391305,41
34472,18.768115942028984,60
34500,14.134328358208956,49
34777,9.029411764705882,27
35025,16.198019801980198,64
36689,18.87547169811321,73
37197,26.295783511642544,852
37683,13.24,41
38489,14.715789473684211,43
38648,5.130434782608695,13
39175,11.25,35
40157,10.258064516129032,24
40192,7.368421052631579,16
48,16.285714285714285,53
13,24.50943396226415,68
179,5.76,18
833,32.22680412371134,122
1353,16.878048780487806,28
2429,13.612244897959183,40
2481,23.024,56
2545,13.028571428571428,37
4569,12.943396226415095,30
5280,25.66887417218543,70
5755,12.681818181818182,30
5797,20.90173410404624,65
6149,19.318918918918918,86
6405,14.066666666666666,53
6452,19.96946564885496,58
6502,22.396946564885496,102
7075,16.01219512195122,71
7398,13.087719298245615,34
7572,23.26086956521739,101
7692,1.6666666666666667,3
7736,22.542056074766354,64
8454,19.163398692810457,59
8604,5.354166666666667,23
8673,19.13450292397661,55
9052,19.121951219512194,32
9936,24.309278350515463,62
10340,18.443181818181817,59
10576,30.205357142857142,101
10614,15.714285714285714,39
10994,20.31111111111111,41
11645,15.5929203539823,49
11978,15.495495495495495,59
11999,23.54954954954955,52
12859,17.782608695652176,74
12900,22.205607476635514,136
14103,26.419047619047618,68
14140,14.19047619047619,68
14345,5.466666666666667,13
15143,21.03174603174603,65
15688,7.596153846153846,23
15706,17.148717948717948,74
16043,12.243243243243244,24
16230,23.40650406504065,109
17136,3.111111111111111,6
17243,10.014492753623188,50
17416,28.392156862745097,71
17500,23.29268292682927,50
17662,26.074074074074073,41
17701,23.112676056338028,61
17823,22.181818181818183,47
18055,13.180141843971631,118
18757,33.424083769633505,101
18788,12.1,16
18988,22.92929292929293,53
19339,21.9,76
19436,24.707482993197278,64
19748,19.985401459854014,62
19783,13.542857142857143,28
20576,22.77777777777778,102
21006,18.736842105263158,101
21397,10.976958525345623,56
21600,18.857142857142858,32
22340,25.958333333333332,58
22542,21.912087912087912,91
22679,3.04,7
22799,22.179310344827588,62
23110,2.3846153846153846,6
23233,14.104575163398692,59
23983,2.689655172413793,11
23994,26.68421052631579,50
24297,21.640449438202246,67
24828,13.903614457831326,38
25015,17.14457831325301,67
25849,17.63888888888889,59
26232,12.36,27
27028,9.43157894736842,33
27115,7.823529411764706,31
27160,20.26086956521739,86
27260,12.483221476510067,53
27611,18.76923076923077,22
28330,7.684210526315789,12
28616,21.14074074074074,67
30945,22.516746411483254,77
31049,18.857142857142858,54
31570,21.36263736263736,41
31691,20.220183486238533,64
31865,0.5714285714285714,1
32070,23.867374005305038,250
32086,21.68345323741007,72
32471,21.853598014888338,230
33828,13.041666666666666,24
34031,26.135593220338983,78
34210,18.301075268817204,68
34491,14.541935483870967,63
34642,14.468468468468469,40
34725,18.495049504950494,49
35174,18.895238095238096,46
35350,19.193548387096776,77
36783,27.484536082474225,65
37808,17.553846153846155,42
38584,32.86206896551724,50
38640,24.597299444003177,1461
38939,23.981308411214954,65
39469,21.386138613861387,65
40938,10.285714285714286,28
41230,9.694444444444445,29
551,35.61119293078056,335
14,10.350877192982455,28
1376,10.976,30
1833,11.294117647058824,21
3338,13.743589743589743,45
3382,12.631578947368421,43
3890,4.7894736842105265,10
4095,15.138461538461538,41
4218,9.4,24
4924,9.98360655737705,72
5419,10.793103448275861,28
5758,11.147169811320754,95
7549,18.63157894736842,48
8597,1.0,2
9109,4.25,14
9807,14.152173913043478,46
11007,6.0285714285714285,18
11324,24.820711974110033,799
12719,12.382978723404255,30
13767,0.6666666666666666,1
14364,9.294117647058824,13
14828,17.114285714285714,46
15360,16.558659217877096,69
15371,18.541353383458645,58
16940,13.294117647058824,83
19368,25.78723404255319,98
20196,15.682539682539682,46
20848,6.3428571428571425,21
21751,8.782608695652174,24
21885,9.522388059701493,28
22119,45.19047619047619,96
25398,22.133333333333333,47
27082,9.81132075471698,49
27717,1.2380952380952381,4
28396,15.446808510638299,95
28498,14.0,45
28880,15.215384615384615,67
29045,10.875,26
29749,10.829268292682928,35
30334,24.598360655737704,82
31263,21.625,89
31745,11.117647058823529,20
33317,20.03125,56
34319,9.09433962264151,23
35266,9.18421052631579,20
36041,11.238095238095237,42
36313,8.06060606060606,17
36396,5.966666666666667,23
38378,11.063829787234043,47
38826,16.325581395348838,76
39247,10.45945945945946,29
39501,22.819148936170212,65
39763,6.344827586206897,18
40555,12.461538461538462,19
40777,8.40625,22
40937,10.217391304347826,22
3556,12.320987654320987,37
15,9.485714285714286,24
4690,18.4811320754717,92
4970,13.443037974683545,57
9376,13.428571428571429,39
11156,13.542857142857143,57
12377,27.18095238095238,60
12920,7.571428571428571,11
14302,8.755555555555556,28
14306,7.111111111111111,13
15192,10.727272727272727,43
15342,22.646464646464647,58
16056,23.130434782608695,83
16733,11.493975903614459,35
18204,11.743589743589743,33
19891,13.04,30
20383,16.661538461538463,60
23132,15.408637873754152,69
23893,9.394495412844037,37
24527,11.285714285714286,30
25736,21.5125,100
26028,23.93103448275862,60
26378,6.551724137931035,15
26466,10.411764705882353,25
28609,19.425,70
32551,8.333333333333334,15
34177,10.725806451612904,39
34248,13.388235294117647,41
35461,10.787878787878787,27
38484,9.640449438202246,34
21,35.895121951219515,372
16,16.016528925619834,140
23,33.13385826771653,105
282,13.706666666666667,38
330,9.487437185929648,39
711,18.442307692307693,54
749,30.284848484848485,129
1179,8.020408163265307,32
1352,10.869565217391305,25
1381,41.30268199233716,130
1489,11.130434782608695,34
1645,26.698795180722893,246
1991,30.880733944954127,92
2219,11.460674157303371,31
2425,25.285714285714285,65
2683,44.63247863247863,303
2740,13.830388692579506,117
3037,33.18796992481203,319
3445,13.553571428571429,69
3608,4.92,13
4025,42.25076452599389,180
4500,15.924050632911392,57
5073,9.061224489795919,29
5253,7.153846153846154,21
5427,7.257142857142857,16
5732,8.404761904761905,27
5757,38.46666666666667,147
5919,27.644444444444446,67
