network,method,k,p,simulation_id,final_active_count,total_steps
Facebook Penn94,highest_degree,2,0.02,82,19801,16
Facebook Penn94,highest_degree,2,0.02,83,19546,18
Facebook Penn94,highest_degree,2,0.02,84,19690,16
Facebook Penn94,highest_degree,2,0.02,85,19515,17
Facebook Penn94,highest_degree,2,0.02,86,19487,18
Facebook Penn94,highest_degree,2,0.02,87,19798,16
Facebook Penn94,highest_degree,2,0.02,88,19490,15
Facebook Penn94,highest_degree,2,0.02,89,19167,15
Facebook Penn94,highest_degree,2,0.02,90,19660,17
Facebook Penn94,highest_degree,2,0.02,91,19379,14
Facebook Penn94,highest_degree,2,0.02,92,19634,16
Facebook Penn94,highest_degree,2,0.02,93,19674,15
Facebook Penn94,highest_degree,2,0.02,94,19331,17
Facebook Penn94,highest_degree,2,0.02,95,19718,16
Facebook Penn94,highest_degree,2,0.02,96,19551,17
Facebook Penn94,highest_degree,2,0.02,97,19492,16
Facebook Penn94,highest_degree,2,0.02,98,19229,15
Facebook Penn94,highest_degree,2,0.02,99,19349,15
Facebook Penn94,highest_degree,2,0.02,100,19366,16
Facebook Penn94,highest_degree,2,0.02,101,19649,16
Facebook Penn94,highest_degree,2,0.02,102,19636,19
Facebook Penn94,highest_degree,2,0.02,103,19366,19
Facebook Penn94,highest_degree,2,0.02,104,19515,15
Facebook Penn94,highest_degree,2,0.02,105,19324,16
Facebook Penn94,highest_degree,2,0.02,106,19499,17
Facebook Penn94,highest_degree,2,0.02,107,19752,17
Facebook Penn94,highest_degree,2,0.02,108,19466,15
Facebook Penn94,highest_degree,2,0.02,109,19449,16
Facebook Penn94,highest_degree,2,0.02,110,19424,15
Facebook Penn94,highest_degree,2,0.02,111,19715,14
Facebook Penn94,highest_degree,2,0.02,112,19464,14
Facebook Penn94,highest_degree,2,0.02,113,19349,14
Facebook Penn94,highest_degree,2,0.02,114,19425,17
Facebook Penn94,highest_degree,2,0.02,115,19724,15
Facebook Penn94,highest_degree,2,0.02,116,19471,18
Facebook Penn94,highest_degree,2,0.02,117,19703,16
Facebook Penn94,highest_degree,2,0.02,118,19709,15
Facebook Penn94,highest_degree,2,0.02,119,19596,14
Facebook Penn94,highest_degree,2,0.02,120,19388,15
Facebook Penn94,highest_degree,2,0.02,121,19593,16
Facebook Penn94,highest_degree,2,0.02,122,19612,15
Facebook Penn94,highest_degree,2,0.02,123,19409,16
Facebook Penn94,highest_degree,2,0.02,124,19531,19
Facebook Penn94,highest_degree,2,0.02,125,19342,17
Facebook Penn94,highest_degree,2,0.02,126,19474,17
Facebook Penn94,highest_degree,2,0.02,127,19240,19
Facebook Penn94,highest_degree,2,0.02,128,19405,16
Facebook Penn94,highest_degree,2,0.02,129,19444,17
Facebook Penn94,highest_degree,2,0.02,130,19698,16
Facebook Penn94,highest_degree,2,0.02,131,19440,16
Facebook Penn94,highest_degree,2,0.02,132,19582,16
Facebook Penn94,highest_degree,2,0.02,133,19415,18
Facebook Penn94,highest_degree,2,0.02,134,19468,17
Facebook Penn94,highest_degree,2,0.02,135,19573,16
Facebook Penn94,highest_degree,2,0.02,136,19630,19
Facebook Penn94,highest_degree,2,0.02,137,19578,16
Facebook Penn94,highest_degree,2,0.02,138,19406,15
Facebook Penn94,highest_degree,2,0.02,139,19281,17
Facebook Penn94,highest_degree,2,0.02,140,19411,22
Facebook Penn94,highest_degree,2,0.02,141,19551,15
Facebook Penn94,highest_degree,2,0.02,142,19508,14
Facebook Penn94,highest_degree,2,0.02,143,19449,15
Facebook Penn94,highest_degree,2,0.02,144,19522,16
Facebook Penn94,highest_degree,2,0.02,145,19501,16
Facebook Penn94,highest_degree,2,0.02,146,19579,16
Facebook Penn94,highest_degree,2,0.02,147,19675,16
Facebook Penn94,highest_degree,2,0.02,148,19639,15
Facebook Penn94,highest_degree,2,0.02,149,19642,16
Facebook Penn94,highest_degree,2,0.02,150,19419,15
Facebook Penn94,highest_degree,2,0.02,151,19507,18
Facebook Penn94,highest_degree,2,0.02,152,19611,18
Facebook Penn94,highest_degree,2,0.02,153,19426,17
Facebook Penn94,highest_degree,2,0.02,154,19303,17
Facebook Penn94,highest_degree,2,0.02,155,19633,16
Facebook Penn94,highest_degree,2,0.02,156,19611,17
Facebook Penn94,highest_degree,2,0.02,157,19321,16
Facebook Penn94,highest_degree,2,0.02,158,19443,16
Facebook Penn94,highest_degree,2,0.02,159,19645,15
Facebook Penn94,highest_degree,2,0.02,160,19689,16
Facebook Penn94,highest_degree,2,0.02,161,19408,15
Facebook Penn94,highest_degree,2,0.02,162,19446,17
Facebook Penn94,highest_degree,2,0.02,163,19604,15
Facebook Penn94,highest_degree,2,0.02,164,19578,16
Facebook Penn94,highest_degree,2,0.02,165,19444,16
Facebook Penn94,highest_degree,2,0.02,166,19638,15
Facebook Penn94,highest_degree,2,0.02,167,19583,17
Facebook Penn94,highest_degree,2,0.02,168,19468,16
Facebook Penn94,highest_degree,2,0.02,169,19664,17
Facebook Penn94,highest_degree,2,0.02,170,19738,16
Facebook Penn94,highest_degree,2,0.02,171,19560,17
Facebook Penn94,highest_degree,2,0.02,172,19636,14
Facebook Penn94,highest_degree,2,0.02,173,19648,17
Facebook Penn94,highest_degree,2,0.02,174,19618,16
Facebook Penn94,highest_degree,2,0.02,175,19532,14
Facebook Penn94,highest_degree,2,0.02,176,19761,16
Facebook Penn94,highest_degree,2,0.02,177,19670,15
Facebook Penn94,highest_degree,2,0.02,178,19665,19
Facebook Penn94,highest_degree,2,0.02,179,19439,16
Facebook Penn94,highest_degree,2,0.02,180,19456,17
Facebook Penn94,highest_degree,2,0.02,181,19373,15
Facebook Penn94,highest_degree,2,0.02,182,19393,15
Facebook Penn94,highest_degree,2,0.02,183,19554,16
Facebook Penn94,highest_degree,2,0.02,184,19807,16
Facebook Penn94,highest_degree,2,0.02,185,19482,15
Facebook Penn94,highest_degree,2,0.02,186,19513,17
Facebook Penn94,highest_degree,2,0.02,187,19711,17
Facebook Penn94,highest_degree,2,0.02,188,19705,17
Facebook Penn94,highest_degree,2,0.02,189,19691,17
Facebook Penn94,highest_degree,2,0.02,190,19554,18
Facebook Penn94,highest_degree,2,0.02,191,19423,18
Facebook Penn94,highest_degree,2,0.02,192,19729,18
Facebook Penn94,highest_degree,2,0.02,193,19493,16
Facebook Penn94,highest_degree,2,0.02,194,19419,15
Facebook Penn94,highest_degree,2,0.02,195,19443,15
Facebook Penn94,highest_degree,2,0.02,196,19464,17
Facebook Penn94,highest_degree,2,0.02,197,19646,18
Facebook Penn94,highest_degree,2,0.02,198,19641,15
Facebook Penn94,highest_degree,2,0.02,199,19661,15
Facebook Penn94,highest_degree,2,0.02,200,19657,16
Facebook Penn94,highest_degree,2,0.02,201,19572,15
Facebook Penn94,highest_degree,2,0.02,202,19459,16
Facebook Penn94,highest_degree,2,0.02,203,19700,15
Facebook Penn94,highest_degree,2,0.02,204,19477,15
Facebook Penn94,highest_degree,2,0.02,205,19453,16
Facebook Penn94,highest_degree,2,0.02,206,19376,21
Facebook Penn94,highest_degree,2,0.02,207,19651,17
Facebook Penn94,highest_degree,2,0.02,208,19569,16
Facebook Penn94,highest_degree,2,0.02,209,19708,15
Facebook Penn94,highest_degree,2,0.02,210,19313,16
Facebook Penn94,highest_degree,2,0.02,211,19378,18
Facebook Penn94,highest_degree,2,0.02,212,19529,16
Facebook Penn94,highest_degree,2,0.02,213,19487,16
Facebook Penn94,highest_degree,2,0.02,214,19637,15
Facebook Penn94,highest_degree,2,0.02,215,19590,18
Facebook Penn94,highest_degree,2,0.02,216,19541,17
Facebook Penn94,highest_degree,2,0.02,217,19473,15
Facebook Penn94,highest_degree,2,0.02,218,19807,16
Facebook Penn94,highest_degree,2,0.02,219,19457,18
Facebook Penn94,highest_degree,2,0.02,220,19560,15
Facebook Penn94,highest_degree,2,0.02,221,19472,16
Facebook Penn94,highest_degree,2,0.02,222,19659,18
Facebook Penn94,highest_degree,2,0.02,223,19393,17
Facebook Penn94,highest_degree,2,0.02,224,19560,17
Facebook Penn94,highest_degree,2,0.02,225,19536,17
Facebook Penn94,highest_degree,2,0.02,226,19427,16
Facebook Penn94,highest_degree,2,0.02,227,19465,15
Facebook Penn94,highest_degree,2,0.02,228,19710,18
Facebook Penn94,highest_degree,2,0.02,229,19482,15
Facebook Penn94,highest_degree,2,0.02,230,19751,16
Facebook Penn94,highest_degree,2,0.02,231,19462,14
Facebook Penn94,highest_degree,2,0.02,232,19520,19
Facebook Penn94,highest_degree,2,0.02,233,19477,16
Facebook Penn94,highest_degree,2,0.02,234,19757,15
Facebook Penn94,highest_degree,2,0.02,235,19610,15
Facebook Penn94,highest_degree,2,0.02,236,19629,18
Facebook Penn94,highest_degree,2,0.02,237,19310,16
Facebook Penn94,highest_degree,2,0.02,238,19522,17
Facebook Penn94,highest_degree,2,0.02,239,19560,16
Facebook Penn94,highest_degree,2,0.02,240,19469,17
Facebook Penn94,highest_degree,2,0.02,241,19672,17
Facebook Penn94,highest_degree,2,0.02,242,19654,16
Facebook Penn94,highest_degree,2,0.02,243,19321,19
Facebook Penn94,highest_degree,2,0.02,244,19441,15
Facebook Penn94,highest_degree,2,0.02,245,19345,15
Facebook Penn94,highest_degree,2,0.02,246,19426,17
Facebook Penn94,highest_degree,2,0.02,247,19449,16
Facebook Penn94,highest_degree,2,0.02,248,19543,15
Facebook Penn94,highest_degree,2,0.02,249,19645,15
Facebook Penn94,highest_degree,2,0.02,250,19508,16
Facebook Penn94,highest_degree,2,0.02,251,19227,17
Facebook Penn94,highest_degree,2,0.02,252,19264,18
Facebook Penn94,highest_degree,2,0.02,253,19337,15
Facebook Penn94,highest_degree,2,0.02,254,19233,18
Facebook Penn94,highest_degree,2,0.02,255,19748,16
Facebook Penn94,highest_degree,2,0.02,256,19740,17
Facebook Penn94,highest_degree,2,0.02,257,19535,15
Facebook Penn94,highest_degree,2,0.02,258,19540,16
Facebook Penn94,highest_degree,2,0.02,259,19547,15
Facebook Penn94,highest_degree,2,0.02,260,19461,17
Facebook Penn94,highest_degree,2,0.02,261,19646,15
Facebook Penn94,highest_degree,2,0.02,262,19569,18
Facebook Penn94,highest_degree,2,0.02,263,19685,17
Facebook Penn94,highest_degree,2,0.02,264,19470,16
Facebook Penn94,highest_degree,2,0.02,265,19598,16
Facebook Penn94,highest_degree,2,0.02,266,19260,16
Facebook Penn94,highest_degree,2,0.02,267,19535,15
Facebook Penn94,highest_degree,2,0.02,268,19419,15
Facebook Penn94,highest_degree,2,0.02,269,19405,16
Facebook Penn94,highest_degree,2,0.02,270,19604,16
Facebook Penn94,highest_degree,2,0.02,271,19542,16
Facebook Penn94,highest_degree,2,0.02,272,19243,20
Facebook Penn94,highest_degree,2,0.02,273,19305,17
Facebook Penn94,highest_degree,2,0.02,274,19460,15
Facebook Penn94,highest_degree,2,0.02,275,19695,14
Facebook Penn94,highest_degree,2,0.02,276,19528,16
Facebook Penn94,highest_degree,2,0.02,277,19383,15
Facebook Penn94,highest_degree,2,0.02,278,19759,18
Facebook Penn94,highest_degree,2,0.02,279,19895,15
Facebook Penn94,highest_degree,2,0.02,280,19340,16
Facebook Penn94,highest_degree,2,0.02,281,19234,16
Facebook Penn94,highest_degree,2,0.02,282,19516,15
Facebook Penn94,highest_degree,2,0.02,283,19474,16
Facebook Penn94,highest_degree,2,0.02,284,19293,14
Facebook Penn94,highest_degree,2,0.02,285,19197,15
Facebook Penn94,highest_degree,2,0.02,286,19653,17
Facebook Penn94,highest_degree,2,0.02,287,19395,17
Facebook Penn94,highest_degree,2,0.02,288,19394,15
Facebook Penn94,highest_degree,2,0.02,289,19687,21
Facebook Penn94,highest_degree,2,0.02,290,19788,15
Facebook Penn94,highest_degree,2,0.02,291,19660,16
Facebook Penn94,highest_degree,2,0.02,292,19785,17
Facebook Penn94,highest_degree,2,0.02,293,19649,17
Facebook Penn94,highest_degree,2,0.02,294,19712,16
Facebook Penn94,highest_degree,2,0.02,295,19636,17
Facebook Penn94,highest_degree,2,0.02,296,19503,16
Facebook Penn94,highest_degree,2,0.02,297,19670,15
Facebook Penn94,highest_degree,2,0.02,298,19375,18
Facebook Penn94,highest_degree,2,0.02,299,19813,17
Facebook Penn94,highest_degree,2,0.02,300,19691,15
Facebook Penn94,highest_degree,2,0.02,301,19412,18
Facebook Penn94,highest_degree,2,0.02,302,19522,16
Facebook Penn94,highest_degree,2,0.02,303,19516,15
Facebook Penn94,highest_degree,2,0.02,304,19655,17
Facebook Penn94,highest_degree,2,0.02,305,19784,16
Facebook Penn94,highest_degree,2,0.02,306,19525,15
Facebook Penn94,highest_degree,2,0.02,307,19653,16
Facebook Penn94,highest_degree,2,0.02,308,19406,16
Facebook Penn94,highest_degree,2,0.02,309,19516,18
Facebook Penn94,highest_degree,2,0.02,310,19308,17
Facebook Penn94,highest_degree,2,0.02,311,19527,14
Facebook Penn94,highest_degree,2,0.02,312,19524,16
Facebook Penn94,highest_degree,2,0.02,313,19768,14
Facebook Penn94,highest_degree,2,0.02,314,19553,14
Facebook Penn94,highest_degree,2,0.02,315,19660,15
Facebook Penn94,highest_degree,2,0.02,316,19618,19
Facebook Penn94,highest_degree,2,0.02,317,19740,16
Facebook Penn94,highest_degree,2,0.02,318,19635,14
Facebook Penn94,highest_degree,2,0.02,319,19653,17
Facebook Penn94,highest_degree,2,0.02,320,19655,15
Facebook Penn94,highest_degree,2,0.02,321,19545,16
Facebook Penn94,highest_degree,2,0.02,322,19195,15
Facebook Penn94,highest_degree,2,0.02,323,19407,16
Facebook Penn94,highest_degree,2,0.02,324,19523,17
Facebook Penn94,highest_degree,2,0.02,325,19621,16
Facebook Penn94,highest_degree,2,0.02,326,19546,17
Facebook Penn94,highest_degree,2,0.02,327,19404,15
Facebook Penn94,highest_degree,2,0.02,328,19545,16
Facebook Penn94,highest_degree,2,0.02,329,19550,19
Facebook Penn94,highest_degree,2,0.02,330,19636,16
Facebook Penn94,highest_degree,2,0.02,331,19634,15
Facebook Penn94,highest_degree,2,0.02,332,19284,15
Facebook Penn94,highest_degree,2,0.02,333,19804,15
Facebook Penn94,highest_degree,2,0.02,334,19169,15
Facebook Penn94,highest_degree,2,0.02,335,19479,15
Facebook Penn94,highest_degree,2,0.02,336,19696,21
Facebook Penn94,highest_degree,2,0.02,337,19590,18
Facebook Penn94,highest_degree,2,0.02,338,19453,14
Facebook Penn94,highest_degree,2,0.02,339,19468,16
Facebook Penn94,highest_degree,2,0.02,340,19346,14
Facebook Penn94,highest_degree,2,0.02,341,19567,17
Facebook Penn94,highest_degree,2,0.02,342,19437,20
Facebook Penn94,highest_degree,2,0.02,343,19407,15
Facebook Penn94,highest_degree,2,0.02,344,19659,16
Facebook Penn94,highest_degree,2,0.02,345,19620,17
Facebook Penn94,highest_degree,2,0.02,346,19534,17
Facebook Penn94,highest_degree,2,0.02,347,19887,15
Facebook Penn94,highest_degree,2,0.02,348,19497,16
Facebook Penn94,highest_degree,2,0.02,349,19369,16
Facebook Penn94,highest_degree,2,0.02,350,19523,17
Facebook Penn94,highest_degree,2,0.02,351,19617,17
Facebook Penn94,highest_degree,2,0.02,352,19489,15
Facebook Penn94,highest_degree,2,0.02,353,19575,15
Facebook Penn94,highest_degree,2,0.02,354,19440,20
Facebook Penn94,highest_degree,2,0.02,355,19770,15
Facebook Penn94,highest_degree,2,0.02,356,19364,17
Facebook Penn94,highest_degree,2,0.02,357,19532,15
Facebook Penn94,highest_degree,2,0.02,358,19538,16
Facebook Penn94,highest_degree,2,0.02,359,19563,15
Facebook Penn94,highest_degree,2,0.02,360,19526,16
Facebook Penn94,highest_degree,2,0.02,361,19725,15
Facebook Penn94,highest_degree,2,0.02,362,19643,16
Facebook Penn94,highest_degree,2,0.02,363,19467,16
Facebook Penn94,highest_degree,2,0.02,364,19340,15
Facebook Penn94,highest_degree,2,0.02,365,19665,17
Facebook Penn94,highest_degree,2,0.02,366,19730,15
Facebook Penn94,highest_degree,2,0.02,367,19628,15
Facebook Penn94,highest_degree,2,0.02,368,19664,15
Facebook Penn94,highest_degree,2,0.02,369,19573,16
Facebook Penn94,highest_degree,2,0.02,370,19545,19
Facebook Penn94,highest_degree,2,0.02,371,19506,16
Facebook Penn94,highest_degree,2,0.02,372,19749,20
Facebook Penn94,highest_degree,2,0.02,373,19401,17
Facebook Penn94,highest_degree,2,0.02,374,19510,17
Facebook Penn94,highest_degree,2,0.02,375,19458,16
Facebook Penn94,highest_degree,2,0.02,376,19363,18
Facebook Penn94,highest_degree,2,0.02,377,19620,17
Facebook Penn94,highest_degree,2,0.02,378,19359,21
Facebook Penn94,highest_degree,2,0.02,379,19707,21
Facebook Penn94,highest_degree,2,0.02,380,19526,16
Facebook Penn94,highest_degree,2,0.02,381,19619,15
Facebook Penn94,highest_degree,2,0.02,382,19482,17
Facebook Penn94,highest_degree,2,0.02,383,19474,15
Facebook Penn94,highest_degree,2,0.02,384,19757,15
Facebook Penn94,highest_degree,2,0.02,385,19713,19
Facebook Penn94,highest_degree,2,0.02,386,19490,19
Facebook Penn94,highest_degree,2,0.02,387,19622,15
Facebook Penn94,highest_degree,2,0.02,388,19444,17
Facebook Penn94,highest_degree,2,0.02,389,19562,16
Facebook Penn94,highest_degree,2,0.02,390,19446,18
Facebook Penn94,highest_degree,2,0.02,391,19465,16
Facebook Penn94,highest_degree,2,0.02,392,19531,17
Facebook Penn94,highest_degree,2,0.02,393,19633,17
Facebook Penn94,highest_degree,2,0.02,394,19618,16
Facebook Penn94,highest_degree,2,0.02,395,19670,15
Facebook Penn94,highest_degree,2,0.02,396,19548,17
Facebook Penn94,highest_degree,2,0.02,397,19419,17
Facebook Penn94,highest_degree,2,0.02,398,19394,16
Facebook Penn94,highest_degree,2,0.02,399,19596,16
Facebook Penn94,highest_degree,2,0.02,400,19463,16
Facebook Penn94,highest_degree,2,0.02,401,19497,16
Facebook Penn94,highest_degree,2,0.02,402,19486,16
Facebook Penn94,highest_degree,2,0.02,403,19305,16
Facebook Penn94,highest_degree,2,0.02,404,19659,16
Facebook Penn94,highest_degree,2,0.02,405,19413,20
Facebook Penn94,highest_degree,2,0.02,406,19245,17
Facebook Penn94,highest_degree,2,0.02,407,19842,15
Facebook Penn94,highest_degree,2,0.02,408,19506,15
Facebook Penn94,highest_degree,2,0.02,409,19368,16
Facebook Penn94,highest_degree,2,0.02,410,19427,16
Facebook Penn94,highest_degree,2,0.02,411,19618,17
Facebook Penn94,highest_degree,2,0.02,412,19488,16
Facebook Penn94,highest_degree,2,0.02,413,19525,15
Facebook Penn94,highest_degree,2,0.02,414,19563,18
Facebook Penn94,highest_degree,2,0.02,415,19392,14
Facebook Penn94,highest_degree,2,0.02,416,19595,17
Facebook Penn94,highest_degree,2,0.02,417,19665,16
Facebook Penn94,highest_degree,2,0.02,418,19602,15
Facebook Penn94,highest_degree,2,0.02,419,19559,14
Facebook Penn94,highest_degree,2,0.02,420,19401,16
Facebook Penn94,highest_degree,2,0.02,421,19508,17
Facebook Penn94,highest_degree,2,0.02,422,19649,15
Facebook Penn94,highest_degree,2,0.02,423,19794,15
Facebook Penn94,highest_degree,2,0.02,424,19384,18
Facebook Penn94,highest_degree,2,0.02,425,19440,17
Facebook Penn94,highest_degree,2,0.02,426,19615,17
Facebook Penn94,highest_degree,2,0.02,427,19768,17
Facebook Penn94,highest_degree,2,0.02,428,19505,17
Facebook Penn94,highest_degree,2,0.02,429,19703,16
Facebook Penn94,highest_degree,2,0.02,430,19475,15
Facebook Penn94,highest_degree,2,0.02,431,19663,15
Facebook Penn94,highest_degree,2,0.02,432,19483,19
Facebook Penn94,highest_degree,2,0.02,433,19425,15
Facebook Penn94,highest_degree,2,0.02,434,19593,17
Facebook Penn94,highest_degree,2,0.02,435,19594,14
Facebook Penn94,highest_degree,2,0.02,436,19431,18
Facebook Penn94,highest_degree,2,0.02,437,19246,17
Facebook Penn94,highest_degree,2,0.02,438,19709,17
Facebook Penn94,highest_degree,2,0.02,439,19383,16
Facebook Penn94,highest_degree,2,0.02,440,19586,17
Facebook Penn94,highest_degree,2,0.02,441,19855,18
Facebook Penn94,highest_degree,2,0.02,442,19618,17
Facebook Penn94,highest_degree,2,0.02,443,19263,16
Facebook Penn94,highest_degree,2,0.02,444,19646,15
Facebook Penn94,highest_degree,2,0.02,445,19662,16
Facebook Penn94,highest_degree,2,0.02,446,19787,18
Facebook Penn94,highest_degree,2,0.02,447,19570,15
Facebook Penn94,highest_degree,2,0.02,448,19605,16
Facebook Penn94,highest_degree,2,0.02,449,19492,17
Facebook Penn94,highest_degree,2,0.02,450,19775,18
Facebook Penn94,highest_degree,2,0.02,451,19430,18
Facebook Penn94,highest_degree,2,0.02,452,19568,20
Facebook Penn94,highest_degree,2,0.02,453,19489,17
Facebook Penn94,highest_degree,2,0.02,454,19538,17
Facebook Penn94,highest_degree,2,0.02,455,19490,16
Facebook Penn94,highest_degree,2,0.02,456,19343,16
Facebook Penn94,highest_degree,2,0.02,457,19526,15
Facebook Penn94,highest_degree,2,0.02,458,19537,15
Facebook Penn94,highest_degree,2,0.02,459,19663,17
Facebook Penn94,highest_degree,2,0.02,460,19565,17
Facebook Penn94,highest_degree,2,0.02,461,19335,17
Facebook Penn94,highest_degree,2,0.02,462,19546,15
Facebook Penn94,highest_degree,2,0.02,463,19375,15
Facebook Penn94,highest_degree,2,0.02,464,19568,17
Facebook Penn94,highest_degree,2,0.02,465,19412,15
Facebook Penn94,highest_degree,2,0.02,466,19661,20
Facebook Penn94,highest_degree,2,0.02,467,19774,16
Facebook Penn94,highest_degree,2,0.02,468,19712,17
Facebook Penn94,highest_degree,2,0.02,469,19640,15
Facebook Penn94,highest_degree,2,0.02,470,19654,16
Facebook Penn94,highest_degree,2,0.02,471,19578,15
Facebook Penn94,highest_degree,2,0.02,472,19611,17
Facebook Penn94,highest_degree,2,0.02,473,19490,15
Facebook Penn94,highest_degree,2,0.02,474,19385,17
Facebook Penn94,highest_degree,2,0.02,475,19663,18
Facebook Penn94,highest_degree,2,0.02,476,19540,18
Facebook Penn94,highest_degree,2,0.02,477,19572,16
Facebook Penn94,highest_degree,2,0.02,478,19500,17
Facebook Penn94,highest_degree,2,0.02,479,19484,15
Facebook Penn94,highest_degree,2,0.02,480,19438,17
Facebook Penn94,highest_degree,2,0.02,481,19747,15
Facebook Penn94,highest_degree,2,0.02,482,19708,16
Facebook Penn94,highest_degree,2,0.02,483,19869,18
Facebook Penn94,highest_degree,2,0.02,484,19373,16
Facebook Penn94,highest_degree,2,0.02,485,19683,15
Facebook Penn94,highest_degree,2,0.02,486,19621,17
Facebook Penn94,highest_degree,2,0.02,487,19402,18
Facebook Penn94,highest_degree,2,0.02,488,19629,17
Facebook Penn94,highest_degree,2,0.02,489,19761,15
Facebook Penn94,highest_degree,2,0.02,490,19605,16
Facebook Penn94,highest_degree,2,0.02,491,19486,20
Facebook Penn94,highest_degree,2,0.02,492,19490,16
Facebook Penn94,highest_degree,2,0.02,493,19388,15
Facebook Penn94,highest_degree,2,0.02,494,19577,16
Facebook Penn94,highest_degree,2,0.02,495,19446,17
Facebook Penn94,highest_degree,2,0.02,496,19288,17
Facebook Penn94,highest_degree,2,0.02,497,19405,16
