actor, layer     , degree, degree_probability   , random_walk_probability, prob_difference
   43, lunch     ,      6, 0.015544041450777202 , 0.01182329770126963    , 0.0037207437495075726
   44, lunch     ,     15, 0.038860103626943004 , 0.039799999696877385   , 0.0009398960699343803
   45, lunch     ,      6, 0.015544041450777202 , 0.020010639603879363   , 0.004466598153102162
   46, lunch     ,      7, 0.018134715025906734 , 0.02226435626607497    , 0.004129641240168236
   47, lunch     ,      5, 0.012953367875647668 , 0.013958796542583423   , 0.0010054286669357558
   48, lunch     ,      3, 0.007772020725388601 , 0.008751149971430693   , 0.0009791292460420917
   49, lunch     ,      5, 0.012953367875647668 , 0.013846641174054522   , 0.0008932732984068548
   50, lunch     ,      5, 0.012953367875647668 , 0.014208872702141107   , 0.001255504826493439
   51, lunch     ,     12, 0.031088082901554404 , 0.03567601648380795    , 0.004587933582253546
   52, lunch     ,     10, 0.025906735751295335 , 0.02542744078120761    , 0.0004792949700877236
   53, lunch     ,      3, 0.007772020725388601 , 0.00647469911291166    , 0.0012973216124769413
   54, lunch     ,      6, 0.015544041450777202 , 0.012293137758620428   , 0.003250903692156774
   55, lunch     ,      5, 0.012953367875647668 , 0.010812383771421297   , 0.002140984104226371
   56, lunch     ,      6, 0.015544041450777202 , 0.0122916221455322     , 0.0032524193052450023
   57, lunch     ,      6, 0.015544041450777202 , 0.017938796512271163   , 0.002394755061493961
   58, lunch     ,      6, 0.015544041450777202 , 0.011254942793183984   , 0.004289098657593218
   59, lunch     ,      5, 0.012953367875647668 , 0.00976812635363194    , 0.0031852415220157276
   60, lunch     ,      0, 0.0                  , 0.00012276466014649916 , 0.00012276466014649916
   61, lunch     ,      4, 0.010362694300518135 , 0.008290403592609264   , 0.0020722907079088713
    1, facebook  ,      0, 0.0                  , 0.0003817218435901066  , 0.0003817218435901066
    2, facebook  ,      0, 0.0                  , 0.0001365097983699719  , 0.0001365097983699719
    3, facebook  ,      0, 0.0                  , 0.00017948510526422229 , 0.00017948510526422229
    4, facebook  ,      7, 0.028225806451612902 , 0.02799967642121868    , 0.00022613003039422333
    5, facebook  ,      5, 0.020161290322580645 , 0.02070145812688333    , 0.0005401678043026846
    6, facebook  ,      0, 0.0                  , 0.000283131433656238   , 0.000283131433656238
    7, facebook  ,     11, 0.04435483870967742  , 0.051292292757902404   , 0.006937454048224982
    8, facebook  ,      6, 0.024193548387096774 , 0.027691265395271704   , 0.0034977170081749304
    9, facebook  ,      4, 0.016129032258064516 , 0.014606548425586991   , 0.0015224838324775242
   10, facebook  ,      0, 0.0                  , 0.00021993245292939917 , 0.00021993245292939917
   11, facebook  ,      0, 0.0                  , 0.00023510020830384048 , 0.00023510020830384048
   12, facebook  ,      5, 0.020161290322580645 , 0.021025036908204744   , 0.0008637465856240999
   13, facebook  ,     11, 0.04435483870967742  , 0.04483841284607762    , 0.0004835741364001972
   14, facebook  ,      0, 0.0                  , 0.00018706898295144296 , 0.00018706898295144296
   15, facebook  ,      4, 0.016129032258064516 , 0.018762513398183914   , 0.0026334811401193987
   16, facebook  ,      2, 0.008064516129032258 , 0.01010172507937792    , 0.002037208950345662
   17, facebook  ,      5, 0.020161290322580645 , 0.021773312840010516   , 0.001612022517429871
   18, facebook  ,      0, 0.0                  , 0.00027807551519809086 , 0.00027807551519809086
   19, facebook  ,     13, 0.05241935483870968  , 0.04372358282605618    , 0.0086957720126535
   20, facebook  ,      0, 0.0                  , 0.00027807551519809086 , 0.00027807551519809086
   21, facebook  ,      8, 0.03225806451612903  , 0.03661243351467228    , 0.0043543689985432454
   22, facebook  ,      0, 0.0                  , 0.00016431734988978097 , 0.00016431734988978097
   23, facebook  ,     14, 0.056451612903225805 , 0.05704592796327381    , 0.0005943150600480063
   24, facebook  ,      6, 0.024193548387096774 , 0.022774384694723645   , 0.0014191636923731286
   25, facebook  ,      0, 0.0                  , 0.00015167755374441322 , 0.00015167755374441322
   26, facebook  ,     12, 0.04838709677419355  , 0.04799330596396141    , 0.00039379081023213636
   27, facebook  ,      2, 0.008064516129032258 , 0.010531478148320424   , 0.002466962019288166
   28, facebook  ,      8, 0.03225806451612903  , 0.027719072946791514   , 0.004538991569337517
   29, facebook  ,      7, 0.028225806451612902 , 0.02331284001051631    , 0.004912966441096591
   30, facebook  ,     11, 0.04435483870967742  , 0.03738346107953971    , 0.006971377630137714
   31, facebook  ,     10, 0.04032258064516129  , 0.03747699557101543    , 0.0028455850741458608
   32, facebook  ,      0, 0.0                  , 0.0002452120452201347  , 0.0002452120452201347
   33, facebook  ,     10, 0.04032258064516129  , 0.035644225129937104   , 0.004678355515224185
   34, facebook  ,     15, 0.06048387096774194  , 0.0568942504095294     , 0.0035896205582125404
   35, facebook  ,      0, 0.0                  , 0.000260379800594576   , 0.000260379800594576
   36, facebook  ,      0, 0.0                  , 0.00027049163751087025 , 0.00027049163751087025
   37, facebook  ,      5, 0.020161290322580645 , 0.022109531417477297   , 0.001948241094896653
   38, facebook  ,      0, 0.0                  , 0.0002553238821364289  , 0.0002553238821364289
   39, facebook  ,     11, 0.04435483870967742  , 0.04042965195057334    , 0.003925186759104082
   40, facebook  ,      0, 0.0                  , 0.0001314538799118248  , 0.0001314538799118248
   41, facebook  ,      0, 0.0                  , 0.0001137581653083099  , 0.0001137581653083099
   42, facebook  ,      0, 0.0                  , 0.00019718081986773718 , 0.00019718081986773718
   43, facebook  ,      0, 0.0                  , 0.00024774000444920824 , 0.00024774000444920824
   44, facebook  ,     12, 0.04838709677419355  , 0.051385827249378124   , 0.0029987304751845772
   45, facebook  ,      0, 0.0                  , 0.00017695714603514876 , 0.00017695714603514876
   46, facebook  ,      9, 0.036290322580645164 , 0.04077345440572734    , 0.0044831318250821775
   47, facebook  ,      6, 0.024193548387096774 , 0.024966125346330414   , 0.000772576959233641
   48, facebook  ,      0, 0.0                  , 0.00015420551297348677 , 0.00015420551297348677
   49, facebook  ,      0, 0.0                  , 0.00020223673832588427 , 0.00020223673832588427
   50, facebook  ,      4, 0.016129032258064516 , 0.018456630331466013   , 0.002327598073401497
   51, facebook  ,     13, 0.05241935483870968  , 0.05538253079054341    , 0.0029631759518337283
   52, facebook  ,      0, 0.0                  , 0.00019970877909681074 , 0.00019970877909681074
   53, facebook  ,      2, 0.008064516129032258 , 0.008620340971140818   , 0.0005558248421085599
   54, facebook  ,      0, 0.0                  , 0.00012639796145367768 , 0.00012639796145367768
   55, facebook  ,      0, 0.0                  , 0.00012387000222460412 , 0.00012387000222460412
   56, facebook  ,      6, 0.024193548387096774 , 0.021806176309988472   , 0.002387372077108301
   57, facebook  ,      0, 0.0                  , 0.00023257224907476692 , 0.00023257224907476692
   58, facebook  ,      4, 0.016129032258064516 , 0.014073149028252472   , 0.002055883229812044
   59, facebook  ,      0, 0.0                  , 0.00029577122980160576 , 0.00029577122980160576
   60, facebook  ,      0, 0.0                  , 0.000141565716828119   , 0.000141565716828119
   61, facebook  ,      0, 0.0                  , 0.0002224604121584727  , 0.0002224604121584727
    1, coauthor  ,      0, 0.0                  , 0.00041518078899177796 , 0.00041518078899177796
    2, coauthor  ,      0, 0.0                  , 0.0002706089071107124  , 0.0002706089071107124
    3, coauthor  ,      0, 0.0                  , 0.0002743158784409961  , 0.0002743158784409961
    4, coauthor  ,      1, 0.023809523809523808 , 0.026538207753501235   , 0.0027286839439774266
    5, coauthor  ,      0, 0.0                  , 0.00017422765252333538 , 0.00017422765252333538
    6, coauthor  ,      2, 0.047619047619047616 , 0.04890977973176355    , 0.0012907321127159366
    7, coauthor  ,      0, 0.0                  , 0.00021500433715645643 , 0.00021500433715645643
    8, coauthor  ,      1, 0.023809523809523808 , 0.04793484627189893    , 0.024125322462375122
    9, coauthor  ,      0, 0.0                  , 0.00024836707912901003 , 0.00024836707912901003
   10, coauthor  ,      1, 0.023809523809523808 , 0.03223582268814733    , 0.00842629887862352
   11, coauthor  ,      1, 0.023809523809523808 , 0.03450819611361126    , 0.010698672304087449
   12, coauthor  ,      1, 0.023809523809523808 , 0.041273418791379066   , 0.017463894981855257
   13, coauthor  ,      1, 0.023809523809523808 , 0.04401287060445874    , 0.020203346794934934
   14, coauthor  ,      1, 0.023809523809523808 , 0.02502205647941519    , 0.0012125326698913808
   15, coauthor  ,      0, 0.0                  , 0.0004114738176614942  , 0.0004114738176614942
   16, coauthor  ,      0, 0.0                  , 0.00031509256307411717 , 0.00031509256307411717
   17, coauthor  ,      0, 0.0                  , 0.0003299204483952521  , 0.0003299204483952521
   18, coauthor  ,      1, 0.023809523809523808 , 0.02515180047597512    , 0.0013422766664513107
   19, coauthor  ,      0, 0.0                  , 0.00015569279587191674 , 0.00015569279587191674
   20, coauthor  ,      0, 0.0                  , 0.0004114738176614942  , 0.0004114738176614942
   21, coauthor  ,      0, 0.0                  , 0.00021500433715645643 , 0.00021500433715645643
   22, coauthor  ,      0, 0.0                  , 0.00030397164908326597 , 0.00030397164908326597
   23, coauthor  ,      3, 0.07142857142857142  , 0.06324463786597075    , 0.008183933562600679
   24, coauthor  ,      0, 0.0                  , 0.0001890555378444703  , 0.0001890555378444703
   25, coauthor  ,      0, 0.0                  , 0.000344748333716387   , 0.000344748333716387
   26, coauthor  ,      5, 0.11904761904761904  , 0.08663191998873081    , 0.032415699058888234
   27, coauthor  ,      1, 0.023809523809523808 , 0.02068119305165294    , 0.003128330757870869
   28, coauthor  ,      2, 0.047619047619047616 , 0.03639875149205596    , 0.011220296126991658
   29, coauthor  ,      0, 0.0                  , 0.0005857014701848295  , 0.0005857014701848295
   30, coauthor  ,      2, 0.047619047619047616 , 0.03354809053906777    , 0.014070957079979844
   31, coauthor  ,      0, 0.0                  , 0.0004114738176614942  , 0.0004114738176614942
   32, coauthor  ,      0, 0.0                  , 0.00031138559174383347 , 0.00031138559174383347
   33, coauthor  ,      2, 0.047619047619047616 , 0.03733661523861775    , 0.01028243238042987
   34, coauthor  ,      0, 0.0                  , 0.00043000867431291286 , 0.00043000867431291286
   35, coauthor  ,      0, 0.0                  , 0.0003632831903678057  , 0.0003632831903678057
   36, coauthor  ,      2, 0.047619047619047616 , 0.033692662420948837   , 0.01392638519809878
   37, coauthor  ,      1, 0.023809523809523808 , 0.045977565409509126   , 0.022168041599985318
   38, coauthor  ,      1, 0.023809523809523808 , 0.023239003269548714   , 0.0005705205399750939
   39, coauthor  ,      1, 0.023809523809523808 , 0.030133969943876453   , 0.0063244461343526445
   40, coauthor  ,      0, 0.0                  , 0.00014457188188106554 , 0.00014457188188106554
   41, coauthor  ,      0, 0.0                  , 0.0002817298211015636  , 0.0002817298211015636
   42, coauthor  ,      0, 0.0                  , 0.0002706089071107124  , 0.0002706089071107124
   43, coauthor  ,      0, 0.0                  , 0.0002817298211015636  , 0.0002817298211015636
   44, coauthor  ,      0, 0.0                  , 0.00021500433715645643 , 0.00021500433715645643
   45, coauthor  ,      0, 0.0                  , 0.00037440410435865686 , 0.00037440410435865686
   46, coauthor  ,      4, 0.09523809523809523  , 0.0839221239462934     , 0.011315971291801827
   47, coauthor  ,      0, 0.0                  , 0.0001779346238536191  , 0.0001779346238536191
   48, coauthor  ,      1, 0.023809523809523808 , 0.022419762605556007   , 0.0013897612039678008
   49, coauthor  ,      3, 0.07142857142857142  , 0.053736256403792974   , 0.01769231502477845
   50, coauthor  ,      0, 0.0                  , 0.0001668137098627679  , 0.0001668137098627679
   51, coauthor  ,      0, 0.0                  , 0.0003336274197255358  , 0.0003336274197255358
   52, coauthor  ,      2, 0.047619047619047616 , 0.04011313676500026    , 0.007505910854047358
   53, coauthor  ,      0, 0.0                  , 0.00018534856651418658 , 0.00018534856651418658
   54, coauthor  ,      1, 0.023809523809523808 , 0.023869188395696947   , 5.9664586173138745e-05
   55, coauthor  ,      1, 0.023809523809523808 , 0.02912567374203928    , 0.00531614993251547
   56, coauthor  ,      0, 0.0                  , 0.0003187995344044009  , 0.0003187995344044009
   57, coauthor  ,      0, 0.0                  , 0.0001779346238536191  , 0.0001779346238536191
   58, coauthor  ,      0, 0.0                  , 0.0002669019357804287  , 0.0002669019357804287
   59, coauthor  ,      0, 0.0                  , 0.00018534856651418658 , 0.00018534856651418658
   60, coauthor  ,      0, 0.0                  , 0.00018534856651418658 , 0.00018534856651418658
   61, coauthor  ,      0, 0.0                  , 0.000400352903670643   , 0.000400352903670643
    1, leisure   ,      0, 0.0                  , 0.00011942207420733598 , 0.00011942207420733598
    2, leisure   ,      0, 0.0                  , 0.00013675753659227186 , 0.00013675753659227186
    3, leisure   ,      0, 0.0                  , 0.00015024067400277752 , 0.00015024067400277752
    4, leisure   ,      2, 0.011363636363636364 , 0.017156329273624864   , 0.0057926929099885
    5, leisure   ,      3, 0.017045454545454544 , 0.017231449610626254   , 0.0001859950651717096
    6, leisure   ,      2, 0.011363636363636364 , 0.0179518343808447     , 0.006588198017208335
    7, leisure   ,      0, 0.0                  , 0.00012520056166898127 , 0.00012520056166898127
    8, leisure   ,      5, 0.028409090909090908 , 0.030275421974046885   , 0.001866331064955977
    9, leisure   ,      1, 0.005681818181818182 , 0.006157941471626663   , 0.0004761232898084812
   10, leisure   ,      1, 0.005681818181818182 , 0.007623751124397352   , 0.0019419329425791696
   11, leisure   ,      1, 0.005681818181818182 , 0.010043011208339513   , 0.004361193026521331
   12, leisure   ,      2, 0.011363636363636364 , 0.013833698983178823   , 0.0024700626195424593
   13, leisure   ,      2, 0.011363636363636364 , 0.015815720182523158   , 0.004452083818886794
   14, leisure   ,      2, 0.011363636363636364 , 0.01645520612827857    , 0.005091569764642204
   15, leisure   ,      4, 0.022727272727272728 , 0.02245327611346638    , 0.00027399661380634807
   16, leisure   ,      1, 0.005681818181818182 , 0.006381376320143615   , 0.000699558138325433
   17, leisure   ,      4, 0.022727272727272728 , 0.020078317766730167   , 0.0026489549605425607
   18, leisure   ,      0, 0.0                  , 0.00019261624872150964 , 0.00019261624872150964
   19, leisure   ,      4, 0.022727272727272728 , 0.020602233963252673   , 0.002125038764020055
   20, leisure   ,      5, 0.028409090909090908 , 0.026045569152122534   , 0.0023635217569683738
   21, leisure   ,      0, 0.0                  , 0.00010401277430961521 , 0.00010401277430961521
   22, leisure   ,      0, 0.0                  , 0.00012905288664341147 , 0.00012905288664341147
   23, leisure   ,     14, 0.07954545454545454  , 0.06660284648292361    , 0.012942608062530933
   24, leisure   ,      4, 0.022727272727272728 , 0.019396456246256022   , 0.003330816481016706
   25, leisure   ,      9, 0.05113636363636364  , 0.045064497550884396   , 0.006071866085479244
   26, leisure   ,      0, 0.0                  , 0.00017142846136214358 , 0.00017142846136214358
   27, leisure   ,      0, 0.0                  , 0.0002561796107996078  , 0.0002561796107996078
   28, leisure   ,      4, 0.022727272727272728 , 0.020727434524921654   , 0.0019998382023510737
   29, leisure   ,      2, 0.011363636363636364 , 0.010220218157163301   , 0.0011434182064730628
   30, leisure   ,      1, 0.005681818181818182 , 0.00768346216150102    , 0.0020016439796828383
   31, leisure   ,      8, 0.045454545454545456 , 0.03728857958999705    , 0.008165965864548402
   32, leisure   ,      2, 0.011363636363636364 , 0.012059703332453719   , 0.0006960669688173549
   33, leisure   ,      7, 0.03977272727272727  , 0.034164344035734165   , 0.005608383236993107
   34, leisure   ,      7, 0.03977272727272727  , 0.035807360637328645   , 0.0039653666353986275
   35, leisure   ,      8, 0.045454545454545456 , 0.03653737621998317    , 0.008917169234562289
   36, leisure   ,      3, 0.017045454545454544 , 0.016197100354991747   , 0.0008483541904627974
   37, leisure   ,      6, 0.03409090909090909  , 0.029470286054390976   , 0.004620623036518112
   38, leisure   ,      1, 0.005681818181818182 , 0.006312034470603871   , 0.0006302162887856892
   39, leisure   ,      4, 0.022727272727272728 , 0.020798702536948613   , 0.001928570190324115
   40, leisure   ,      5, 0.028409090909090908 , 0.02756338519204803    , 0.0008457057170428786
   41, leisure   ,      3, 0.017045454545454544 , 0.017302717622653212   , 0.00025726307719866823
   42, leisure   ,      5, 0.028409090909090908 , 0.02629019178799885    , 0.002118899121092057
   43, leisure   ,      2, 0.011363636363636364 , 0.010212513507214442   , 0.0011511228564219222
   44, leisure   ,      1, 0.005681818181818182 , 0.0242041578143449     , 0.018522339632526717
   45, leisure   ,      7, 0.03977272727272727  , 0.035100459004520704   , 0.004672268268206568
   46, leisure   ,      7, 0.03977272727272727  , 0.04525903996209312    , 0.005486312689365849
   47, leisure   ,      4, 0.022727272727272728 , 0.020059056141858014   , 0.0026682165854147143
   48, leisure   ,      4, 0.022727272727272728 , 0.01949469053310399    , 0.003232582194168738
   49, leisure   ,      1, 0.005681818181818182 , 0.0075948586870891255  , 0.0019130405052709435
   50, leisure   ,      6, 0.03409090909090909  , 0.02793706071456776    , 0.00615384837634133
   51, leisure   ,      2, 0.011363636363636364 , 0.03485391020615717    , 0.023490273842520806
   52, leisure   ,      4, 0.022727272727272728 , 0.020055203816883586   , 0.002672068910389142
   53, leisure   ,      0, 0.0                  , 5.58587121292378e-05   , 5.58587121292378e-05
   54, leisure   ,      0, 0.0                  , 0.00017142846136214358 , 0.00017142846136214358
   55, leisure   ,      2, 0.011363636363636364 , 0.012452640479845598   , 0.0010890041162092343
   56, leisure   ,      2, 0.011363636363636364 , 0.010682497154094925   , 0.0006811392095414388
   57, leisure   ,      0, 0.0                  , 0.00019646857369593984 , 0.00019646857369593984
   58, leisure   ,      1, 0.005681818181818182 , 0.005732259561952127   , 5.044138013394518e-05
   59, leisure   ,      0, 0.0                  , 0.00010593893679683031 , 0.00010593893679683031
   60, leisure   ,      0, 0.0                  , 0.00011556974923290578 , 0.00011556974923290578
   61, leisure   ,      1, 0.005681818181818182 , 0.006739642542765623   , 0.001057824360947441
    1, work      ,      0, 0.0                  , 9.608111075864424e-05  , 9.608111075864424e-05
    2, work      ,     11, 0.028350515463917526 , 0.022275566726043777   , 0.006074948737873748
    3, work      ,      9, 0.023195876288659795 , 0.022952709792342794   , 0.0002431664963170009
    4, work      ,      4, 0.010309278350515464 , 0.010358458797979551   , 4.9180447464087715e-05
    5, work      ,      6, 0.015463917525773196 , 0.013483382543129743   , 0.0019805349826434535
    6, work      ,      9, 0.023195876288659795 , 0.021282728581537787   , 0.0019131477071220072
    7, work      ,     27, 0.06958762886597938  , 0.06142480661770089    , 0.008162822248278495
    8, work      ,     12, 0.030927835051546393 , 0.02718332885971548    , 0.003744506191830914
    9, work      ,      2, 0.005154639175257732 , 0.005857897562284962   , 0.0007032583870272297
   10, work      ,      5, 0.01288659793814433  , 0.011926258510041239   , 0.0009603394281030905
   11, work      ,     16, 0.041237113402061855 , 0.03321966277055221    , 0.008017450631509646
   12, work      ,      4, 0.010309278350515464 , 0.00993600693004075    , 0.00037327142047471375
   13, work      ,     11, 0.028350515463917526 , 0.02496126253629731    , 0.0033892529276202156
   14, work      ,      3, 0.007731958762886598 , 0.008208072033381322   , 0.00047611327049472407
   15, work      ,      4, 0.010309278350515464 , 0.010571972377443206   , 0.0002626940269277421
   16, work      ,      3, 0.007731958762886598 , 0.006838534930821601   , 0.0008934238320649976
   17, work      ,      3, 0.007731958762886598 , 0.010291354530148117   , 0.002559395767261519
   18, work      ,      8, 0.020618556701030927 , 0.017540140552939166   , 0.0030784161480917616
   19, work      ,      4, 0.010309278350515464 , 0.011243015055757546   , 0.0009337367052420827
   20, work      ,      7, 0.01804123711340206  , 0.01744863473316903    , 0.0005926023802330302
   21, work      ,     16, 0.041237113402061855 , 0.034907945145311245   , 0.00632916825675061
   22, work      ,      2, 0.005154639175257732 , 0.004514287108660111   , 0.0006403520665976209
   23, work      ,      8, 0.020618556701030927 , 0.02756002781776921    , 0.006941471116738283
   24, work      ,      3, 0.007731958762886598 , 0.009875003050193992   , 0.0021430442873073934
   25, work      ,      3, 0.007731958762886598 , 0.014245931041214221   , 0.006513972278327623
   26, work      ,     16, 0.041237113402061855 , 0.03883354481345014    , 0.0024035685886117167
   27, work      ,      3, 0.007731958762886598 , 0.008433786388814328   , 0.0007018276259277301
   28, work      ,      3, 0.007731958762886598 , 0.009085002806178473   , 0.0013530440432918747
   29, work      ,      2, 0.005154639175257732 , 0.006760754984016983   , 0.0016061158087592514
   30, work      ,      4, 0.010309278350515464 , 0.01049266733364242    , 0.0001833889831269562
   31, work      ,      8, 0.020618556701030927 , 0.021631975793660475   , 0.001013419092629548
   32, work      ,      6, 0.015463917525773196 , 0.015729850418486617   , 0.0002659328927134205
   33, work      ,      4, 0.010309278350515464 , 0.011743246870500964   , 0.0014339685199854998
   34, work      ,      9, 0.023195876288659795 , 0.02368628144750006    , 0.0004904051588402666
   35, work      ,      5, 0.01288659793814433  , 0.015412630243283473   , 0.002526032305139144
   36, work      ,      6, 0.015463917525773196 , 0.014842243966716283   , 0.0006216735590569133
   37, work      ,      7, 0.01804123711340206  , 0.016533576535467654   , 0.0015076605779344061
   38, work      ,      4, 0.010309278350515464 , 0.010440814035772674   , 0.00013153568525721068
   39, work      ,      3, 0.007731958762886598 , 0.008888265293672678   , 0.0011563065307860793
   40, work      ,      9, 0.023195876288659795 , 0.021752458456357825   , 0.0014434178323019693
   41, work      ,      8, 0.020618556701030927 , 0.01848570069056392    , 0.002132856010467008
   42, work      ,      6, 0.015463917525773196 , 0.015376027915375418   , 8.788961039777818e-05
   43, work      ,      1, 0.002577319587628866 , 0.004192491642468461   , 0.001615172054839595
   44, work      ,     21, 0.05412371134020619  , 0.050872660501207874   , 0.0032510508389983137
   45, work      ,      7, 0.01804123711340206  , 0.01811967741148337    , 7.84402980813087e-05
   46, work      ,     14, 0.03608247422680412  , 0.03950763768575681    , 0.0034251634589526903
   47, work      ,      4, 0.010309278350515464 , 0.012630853322271296   , 0.002321574971755832
   48, work      ,      4, 0.010309278350515464 , 0.01186525463019448    , 0.0015559762796790166
   49, work      ,      2, 0.005154639175257732 , 0.007729191576584271   , 0.0025745524013265388
   50, work      ,      3, 0.007731958762886598 , 0.010860215709719139   , 0.0031282569468325406
   51, work      ,     20, 0.05154639175257732  , 0.053540055147507384   , 0.0019936633949300675
   52, work      ,      4, 0.010309278350515464 , 0.014041568043727581   , 0.0037322896932121177
   53, work      ,      2, 0.005154639175257732 , 0.005366816329518557   , 0.0002121771542608255
   54, work      ,      3, 0.007731958762886598 , 0.009098728679143993   , 0.001366769916257395
   55, work      ,      4, 0.010309278350515464 , 0.01066957858519802    , 0.00036030023468255554
   56, work      ,      3, 0.007731958762886598 , 0.010758034210975818   , 0.00302607544808922
   57, work      ,      5, 0.01288659793814433  , 0.013228691344769528   , 0.0003420934066251987
   58, work      ,      2, 0.005154639175257732 , 0.005366816329518557   , 0.0002121771542608255
   59, work      ,      2, 0.005154639175257732 , 0.006014982552890364   , 0.0008603433776326322
   60, work      ,      2, 0.005154639175257732 , 0.004358727215050877   , 0.0007959119602068548
   61, work      ,      2, 0.005154639175257732 , 0.005446121373319343   , 0.0002914821980616114
    1, ALL_LAYERS,      2, 0.0016129032258064516, 0.0038868              , 0.0022738967741935488
    2, ALL_LAYERS,     12, 0.00967741935483871  , 0.0085812              , 0.0010962193548387095
    3, ALL_LAYERS,     15, 0.012096774193548387 , 0.0122728              , 0.00017602580645161361
    4, ALL_LAYERS,     21, 0.016935483870967744 , 0.0174412              , 0.0005057161290322569
    5, ALL_LAYERS,     17, 0.013709677419354839 , 0.0131184              , 0.0005912774193548385
    6, ALL_LAYERS,     19, 0.01532258064516129  , 0.0182964              , 0.0029738193548387113
    7, ALL_LAYERS,     44, 0.035483870967741936 , 0.0305396              , 0.004944270967741936
    8, ALL_LAYERS,     31, 0.025                , 0.028986               , 0.003986
    9, ALL_LAYERS,     13, 0.010483870967741936 , 0.0083                 , 0.002183870967741936
   10, ALL_LAYERS,     13, 0.010483870967741936 , 0.0114912              , 0.0010073290322580638
   11, ALL_LAYERS,     24, 0.01935483870967742  , 0.018202               , 0.0011528387096774208
   12, ALL_LAYERS,     17, 0.013709677419354839 , 0.017326               , 0.003616322580645162
   13, ALL_LAYERS,     32, 0.025806451612903226 , 0.0275704              , 0.0017639483870967726
