nodeID,nodeLabel,relevance_lunch,relevance_facebook,relevance_coauthor,relevance_leisure,relevance_work,exclusive_relevance_lunch,exclusive_relevance_facebook,exclusive_relevance_coauthor,exclusive_relevance_leisure,exclusive_relevance_work,relevance_lunch_facebook,exclusive_relevance_lunch_facebook,relevance_lunch_coauthor,exclusive_relevance_lunch_coauthor,relevance_lunch_leisure,exclusive_relevance_lunch_leisure,relevance_lunch_work,exclusive_relevance_lunch_work,relevance_facebook_coauthor,exclusive_relevance_facebook_coauthor,relevance_facebook_leisure,exclusive_relevance_facebook_leisure,relevance_facebook_work,exclusive_relevance_facebook_work,relevance_coauthor_leisure,exclusive_relevance_coauthor_leisure,relevance_coauthor_work,exclusive_relevance_coauthor_work,relevance_leisure_work,exclusive_relevance_leisure_work,occupation_centrality
11,U26,0.35294117647058826,0.0,0.058823529411764705,0.058823529411764705,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.4117647058823529,0.058823529411764705,1.0,0.8823529411764706,0.058823529411764705,0.0,0.058823529411764705,0.0,0.9411764705882353,0.5882352941176471,0.11764705882352941,0.0,0.9411764705882353,0.5882352941176471,0.9411764705882353,0.6470588235294118,0.018202
12,U29,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.017326
13,U32,0.4117647058823529,0.6470588235294118,0.058823529411764705,0.11764705882352941,0.6470588235294118,0.0,0.35294117647058826,0.0,0.0,0.17647058823529413,0.8235294117647058,0.35294117647058826,0.4117647058823529,0.0,0.4117647058823529,0.0,0.6470588235294118,0.35294117647058826,0.6470588235294118,0.35294117647058826,0.6470588235294118,0.35294117647058826,1.0,0.5882352941176471,0.11764705882352941,0.0,0.6470588235294118,0.17647058823529413,0.6470588235294118,0.17647058823529413,0.0275704
14,U41,1.0,0.0,0.2,0.4,0.6,0.4,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.4,1.0,0.4,1.0,0.6,0.2,0.0,0.4,0.0,0.6,0.0,0.4,0.0,0.6,0.0,0.6,0.0,0.0111832
15,U42,0.7,0.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,1.0,0.4,0.7,0.4,0.9,0.4,0.9,0.5,0.4,0.0,0.5,0.1,0.6,0.1,0.4,0.0,0.4,0.0,0.6,0.0,0.0142956
16,U49,0.8333333333333334,0.3333333333333333,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.6666666666666666,0.0,0.0073008
17,U59,0.7777777777777778,0.5555555555555556,0.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,1.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.015182
18,U97,0.5333333333333333,0.0,0.06666666666666667,0.0,0.5333333333333333,0.4,0.0,0.06666666666666667,0.0,0.4,0.5333333333333333,0.4,0.6,0.4666666666666667,0.5333333333333333,0.4,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.5333333333333333,0.4,0.06666666666666667,0.06666666666666667,0.6,0.4666666666666667,0.5333333333333333,0.4,0.0120052
19,U124,0.2222222222222222,0.7222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.16666666666666666,0.8333333333333334,0.5555555555555556,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.7222222222222222,0.4444444444444444,0.8333333333333334,0.5555555555555556,0.8888888888888888,0.6666666666666666,0.2222222222222222,0.0,0.2222222222222222,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.0168984
20,U17,0.75,0.0,0.0,0.625,0.875,0.0,0.0,0.0,0.125,0.125,0.75,0.0,0.75,0.0,0.875,0.125,0.875,0.375,0.0,0.0,0.625,0.125,0.875,0.125,0.625,0.125,0.875,0.125,1.0,0.25,0.0152336
21,U71,0.3333333333333333,0.4444444444444444,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.3888888888888889,0.6111111111111112,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111,1.0,0.6666666666666666,0.0,0.0,0.8888888888888888,0.3888888888888889,0.8888888888888888,0.3888888888888889,0.0204264
22,U86,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0021972
23,U91,0.3181818181818182,0.6363636363636364,0.13636363636363635,0.6363636363636364,0.36363636363636365,0.0,0.3181818181818182,0.0,0.18181818181818182,0.0,0.7727272727272727,0.3181818181818182,0.3181818181818182,0.0,0.6818181818181818,0.22727272727272727,0.4090909090909091,0.0,0.7272727272727273,0.3181818181818182,1.0,0.5909090909090909,0.7727272727272727,0.3181818181818182,0.6363636363636364,0.18181818181818182,0.36363636363636365,0.0,0.6818181818181818,0.22727272727272727,0.0428512
24,U109,0.9230769230769231,0.46153846153846156,0.0,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,0.9230769230769231,0.5384615384615384,0.9230769230769231,0.23076923076923078,0.9230769230769231,0.38461538461538464,1.0,0.38461538461538464,0.46153846153846156,0.0,0.6153846153846154,0.0,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.0,0.23076923076923078,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.016332
25,U126,0.8823529411764706,0.0,0.0,0.5294117647058824,0.17647058823529413,0.4117647058823529,0.0,0.0,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.4117647058823529,0.8823529411764706,0.4117647058823529,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.47058823529411764,0.0,0.0,0.5294117647058824,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.5294117647058824,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.5882352941176471,0.11764705882352941,0.0220476
26,U130,0.2857142857142857,0.5714285714285714,0.23809523809523808,0.0,0.7619047619047619,0.09523809523809523,0.14285714285714285,0.0,0.0,0.2857142857142857,0.6666666666666666,0.23809523809523808,0.47619047619047616,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.8571428571428571,0.38095238095238093,0.6190476190476191,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.9047619047619048,0.5238095238095238,0.23809523809523808,0.0,0.7619047619047619,0.3333333333333333,0.7619047619047619,0.2857142857142857,0.0324904
27,U134,0.9230769230769231,0.15384615384615385,0.07692307692307693,0.0,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.0,0.0,0.0,1.0,0.7692307692307693,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.8461538461538461,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0124556
28,U18,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.9166666666666666,0.5,0.75,0.08333333333333333,0.75,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.4166666666666667,0.0,0.3333333333333333,0.08333333333333333,0.5,0.08333333333333333,0.0192592
29,U3,0.6363636363636364,0.6363636363636364,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.0,0.09090909090909091,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.8181818181818182,0.36363636363636365,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0112968
30,U47,0.35714285714285715,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.0,0.0,0.07142857142857142,0.9285714285714286,0.6428571428571429,0.42857142857142855,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.35714285714285715,0.7857142857142857,0.42857142857142855,0.9285714285714286,0.5,0.21428571428571427,0.0,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.0168352
31,U54,0.47368421052631576,0.5263157894736842,0.0,0.42105263157894735,0.42105263157894735,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,0.21052631578947367,0.7368421052631579,0.3157894736842105,0.47368421052631576,0.10526315789473684,0.5789473684210527,0.21052631578947367,0.7368421052631579,0.3157894736842105,0.5263157894736842,0.15789473684210525,0.6842105263157895,0.2631578947368421,0.7894736842105263,0.42105263157894735,0.42105263157894735,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.6842105263157895,0.2631578947368421,0.0245732
32,U62,0.7272727272727273,0.0,0.0,0.18181818181818182,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.8181818181818182,0.0,0.0,0.18181818181818182,0.0,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0,0.5454545454545454,0.2727272727272727,0.5454545454545454,0.2727272727272727,0.010848
33,U76,0.6,0.6666666666666666,0.13333333333333333,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.9333333333333333,0.3333333333333333,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.2,0.8,0.2,0.6666666666666666,0.13333333333333333,0.8,0.2,0.8,0.26666666666666666,0.5333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.024792
34,U79,0.5416666666666666,0.625,0.0,0.2916666666666667,0.375,0.125,0.16666666666666666,0.0,0.041666666666666664,0.08333333333333333,0.875,0.4583333333333333,0.5416666666666666,0.125,0.6666666666666666,0.20833333333333334,0.75,0.25,0.625,0.16666666666666666,0.75,0.25,0.7916666666666666,0.3333333333333333,0.2916666666666667,0.041666666666666664,0.375,0.08333333333333333,0.5416666666666666,0.125,0.030684
35,U90,0.7142857142857143,0.0,0.0,0.5714285714285714,0.35714285714285715,0.21428571428571427,0.0,0.0,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.21428571428571427,0.7142857142857143,0.21428571428571427,0.7857142857142857,0.6428571428571429,0.9285714285714286,0.42857142857142855,0.0,0.0,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.7857142857142857,0.2857142857142857,0.0172868
36,U99,0.7,0.0,0.2,0.3,0.6,0.2,0.0,0.0,0.0,0.2,0.7,0.2,0.8,0.2,0.7,0.4,1.0,0.5,0.2,0.0,0.3,0.0,0.6,0.2,0.5,0.0,0.6,0.3,0.8,0.2,0.0148972
37,U10,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.46153846153846156,0.5384615384615384,0.0,0.15384615384615385,0.0,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.0,0.6153846153846154,0.15384615384615385,0.5384615384615384,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.6153846153846154,0.46153846153846156,0.8461538461538461,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.8461538461538461,0.46153846153846156,0.0219864
38,U13,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.008794
39,U142,0.14285714285714285,0.7857142857142857,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.5,0.0,0.07142857142857142,0.0,0.8571428571428571,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.8571428571428571,0.5,0.9285714285714286,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.0,0.42857142857142855,0.07142857142857142,0.0182632
40,U14,0.8,0.0,0.0,0.5,0.9,0.1,0.0,0.0,0.0,0.2,0.8,0.1,0.8,0.1,0.8,0.1,1.0,0.5,0.0,0.0,0.5,0.0,0.9,0.2,0.5,0.0,0.9,0.2,0.9,0.2,0.0181888
41,U19,0.625,0.0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,0.625,0.0,0.625,0.0,1.0,0.625,0.0,0.0,0.375,0.0,1.0,0.375,0.375,0.0,1.0,0.375,1.0,0.375,0.0129272
42,U23,0.8333333333333334,0.0,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,1.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0139484
43,U37,0.75,0.0,0.0,0.25,0.125,0.625,0.0,0.0,0.25,0.0,0.75,0.625,0.75,0.625,1.0,0.875,0.75,0.75,0.0,0.0,0.25,0.25,0.125,0.0,0.25,0.25,0.125,0.0,0.375,0.25,0.0064104
44,U4,0.5769230769230769,0.46153846153846156,0.0,0.038461538461538464,0.8076923076923077,0.0,0.19230769230769232,0.0,0.0,0.15384615384615385,0.8461538461538461,0.19230769230769232,0.5769230769230769,0.0,0.5769230769230769,0.0,0.8076923076923077,0.5384615384615384,0.46153846153846156,0.19230769230769232,0.46153846153846156,0.19230769230769232,1.0,0.4230769230769231,0.038461538461538464,0.0,0.8076923076923077,0.15384615384615385,0.8076923076923077,0.15384615384615385,0.0370272
45,U73,0.75,0.0,0.0,0.875,0.875,0.0,0.0,0.0,0.125,0.0,0.75,0.0,0.75,0.0,1.0,0.125,0.875,0.125,0.0,0.0,0.875,0.125,0.875,0.0,0.875,0.125,0.875,0.0,1.0,0.25,0.0173912
46,U110,0.3684210526315789,0.47368421052631576,0.21052631578947367,0.3684210526315789,0.7368421052631579,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.6842105263157895,0.15789473684210525,0.47368421052631576,0.10526315789473684,0.5263157894736842,0.10526315789473684,0.7894736842105263,0.2631578947368421,0.631578947368421,0.15789473684210525,0.631578947368421,0.15789473684210525,0.8421052631578947,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.7894736842105263,0.21052631578947367,0.7894736842105263,0.21052631578947367,0.041144
47,U113,0.5555555555555556,0.6666666666666666,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,1.0,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.015132
48,U138,0.5,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.0119136
49,U53,1.0,0.0,0.6,0.2,0.4,0.4,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.6,1.0,0.4,1.0,0.4,0.6,0.0,0.2,0.0,0.4,0.0,0.6,0.0,0.6,0.0,0.4,0.0,0.0130892
50,U65,0.5555555555555556,0.4444444444444444,0.0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.0,0.7777777777777778,0.1111111111111111,0.0153384
51,U67,0.5217391304347826,0.5652173913043478,0.0,0.08695652173913043,0.8695652173913043,0.0,0.13043478260869565,0.0,0.0,0.21739130434782608,0.782608695652174,0.13043478260869565,0.5217391304347826,0.0,0.5652173913043478,0.0,0.8695652173913043,0.43478260869565216,0.5652173913043478,0.13043478260869565,0.5652173913043478,0.13043478260869565,1.0,0.43478260869565216,0.08695652173913043,0.0,0.8695652173913043,0.21739130434782608,0.8695652173913043,0.21739130434782608,0.0394952
52,U72,1.0,0.0,0.2,0.4,0.4,0.3,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.4,1.0,0.5,1.0,0.5,0.2,0.0,0.4,0.0,0.4,0.0,0.5,0.0,0.5,0.0,0.6,0.0,0.0189184
53,U112,0.6,0.4,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,1.0,0.6,0.6,0.2,0.6,0.2,0.6,0.6,0.4,0.4,0.4,0.4,0.8,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.004512
54,U48,0.75,0.0,0.125,0.0,0.375,0.625,0.0,0.0,0.0,0.125,0.75,0.625,0.875,0.625,0.75,0.625,1.0,0.875,0.125,0.0,0.0,0.0,0.375,0.125,0.125,0.0,0.375,0.25,0.375,0.125,0.008262
55,U68,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0114004
56,U69,0.5454545454545454,0.5454545454545454,0.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,0.0,0.09090909090909091,0.9090909090909091,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.36363636363636365,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.0117688
57,U63,1.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0083008
58,U6,0.6666666666666666,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.007824
59,U92,0.8333333333333334,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0042444
60,U140,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.001242
61,U141,1.0,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.75,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0050944
