network,model,time_step,node_id,state
Karate Club,ic,4,22,Inactive
Karate Club,ic,4,23,Inactive
Karate Club,ic,4,24,Inactive
Karate Club,ic,4,25,Inactive
Karate Club,ic,4,26,Inactive
Karate Club,ic,4,27,Inactive
Karate Club,ic,4,28,Active
Karate Club,ic,4,29,Inactive
Karate Club,ic,4,30,Active
Karate Club,ic,4,31,Active
Karate Club,ic,4,32,Inactive
Karate Club,ic,4,33,Inactive
Karate Club,ic,4,34,Active
Karate Club,ic,5,1,Active
Karate Club,ic,5,2,Active
Karate Club,ic,5,3,Active
Karate Club,ic,5,4,Active
Karate Club,ic,5,5,Inactive
Karate Club,ic,5,6,Inactive
Karate Club,ic,5,7,Inactive
Karate Club,ic,5,8,Inactive
Karate Club,ic,5,9,Inactive
Karate Club,ic,5,10,Inactive
Karate Club,ic,5,11,Inactive
Karate Club,ic,5,12,Inactive
Karate Club,ic,5,13,Active
Karate Club,ic,5,14,Active
Karate Club,ic,5,15,Inactive
Karate Club,ic,5,16,Inactive
Karate Club,ic,5,17,Inactive
Karate Club,ic,5,18,Inactive
Karate Club,ic,5,19,Active
Karate Club,ic,5,20,Active
Karate Club,ic,5,21,Inactive
Karate Club,ic,5,22,Inactive
Karate Club,ic,5,23,Inactive
Karate Club,ic,5,24,Inactive
Karate Club,ic,5,25,Inactive
Karate Club,ic,5,26,Inactive
Karate Club,ic,5,27,Inactive
Karate Club,ic,5,28,Active
Karate Club,ic,5,29,Inactive
Karate Club,ic,5,30,Active
Karate Club,ic,5,31,Active
Karate Club,ic,5,32,Inactive
Karate Club,ic,5,33,Inactive
Karate Club,ic,5,34,Active
