network,model,time_step,node_id,state
Karate Club,sis,5,13,S
Karate Club,sis,5,14,S
Karate Club,sis,5,17,S
Karate Club,sis,5,18,I
Karate Club,sis,5,20,S
Karate Club,sis,5,22,I
Karate Club,sis,5,24,I
Karate Club,sis,5,26,S
Karate Club,sis,5,25,I
Karate Club,sis,5,28,I
Karate Club,sis,5,29,I
Karate Club,sis,5,30,S
Karate Club,sis,5,27,I
Karate Club,sis,5,31,S
Karate Club,sis,5,32,I
Karate Club,sis,5,33,S
Karate Club,sis,5,15,I
Karate Club,sis,5,16,I
Karate Club,sis,5,19,I
Karate Club,sis,5,21,S
Karate Club,sis,5,23,S
Karate Club,sis,5,34,I
Karate Club,sis,6,1,I
Karate Club,sis,6,2,I
Karate Club,sis,6,3,I
Karate Club,sis,6,4,I
Karate Club,sis,6,5,I
Karate Club,sis,6,6,I
Karate Club,sis,6,7,I
Karate Club,sis,6,8,I
Karate Club,sis,6,9,S
Karate Club,sis,6,10,S
Karate Club,sis,6,11,I
Karate Club,sis,6,12,S
Karate Club,sis,6,13,I
Karate Club,sis,6,14,I
Karate Club,sis,6,17,I
Karate Club,sis,6,18,I
Karate Club,sis,6,20,I
Karate Club,sis,6,22,I
Karate Club,sis,6,24,I
Karate Club,sis,6,26,I
Karate Club,sis,6,25,I
Karate Club,sis,6,28,I
Karate Club,sis,6,29,I
Karate Club,sis,6,30,S
Karate Club,sis,6,27,I
Karate Club,sis,6,31,I
Karate Club,sis,6,32,I
Karate Club,sis,6,33,I
Karate Club,sis,6,15,I
Karate Club,sis,6,16,I
Karate Club,sis,6,19,I
Karate Club,sis,6,21,S
Karate Club,sis,6,23,S
Karate Club,sis,6,34,I
Karate Club,sis,7,1,I
Karate Club,sis,7,2,I
Karate Club,sis,7,3,I
Karate Club,sis,7,4,S
Karate Club,sis,7,5,I
Karate Club,sis,7,6,I
Karate Club,sis,7,7,I
Karate Club,sis,7,8,I
Karate Club,sis,7,9,I
Karate Club,sis,7,10,I
Karate Club,sis,7,11,S
Karate Club,sis,7,12,I
Karate Club,sis,7,13,I
Karate Club,sis,7,14,I
Karate Club,sis,7,17,I
Karate Club,sis,7,18,I
Karate Club,sis,7,20,I
Karate Club,sis,7,22,I
Karate Club,sis,7,24,I
Karate Club,sis,7,26,I
Karate Club,sis,7,25,S
Karate Club,sis,7,28,I
Karate Club,sis,7,29,I
Karate Club,sis,7,30,I
Karate Club,sis,7,27,S
Karate Club,sis,7,31,I
Karate Club,sis,7,32,I
Karate Club,sis,7,33,I
Karate Club,sis,7,15,S
Karate Club,sis,7,16,I
Karate Club,sis,7,19,S
Karate Club,sis,7,21,I
Karate Club,sis,7,23,S
Karate Club,sis,7,34,I
Karate Club,sis,8,1,I
Karate Club,sis,8,2,I
Karate Club,sis,8,3,I
Karate Club,sis,8,4,I
Karate Club,sis,8,5,I
Karate Club,sis,8,6,I
Karate Club,sis,8,7,I
Karate Club,sis,8,8,I
Karate Club,sis,8,9,S
Karate Club,sis,8,10,I
Karate Club,sis,8,11,S
Karate Club,sis,8,12,I
Karate Club,sis,8,13,S
Karate Club,sis,8,14,S
Karate Club,sis,8,17,S
Karate Club,sis,8,18,S
Karate Club,sis,8,20,I
Karate Club,sis,8,22,I
Karate Club,sis,8,24,I
Karate Club,sis,8,26,S
Karate Club,sis,8,25,I
Karate Club,sis,8,28,I
Karate Club,sis,8,29,S
Karate Club,sis,8,30,S
Karate Club,sis,8,27,I
Karate Club,sis,8,31,S
Karate Club,sis,8,32,I
Karate Club,sis,8,33,I
Karate Club,sis,8,15,I
Karate Club,sis,8,16,I
Karate Club,sis,8,19,I
Karate Club,sis,8,21,I
Karate Club,sis,8,23,I
Karate Club,sis,8,34,I
Karate Club,sis,9,1,I
Karate Club,sis,9,2,I
Karate Club,sis,9,3,I
Karate Club,sis,9,4,I
Karate Club,sis,9,5,I
Karate Club,sis,9,6,S
Karate Club,sis,9,7,I
Karate Club,sis,9,8,I
Karate Club,sis,9,9,I
Karate Club,sis,9,10,I
Karate Club,sis,9,11,S
Karate Club,sis,9,12,I
Karate Club,sis,9,13,S
Karate Club,sis,9,14,I
Karate Club,sis,9,17,I
Karate Club,sis,9,18,I
Karate Club,sis,9,20,S
Karate Club,sis,9,22,I
Karate Club,sis,9,24,I
Karate Club,sis,9,26,I
Karate Club,sis,9,25,S
Karate Club,sis,9,28,I
Karate Club,sis,9,29,S
Karate Club,sis,9,30,I
Karate Club,sis,9,27,I
Karate Club,sis,9,31,I
Karate Club,sis,9,32,I
Karate Club,sis,9,33,I
Karate Club,sis,9,15,I
Karate Club,sis,9,16,I
Karate Club,sis,9,19,I
Karate Club,sis,9,21,I
Karate Club,sis,9,23,I
Karate Club,sis,9,34,I
Karate Club,sis,10,1,I
Karate Club,sis,10,2,S
Karate Club,sis,10,3,S
Karate Club,sis,10,4,S
Karate Club,sis,10,5,S
Karate Club,sis,10,6,S
Karate Club,sis,10,7,I
Karate Club,sis,10,8,S
Karate Club,sis,10,9,S
Karate Club,sis,10,10,I
Karate Club,sis,10,11,S
Karate Club,sis,10,12,S
Karate Club,sis,10,13,S
Karate Club,sis,10,14,I
Karate Club,sis,10,17,I
Karate Club,sis,10,18,I
Karate Club,sis,10,20,I
Karate Club,sis,10,22,I
Karate Club,sis,10,24,I
Karate Club,sis,10,26,I
Karate Club,sis,10,25,I
Karate Club,sis,10,28,S
Karate Club,sis,10,29,I
Karate Club,sis,10,30,I
Karate Club,sis,10,27,I
Karate Club,sis,10,31,I
Karate Club,sis,10,32,I
Karate Club,sis,10,33,S
Karate Club,sis,10,15,S
Karate Club,sis,10,16,I
Karate Club,sis,10,19,I
Karate Club,sis,10,21,I
Karate Club,sis,10,23,I
Karate Club,sis,10,34,I
Karate Club,sis,11,1,I
Karate Club,sis,11,2,I
Karate Club,sis,11,3,I
Karate Club,sis,11,4,S
Karate Club,sis,11,5,I
Karate Club,sis,11,6,S
Karate Club,sis,11,7,I
Karate Club,sis,11,8,I
Karate Club,sis,11,9,I
Karate Club,sis,11,10,I
Karate Club,sis,11,11,I
Karate Club,sis,11,12,I
Karate Club,sis,11,13,S
Karate Club,sis,11,14,I
Karate Club,sis,11,17,I
Karate Club,sis,11,18,I
Karate Club,sis,11,20,S
Karate Club,sis,11,22,S
Karate Club,sis,11,24,I
Karate Club,sis,11,26,S
Karate Club,sis,11,25,I
Karate Club,sis,11,28,I
Karate Club,sis,11,29,I
Karate Club,sis,11,30,I
Karate Club,sis,11,27,S
Karate Club,sis,11,31,I
Karate Club,sis,11,32,I
Karate Club,sis,11,33,I
Karate Club,sis,11,15,S
Karate Club,sis,11,16,S
Karate Club,sis,11,19,S
Karate Club,sis,11,21,I
Karate Club,sis,11,23,I
Karate Club,sis,11,34,I
Karate Club,sis,12,1,S
Karate Club,sis,12,2,I
Karate Club,sis,12,3,I
Karate Club,sis,12,4,I
Karate Club,sis,12,5,S
Karate Club,sis,12,6,I
Karate Club,sis,12,7,I
Karate Club,sis,12,8,I
Karate Club,sis,12,9,I
Karate Club,sis,12,10,S
Karate Club,sis,12,11,S
Karate Club,sis,12,12,I
Karate Club,sis,12,13,I
Karate Club,sis,12,14,S
Karate Club,sis,12,17,S
Karate Club,sis,12,18,I
Karate Club,sis,12,20,I
Karate Club,sis,12,22,I
Karate Club,sis,12,24,I
Karate Club,sis,12,26,I
Karate Club,sis,12,25,I
Karate Club,sis,12,28,I
Karate Club,sis,12,29,S
Karate Club,sis,12,30,I
Karate Club,sis,12,27,I
Karate Club,sis,12,31,I
Karate Club,sis,12,32,I
Karate Club,sis,12,33,S
Karate Club,sis,12,15,I
Karate Club,sis,12,16,I
Karate Club,sis,12,19,I
Karate Club,sis,12,21,I
Karate Club,sis,12,23,I
Karate Club,sis,12,34,I
Karate Club,sis,13,1,I
Karate Club,sis,13,2,S
Karate Club,sis,13,3,I
Karate Club,sis,13,4,S
Karate Club,sis,13,5,I
Karate Club,sis,13,6,I
Karate Club,sis,13,7,I
Karate Club,sis,13,8,I
Karate Club,sis,13,9,I
Karate Club,sis,13,10,I
Karate Club,sis,13,11,I
Karate Club,sis,13,12,S
Karate Club,sis,13,13,I
Karate Club,sis,13,14,I
Karate Club,sis,13,17,I
Karate Club,sis,13,18,I
Karate Club,sis,13,20,I
Karate Club,sis,13,22,S
Karate Club,sis,13,24,I
Karate Club,sis,13,26,S
Karate Club,sis,13,25,I
Karate Club,sis,13,28,I
Karate Club,sis,13,29,I
Karate Club,sis,13,30,I
Karate Club,sis,13,27,S
Karate Club,sis,13,31,S
Karate Club,sis,13,32,S
Karate Club,sis,13,33,I
Karate Club,sis,13,15,I
Karate Club,sis,13,16,I
Karate Club,sis,13,19,I
Karate Club,sis,13,21,I
Karate Club,sis,13,23,I
Karate Club,sis,13,34,I
Karate Club,sis,14,1,I
Karate Club,sis,14,2,I
Karate Club,sis,14,3,S
Karate Club,sis,14,4,I
Karate Club,sis,14,5,S
Karate Club,sis,14,6,I
Karate Club,sis,14,7,I
Karate Club,sis,14,8,S
Karate Club,sis,14,9,I
Karate Club,sis,14,10,I
Karate Club,sis,14,11,I
Karate Club,sis,14,12,I
Karate Club,sis,14,13,I
Karate Club,sis,14,14,I
Karate Club,sis,14,17,I
Karate Club,sis,14,18,I
Karate Club,sis,14,20,I
Karate Club,sis,14,22,I
Karate Club,sis,14,24,S
Karate Club,sis,14,26,I
Karate Club,sis,14,25,I
Karate Club,sis,14,28,I
Karate Club,sis,14,29,S
Karate Club,sis,14,30,S
Karate Club,sis,14,27,I
Karate Club,sis,14,31,I
Karate Club,sis,14,32,I
Karate Club,sis,14,33,S
Karate Club,sis,14,15,I
Karate Club,sis,14,16,I
Karate Club,sis,14,19,I
Karate Club,sis,14,21,I
Karate Club,sis,14,23,I
Karate Club,sis,14,34,I
Karate Club,sis,15,1,S
Karate Club,sis,15,2,I
Karate Club,sis,15,3,I
Karate Club,sis,15,4,I
Karate Club,sis,15,5,I
Karate Club,sis,15,6,I
Karate Club,sis,15,7,I
Karate Club,sis,15,8,I
Karate Club,sis,15,9,I
Karate Club,sis,15,10,I
Karate Club,sis,15,11,I
Karate Club,sis,15,12,I
Karate Club,sis,15,13,I
Karate Club,sis,15,14,I
Karate Club,sis,15,17,S
Karate Club,sis,15,18,I
Karate Club,sis,15,20,I
Karate Club,sis,15,22,S
Karate Club,sis,15,24,I
Karate Club,sis,15,26,I
Karate Club,sis,15,25,S
Karate Club,sis,15,28,I
Karate Club,sis,15,29,I
Karate Club,sis,15,30,I
Karate Club,sis,15,27,I
Karate Club,sis,15,31,I
Karate Club,sis,15,32,S
Karate Club,sis,15,33,I
Karate Club,sis,15,15,I
Karate Club,sis,15,16,I
Karate Club,sis,15,19,I
Karate Club,sis,15,21,I
Karate Club,sis,15,23,S
Karate Club,sis,15,34,I
Karate Club,sis,16,1,I
Karate Club,sis,16,2,I
Karate Club,sis,16,3,S
Karate Club,sis,16,4,I
Karate Club,sis,16,5,I
Karate Club,sis,16,6,I
Karate Club,sis,16,7,I
Karate Club,sis,16,8,S
Karate Club,sis,16,9,I
Karate Club,sis,16,10,I
Karate Club,sis,16,11,I
Karate Club,sis,16,12,S
Karate Club,sis,16,13,I
Karate Club,sis,16,14,I
Karate Club,sis,16,17,I
Karate Club,sis,16,18,I
Karate Club,sis,16,20,I
Karate Club,sis,16,22,S
Karate Club,sis,16,24,I
Karate Club,sis,16,26,I
Karate Club,sis,16,25,I
Karate Club,sis,16,28,I
Karate Club,sis,16,29,I
Karate Club,sis,16,30,S
Karate Club,sis,16,27,I
Karate Club,sis,16,31,S
Karate Club,sis,16,32,I
Karate Club,sis,16,33,I
Karate Club,sis,16,15,I
Karate Club,sis,16,16,I
Karate Club,sis,16,19,I
Karate Club,sis,16,21,S
Karate Club,sis,16,23,I
Karate Club,sis,16,34,S
Karate Club,sis,17,1,I
Karate Club,sis,17,2,I
Karate Club,sis,17,3,I
Karate Club,sis,17,4,S
Karate Club,sis,17,5,I
Karate Club,sis,17,6,I
Karate Club,sis,17,7,I
Karate Club,sis,17,8,I
Karate Club,sis,17,9,I
Karate Club,sis,17,10,I
Karate Club,sis,17,11,I
Karate Club,sis,17,12,S
Karate Club,sis,17,13,S
Karate Club,sis,17,14,I
Karate Club,sis,17,17,I
Karate Club,sis,17,18,I
Karate Club,sis,17,20,I
Karate Club,sis,17,22,I
Karate Club,sis,17,24,S
Karate Club,sis,17,26,I
Karate Club,sis,17,25,I
Karate Club,sis,17,28,I
Karate Club,sis,17,29,I
Karate Club,sis,17,30,I
Karate Club,sis,17,27,I
Karate Club,sis,17,31,I
Karate Club,sis,17,32,I
Karate Club,sis,17,33,I
Karate Club,sis,17,15,I
Karate Club,sis,17,16,I
Karate Club,sis,17,19,I
Karate Club,sis,17,21,S
Karate Club,sis,17,23,I
Karate Club,sis,17,34,I
Karate Club,sis,18,1,I
Karate Club,sis,18,2,S
Karate Club,sis,18,3,S
Karate Club,sis,18,4,I
Karate Club,sis,18,5,I
Karate Club,sis,18,6,S
Karate Club,sis,18,7,I
Karate Club,sis,18,8,S
Karate Club,sis,18,9,I
Karate Club,sis,18,10,S
Karate Club,sis,18,11,I
Karate Club,sis,18,12,S
Karate Club,sis,18,13,S
Karate Club,sis,18,14,S
Karate Club,sis,18,17,I
Karate Club,sis,18,18,I
Karate Club,sis,18,20,I
Karate Club,sis,18,22,I
Karate Club,sis,18,24,I
Karate Club,sis,18,26,I
Karate Club,sis,18,25,I
Karate Club,sis,18,28,I
Karate Club,sis,18,29,I
Karate Club,sis,18,30,S
Karate Club,sis,18,27,S
Karate Club,sis,18,31,I
Karate Club,sis,18,32,S
Karate Club,sis,18,33,S
Karate Club,sis,18,15,S
Karate Club,sis,18,16,I
Karate Club,sis,18,19,I
Karate Club,sis,18,21,I
Karate Club,sis,18,23,I
Karate Club,sis,18,34,I
Karate Club,sis,19,1,S
Karate Club,sis,19,2,I
Karate Club,sis,19,3,I
Karate Club,sis,19,4,I
Karate Club,sis,19,5,S
Karate Club,sis,19,6,I
Karate Club,sis,19,7,I
Karate Club,sis,19,8,I
Karate Club,sis,19,9,I
Karate Club,sis,19,10,S
Karate Club,sis,19,11,I
Karate Club,sis,19,12,S
Karate Club,sis,19,13,I
Karate Club,sis,19,14,I
Karate Club,sis,19,17,I
Karate Club,sis,19,18,I
Karate Club,sis,19,20,I
Karate Club,sis,19,22,I
Karate Club,sis,19,24,S
Karate Club,sis,19,26,I
Karate Club,sis,19,25,I
Karate Club,sis,19,28,I
Karate Club,sis,19,29,I
Karate Club,sis,19,30,I
Karate Club,sis,19,27,S
Karate Club,sis,19,31,I
Karate Club,sis,19,32,I
Karate Club,sis,19,33,I
Karate Club,sis,19,15,S
Karate Club,sis,19,16,I
Karate Club,sis,19,19,I
Karate Club,sis,19,21,I
Karate Club,sis,19,23,S
Karate Club,sis,19,34,I
Karate Club,sis,20,1,I
Karate Club,sis,20,2,I
Karate Club,sis,20,3,S
Karate Club,sis,20,4,S
Karate Club,sis,20,5,S
Karate Club,sis,20,6,I
Karate Club,sis,20,7,I
Karate Club,sis,20,8,I
Karate Club,sis,20,9,I
Karate Club,sis,20,10,S
Karate Club,sis,20,11,S
Karate Club,sis,20,12,S
Karate Club,sis,20,13,S
Karate Club,sis,20,14,I
Karate Club,sis,20,17,S
Karate Club,sis,20,18,I
Karate Club,sis,20,20,S
Karate Club,sis,20,22,S
Karate Club,sis,20,24,I
Karate Club,sis,20,26,I
Karate Club,sis,20,25,S
Karate Club,sis,20,28,I
Karate Club,sis,20,29,S
Karate Club,sis,20,30,I
Karate Club,sis,20,27,I
Karate Club,sis,20,31,I
Karate Club,sis,20,32,I
Karate Club,sis,20,33,S
Karate Club,sis,20,15,I
Karate Club,sis,20,16,I
Karate Club,sis,20,19,I
Karate Club,sis,20,21,I
Karate Club,sis,20,23,I
Karate Club,sis,20,34,I
Karate Club,sis,21,1,I
Karate Club,sis,21,2,I
Karate Club,sis,21,3,I
Karate Club,sis,21,4,I
Karate Club,sis,21,5,S
Karate Club,sis,21,6,S
Karate Club,sis,21,7,I
Karate Club,sis,21,8,S
Karate Club,sis,21,9,I
Karate Club,sis,21,10,I
Karate Club,sis,21,11,I
Karate Club,sis,21,12,S
Karate Club,sis,21,13,I
Karate Club,sis,21,14,I
Karate Club,sis,21,17,I
Karate Club,sis,21,18,S
Karate Club,sis,21,20,I
Karate Club,sis,21,22,I
Karate Club,sis,21,24,S
Karate Club,sis,21,26,I
Karate Club,sis,21,25,I
Karate Club,sis,21,28,I
Karate Club,sis,21,29,I
Karate Club,sis,21,30,I
Karate Club,sis,21,27,S
Karate Club,sis,21,31,S
Karate Club,sis,21,32,I
Karate Club,sis,21,33,I
Karate Club,sis,21,15,I
Karate Club,sis,21,16,I
Karate Club,sis,21,19,I
Karate Club,sis,21,21,I
Karate Club,sis,21,23,S
Karate Club,sis,21,34,I
Karate Club,sis,22,1,I
Karate Club,sis,22,2,S
Karate Club,sis,22,3,I
Karate Club,sis,22,4,I
Karate Club,sis,22,5,I
Karate Club,sis,22,6,I
Karate Club,sis,22,7,S
Karate Club,sis,22,8,I
Karate Club,sis,22,9,S
Karate Club,sis,22,10,I
Karate Club,sis,22,11,S
Karate Club,sis,22,12,S
Karate Club,sis,22,13,I
Karate Club,sis,22,14,I
Karate Club,sis,22,17,I
Karate Club,sis,22,18,I
Karate Club,sis,22,20,S
Karate Club,sis,22,22,I
Karate Club,sis,22,24,I
Karate Club,sis,22,26,I
Karate Club,sis,22,25,I
Karate Club,sis,22,28,S
Karate Club,sis,22,29,I
Karate Club,sis,22,30,S
Karate Club,sis,22,27,S
Karate Club,sis,22,31,I
Karate Club,sis,22,32,I
Karate Club,sis,22,33,S
Karate Club,sis,22,15,S
Karate Club,sis,22,16,I
Karate Club,sis,22,19,I
Karate Club,sis,22,21,I
Karate Club,sis,22,23,I
Karate Club,sis,22,34,S
Karate Club,sis,23,1,I
Karate Club,sis,23,2,I
Karate Club,sis,23,3,I
Karate Club,sis,23,4,I
Karate Club,sis,23,5,I
Karate Club,sis,23,6,I
Karate Club,sis,23,7,S
Karate Club,sis,23,8,I
Karate Club,sis,23,9,I
Karate Club,sis,23,10,I
Karate Club,sis,23,11,I
Karate Club,sis,23,12,S
Karate Club,sis,23,13,I
Karate Club,sis,23,14,I
Karate Club,sis,23,17,I
Karate Club,sis,23,18,S
Karate Club,sis,23,20,S
Karate Club,sis,23,22,I
Karate Club,sis,23,24,I
Karate Club,sis,23,26,I
Karate Club,sis,23,25,I
Karate Club,sis,23,28,I
Karate Club,sis,23,29,I
Karate Club,sis,23,30,I
Karate Club,sis,23,27,S
Karate Club,sis,23,31,I
Karate Club,sis,23,32,S
Karate Club,sis,23,33,I
Karate Club,sis,23,15,S
Karate Club,sis,23,16,I
Karate Club,sis,23,19,I
Karate Club,sis,23,21,I
Karate Club,sis,23,23,S
Karate Club,sis,23,34,I
Karate Club,sis,24,1,S
Karate Club,sis,24,2,S
Karate Club,sis,24,3,I
Karate Club,sis,24,4,I
Karate Club,sis,24,5,I
Karate Club,sis,24,6,S
Karate Club,sis,24,7,I
Karate Club,sis,24,8,S
Karate Club,sis,24,9,I
Karate Club,sis,24,10,S
Karate Club,sis,24,11,I
Karate Club,sis,24,12,S
Karate Club,sis,24,13,I
Karate Club,sis,24,14,I
Karate Club,sis,24,17,S
Karate Club,sis,24,18,I
Karate Club,sis,24,20,I
Karate Club,sis,24,22,S
Karate Club,sis,24,24,I
Karate Club,sis,24,26,I
Karate Club,sis,24,25,I
Karate Club,sis,24,28,I
Karate Club,sis,24,29,I
Karate Club,sis,24,30,I
Karate Club,sis,24,27,I
Karate Club,sis,24,31,I
Karate Club,sis,24,32,I
Karate Club,sis,24,33,S
Karate Club,sis,24,15,I
Karate Club,sis,24,16,I
Karate Club,sis,24,19,I
Karate Club,sis,24,21,I
Karate Club,sis,24,23,I
Karate Club,sis,24,34,S
Karate Club,sis,25,1,I
Karate Club,sis,25,2,I
Karate Club,sis,25,3,I
Karate Club,sis,25,4,I
Karate Club,sis,25,5,I
Karate Club,sis,25,6,S
Karate Club,sis,25,7,I
Karate Club,sis,25,8,I
Karate Club,sis,25,9,I
Karate Club,sis,25,10,I
Karate Club,sis,25,11,I
Karate Club,sis,25,12,S
Karate Club,sis,25,13,I
Karate Club,sis,25,14,I
Karate Club,sis,25,17,I
Karate Club,sis,25,18,I
Karate Club,sis,25,20,S
Karate Club,sis,25,22,S
Karate Club,sis,25,24,S
Karate Club,sis,25,26,I
Karate Club,sis,25,25,I
Karate Club,sis,25,28,S
Karate Club,sis,25,29,I
Karate Club,sis,25,30,I
Karate Club,sis,25,27,I
Karate Club,sis,25,31,I
Karate Club,sis,25,32,I
Karate Club,sis,25,33,I
Karate Club,sis,25,15,S
Karate Club,sis,25,16,I
Karate Club,sis,25,19,S
Karate Club,sis,25,21,S
Karate Club,sis,25,23,S
Karate Club,sis,25,34,I
Karate Club,sis,26,1,I
Karate Club,sis,26,2,I
Karate Club,sis,26,3,S
Karate Club,sis,26,4,I
Karate Club,sis,26,5,S
Karate Club,sis,26,6,S
Karate Club,sis,26,7,I
Karate Club,sis,26,8,S
Karate Club,sis,26,9,I
Karate Club,sis,26,10,S
Karate Club,sis,26,11,I
Karate Club,sis,26,12,S
Karate Club,sis,26,13,I
Karate Club,sis,26,14,I
Karate Club,sis,26,17,I
Karate Club,sis,26,18,S
Karate Club,sis,26,20,I
Karate Club,sis,26,22,S
Karate Club,sis,26,24,I
Karate Club,sis,26,26,I
Karate Club,sis,26,25,I
Karate Club,sis,26,28,I
Karate Club,sis,26,29,I
Karate Club,sis,26,30,S
Karate Club,sis,26,27,S
Karate Club,sis,26,31,I
Karate Club,sis,26,32,I
Karate Club,sis,26,33,I
Karate Club,sis,26,15,S
Karate Club,sis,26,16,S
Karate Club,sis,26,19,S
Karate Club,sis,26,21,S
Karate Club,sis,26,23,I
Karate Club,sis,26,34,I
Karate Club,sis,27,1,S
Karate Club,sis,27,2,I
Karate Club,sis,27,3,I
Karate Club,sis,27,4,I
Karate Club,sis,27,5,I
Karate Club,sis,27,6,I
Karate Club,sis,27,7,S
Karate Club,sis,27,8,S
Karate Club,sis,27,9,I
Karate Club,sis,27,10,I
Karate Club,sis,27,11,S
Karate Club,sis,27,12,S
Karate Club,sis,27,13,I
